source,target,distance_km,lag_h,wind_regime,n,rho
Wanliu,Changping,26.030325,6,opposed,10500,-0.006965515121594464
Wanliu,Changping,26.030325,12,calm,11388,0.015565902926444459
Wanliu,Changping,26.030325,12,cross,5116,-0.006570268403909554
Wanliu,Changping,26.030325,12,aligned,6494,-0.007903776964747264
Wanliu,Changping,26.030325,12,opposed,10537,-0.0023037499771360473
Aotizhongxin,Changping,29.741793,0,calm,8950,0.08479737693915836
Aotizhongxin,Changping,29.741793,0,cross,12583,0.13107795302671005
Aotizhongxin,Changping,29.741793,0,aligned,5027,0.15860646459544211
Aotizhongxin,Changping,29.741793,0,opposed,6612,0.18647570358693277
Aotizhongxin,Changping,29.741793,1,calm,8944,0.06299127260478747
Aotizhongxin,Changping,29.741793,1,cross,12565,0.1392674964940678
Aotizhongxin,Changping,29.741793,1,aligned,5031,0.2641100593634133
Aotizhongxin,Changping,29.741793,1,opposed,6601,0.09306421930486311
Aotizhongxin,Changping,29.741793,3,calm,8954,0.032247767493943584
Aotizhongxin,Changping,29.741793,3,cross,12522,0.048952556343242144
Aotizhongxin,Changping,29.741793,3,aligned,5032,0.14515099257052258
Aotizhongxin,Changping,29.741793,3,opposed,6589,0.031042792083425554
Aotizhongxin,Changping,29.741793,6,calm,8913,0.00671045257719525
Aotizhongxin,Changping,29.741793,6,cross,12528,0.0057494529272323815
Aotizhongxin,Changping,29.741793,6,aligned,5040,-0.030711879258740648
Aotizhongxin,Changping,29.741793,6,opposed,6585,-0.01755161274738955
Aotizhongxin,Changping,29.741793,12,calm,8880,0.003643565021233528
Aotizhongxin,Changping,29.741793,12,cross,12547,0.0020100928548283585
Aotizhongxin,Changping,29.741793,12,aligned,5034,-0.020026462803290655
Aotizhongxin,Changping,29.741793,12,opposed,6583,-0.005863247649910696
Guanyuan,Changping,33.339878,0,calm,9007,0.07992670687031252
Guanyuan,Changping,33.339878,0,cross,12656,0.1302810108876595
Guanyuan,Changping,33.339878,0,aligned,5019,0.1363246720043099
Guanyuan,Changping,33.339878,0,opposed,6741,0.15576785582737082
Guanyuan,Changping,33.339878,1,calm,8994,0.06476917647891768
Guanyuan,Changping,33.339878,1,cross,12647,0.12358428018308887
Guanyuan,Changping,33.339878,1,aligned,5021,0.2318690708086787
Guanyuan,Changping,33.339878,1,opposed,6729,0.09920199491038115
Guanyuan,Changping,33.339878,3,calm,9004,0.030068308773197487
Guanyuan,Changping,33.339878,3,cross,12607,0.061290763709369034
Guanyuan,Changping,33.339878,3,aligned,5017,0.13529576663726312
Guanyuan,Changping,33.339878,3,opposed,6714,0.04233930207728735
Guanyuan,Changping,33.339878,6,calm,8956,0.007707359219972598
Guanyuan,Changping,33.339878,6,cross,12615,0.019206553086979772
Guanyuan,Changping,33.339878,6,aligned,5031,-0.019762908224439123
Guanyuan,Changping,33.339878,6,opposed,6710,-0.018968806658558386
Guanyuan,Changping,33.339878,12,calm,8926,0.0055613765246587945
Guanyuan,Changping,33.339878,12,cross,12633,0.006198568727137838
Guanyuan,Changping,33.339878,12,aligned,5029,-0.018278536483385247
Guanyuan,Changping,33.339878,12,opposed,6710,-0.00276690385241502
Changping,Dingling,8.382936,0,calm,7612,0.21553237285119706
Changping,Dingling,8.382936,0,cross,8607,0.33028411195626467
Changping,Dingling,8.382936,0,aligned,5876,0.3333941153314968
Changping,Dingling,8.382936,0,opposed,11162,0.22774305041197182
Changping,Dingling,8.382936,1,calm,7615,0.1645808358272892
Changping,Dingling,8.382936,1,cross,8587,0.3254945020664136
Changping,Dingling,8.382936,1,aligned,5865,0.35533691522688843
Changping,Dingling,8.382936,1,opposed,11148,0.1562938250216366
Changping,Dingling,8.382936,3,calm,7607,0.05398821334754367
Changping,Dingling,8.382936,3,cross,8552,0.07858292944229968
Changping,Dingling,8.382936,3,aligned,5853,0.023315426492505655
Changping,Dingling,8.382936,3,opposed,11154,0.03643676490081335
Changping,Dingling,8.382936,6,calm,7573,0.02042804737306364
Changping,Dingling,8.382936,6,cross,8563,-0.0003482452036646197
Changping,Dingling,8.382936,6,aligned,5876,-0.027446277880103884
Changping,Dingling,8.382936,6,opposed,11135,0.009611364446079275
Changping,Dingling,8.382936,12,calm,7548,-0.01381190987449062
Changping,Dingling,8.382936,12,cross,8608,0.009547753183264876
Changping,Dingling,8.382936,12,aligned,5904,-0.017074626229011257
Changping,Dingling,8.382936,12,opposed,11068,-0.004655286733638438
Wanliu,Dingling,34.38964,0,calm,11502,0.09113163945283308
Wanliu,Dingling,34.38964,0,cross,5143,0.10612896015332564
Wanliu,Dingling,34.38964,0,aligned,6493,0.08015810679186622
Wanliu,Dingling,34.38964,0,opposed,10511,0.15924176985941962
Wanliu,Dingling,34.38964,1,calm,11497,0.06886870554725597
Wanliu,Dingling,34.38964,1,cross,5131,0.11414426603217116
Wanliu,Dingling,34.38964,1,aligned,6500,0.15245931472146798
Wanliu,Dingling,34.38964,1,opposed,10491,0.11864156214802861
Wanliu,Dingling,34.38964,3,calm,11489,0.02678215374676627
Wanliu,Dingling,34.38964,3,cross,5121,0.09807002972498967
Wanliu,Dingling,34.38964,3,aligned,6499,0.1734754918021407
Wanliu,Dingling,34.38964,3,opposed,10462,0.05644900728145328
Wanliu,Dingling,34.38964,6,calm,11443,0.004524940307168104
Wanliu,Dingling,34.38964,6,cross,5115,-0.0034285001987643727
Wanliu,Dingling,34.38964,6,aligned,6522,0.02820313563215015
Wanliu,Dingling,34.38964,6,opposed,10472,0.01690124208334971
Wanliu,Dingling,34.38964,12,calm,11341,-0.023137373685460625
Wanliu,Dingling,34.38964,12,cross,5123,0.02524086435944542
Wanliu,Dingling,34.38964,12,aligned,6552,-0.004840942707250344
Wanliu,Dingling,34.38964,12,opposed,10514,-0.012782198125341213
Huairou,Dingling,34.825573,0,calm,9895,0.15436136271997644
Huairou,Dingling,34.825573,0,cross,5735,0.23766727730525286
Huairou,Dingling,34.825573,0,aligned,6998,0.15672913260705673
Huairou,Dingling,34.825573,0,opposed,10413,0.1638919499059721
Huairou,Dingling,34.825573,1,calm,9888,0.12791525349890773
Huairou,Dingling,34.825573,1,cross,5724,0.1993030563233657
Huairou,Dingling,34.825573,1,aligned,6995,0.12596212870535678
Huairou,Dingling,34.825573,1,opposed,10398,0.1128449931233801
Huairou,Dingling,34.825573,3,calm,9866,0.07306378310105094
Huairou,Dingling,34.825573,3,cross,5708,0.07136102261964299
Huairou,Dingling,34.825573,3,aligned,6971,0.0570740749686332
Huairou,Dingling,34.825573,3,opposed,10404,0.05436456320014587
Huairou,Dingling,34.825573,6,calm,9832,0.017842478657899105
Huairou,Dingling,34.825573,6,cross,5723,-0.0001423331003885398
Huairou,Dingling,34.825573,6,aligned,6980,-0.006199014020467396
Huairou,Dingling,34.825573,6,opposed,10390,-0.0041887312546142275
Huairou,Dingling,34.825573,12,calm,9797,-0.05031973148472022
Huairou,Dingling,34.825573,12,cross,5735,-0.04672701824558976
Huairou,Dingling,34.825573,12,aligned,7002,-0.037593057732371274
Huairou,Dingling,34.825573,12,opposed,10370,0.004814677585232767
Aotizhongxin,Dingling,37.61139,0,calm,8914,0.07307039658838849
Aotizhongxin,Dingling,37.61139,0,cross,12579,0.08359644722053546
Aotizhongxin,Dingling,37.61139,0,aligned,5016,0.082525291673117
Aotizhongxin,Dingling,37.61139,0,opposed,6579,0.16555333949076456
Aotizhongxin,Dingling,37.61139,1,calm,8920,0.05868480005194774
Aotizhongxin,Dingling,37.61139,1,cross,12562,0.09561613072418174
Aotizhongxin,Dingling,37.61139,1,aligned,5017,0.15971815341661788
Aotizhongxin,Dingling,37.61139,1,opposed,6566,0.10174599405889596
Aotizhongxin,Dingling,37.61139,3,calm,8919,0.03995808932325533
Aotizhongxin,Dingling,37.61139,3,cross,12534,0.07450241091779647
Aotizhongxin,Dingling,37.61139,3,aligned,5013,0.19633489917964259
Aotizhongxin,Dingling,37.61139,3,opposed,6560,0.027187000071351126
Aotizhongxin,Dingling,37.61139,6,calm,8879,-0.0024211303341710993
Aotizhongxin,Dingling,37.61139,6,cross,12512,0.006955336456813651
Aotizhongxin,Dingling,37.61139,6,aligned,5041,0.03162641309319183
Aotizhongxin,Dingling,37.61139,6,opposed,6577,0.0014964623800883166
Aotizhongxin,Dingling,37.61139,12,calm,8804,-0.0024968585993651736
Aotizhongxin,Dingling,37.61139,12,cross,12562,-0.0012393773829418402
Aotizhongxin,Dingling,37.61139,12,aligned,5043,-0.024112081354832393
Aotizhongxin,Dingling,37.61139,12,opposed,6593,0.007153169571286094
Nongzhanguan,Dongsi,3.8556743,0,calm,7537,0.4950938109179788
Nongzhanguan,Dongsi,3.8556743,0,cross,4981,0.5575465383877906
Nongzhanguan,Dongsi,3.8556743,0,aligned,12109,0.5724933869269154
Nongzhanguan,Dongsi,3.8556743,0,opposed,8796,0.5875681701389897
Nongzhanguan,Dongsi,3.8556743,1,calm,7533,0.3122340821407027
Nongzhanguan,Dongsi,3.8556743,1,cross,4972,0.3259583372498348
Nongzhanguan,Dongsi,3.8556743,1,aligned,12070,0.3803435586049875
Nongzhanguan,Dongsi,3.8556743,1,opposed,8791,0.3069732596838158
Nongzhanguan,Dongsi,3.8556743,3,calm,7509,0.017613309421391565
Nongzhanguan,Dongsi,3.8556743,3,cross,4964,0.029999415270369586
Nongzhanguan,Dongsi,3.8556743,3,aligned,12033,0.03301643703444968
Nongzhanguan,Dongsi,3.8556743,3,opposed,8799,0.023428621696439323
Nongzhanguan,Dongsi,3.8556743,6,calm,7469,-0.07336559850481178
Nongzhanguan,Dongsi,3.8556743,6,cross,4970,0.01226885190189482
Nongzhanguan,Dongsi,3.8556743,6,aligned,12022,-0.05355686962628667
Nongzhanguan,Dongsi,3.8556743,6,opposed,8810,-0.012453761439762826
Nongzhanguan,Dongsi,3.8556743,12,calm,7416,-0.04533962107206044
Nongzhanguan,Dongsi,3.8556743,12,cross,4982,-0.03693662954767035
Nongzhanguan,Dongsi,3.8556743,12,aligned,12038,-0.018683865357640758
Nongzhanguan,Dongsi,3.8556743,12,opposed,8817,-0.024414647989905097
Tiantan,Dongsi,4.8564234,0,calm,7514,0.40301438246941507
Tiantan,Dongsi,4.8564234,0,cross,5902,0.5427123926511735
Tiantan,Dongsi,4.8564234,0,aligned,8505,0.6106865344450703
Tiantan,Dongsi,4.8564234,0,opposed,11337,0.4311329430128006
Tiantan,Dongsi,4.8564234,1,calm,7511,0.20242601945940666
Tiantan,Dongsi,4.8564234,1,cross,5897,0.32139385319014274
Tiantan,Dongsi,4.8564234,1,aligned,8493,0.3910872803672745
Tiantan,Dongsi,4.8564234,1,opposed,11308,0.21678184644346207
Tiantan,Dongsi,4.8564234,3,calm,7481,0.010998449591983456
Tiantan,Dongsi,4.8564234,3,cross,5886,0.028045027989953696
Tiantan,Dongsi,4.8564234,3,aligned,8513,-0.00285723811017809
Tiantan,Dongsi,4.8564234,3,opposed,11265,0.032677969076509904
Tiantan,Dongsi,4.8564234,6,calm,7446,-0.04349484486712296
Tiantan,Dongsi,4.8564234,6,cross,5887,-0.05239961496166676
Tiantan,Dongsi,4.8564234,6,aligned,8522,-0.025296555974952065
Tiantan,Dongsi,4.8564234,6,opposed,11259,-0.01944321403477563
Tiantan,Dongsi,4.8564234,12,calm,7393,-0.024062990258644005
Tiantan,Dongsi,4.8564234,12,cross,5903,-0.027796378946697925
Tiantan,Dongsi,4.8564234,12,aligned,8501,-0.042413795001704224
Tiantan,Dongsi,4.8564234,12,opposed,11301,-0.00442079749934656
Aotizhongxin,Dongsi,6.134782,0,calm,8976,0.446776568906548
Aotizhongxin,Dongsi,6.134782,0,cross,12608,0.5081688260980403
Aotizhongxin,Dongsi,6.134782,0,aligned,6591,0.4384298531908562
Aotizhongxin,Dongsi,6.134782,0,opposed,4977,0.591150269040552
Aotizhongxin,Dongsi,6.134782,1,calm,8977,0.3437444880450473
Aotizhongxin,Dongsi,6.134782,1,cross,12570,0.3185952626968965
Aotizhongxin,Dongsi,6.134782,1,aligned,6584,0.30919474385914775
Aotizhongxin,Dongsi,6.134782,1,opposed,4981,0.24676394370354313
Aotizhongxin,Dongsi,6.134782,3,calm,8961,0.04519775266290577
Aotizhongxin,Dongsi,6.134782,3,cross,12531,0.036743584909750895
Aotizhongxin,Dongsi,6.134782,3,aligned,6580,0.03858801042202912
Aotizhongxin,Dongsi,6.134782,3,opposed,4988,-0.018301995575709214
Aotizhongxin,Dongsi,6.134782,6,calm,8933,-0.043530357155654495
Aotizhongxin,Dongsi,6.134782,6,cross,12511,-0.044341402431664845
Aotizhongxin,Dongsi,6.134782,6,aligned,6593,-0.02237249361148071
Aotizhongxin,Dongsi,6.134782,6,opposed,4995,-0.04013203079907893
Aotizhongxin,Dongsi,6.134782,12,calm,8867,-0.043169614457168666
Aotizhongxin,Dongsi,6.134782,12,cross,12553,-0.02150930633090352
Aotizhongxin,Dongsi,6.134782,12,aligned,6621,-0.007366532708975806
Aotizhongxin,Dongsi,6.134782,12,opposed,4976,-0.0394828556602861
Guanyuan,Dongsi,6.651028,0,calm,9045,0.47878917459545295
Guanyuan,Dongsi,6.651028,0,cross,7795,0.5009088251134229
Guanyuan,Dongsi,6.651028,0,aligned,7132,0.5463599403968828
Guanyuan,Dongsi,6.651028,0,opposed,9524,0.49042990606949777
Guanyuan,Dongsi,6.651028,1,calm,9042,0.3084653581887749
Guanyuan,Dongsi,6.651028,1,cross,7793,0.2781356205501597
Guanyuan,Dongsi,6.651028,1,aligned,7124,0.344167234557168
Guanyuan,Dongsi,6.651028,1,opposed,9497,0.27374061008796857
Guanyuan,Dongsi,6.651028,3,calm,9024,0.03701754194722929
Guanyuan,Dongsi,6.651028,3,cross,7788,0.009106850413596055
Guanyuan,Dongsi,6.651028,3,aligned,7129,0.018882503029412013
Guanyuan,Dongsi,6.651028,3,opposed,9455,0.02972116845616539
Guanyuan,Dongsi,6.651028,6,calm,8995,-0.043030106474226115
Guanyuan,Dongsi,6.651028,6,cross,7793,0.02745736017058403
Guanyuan,Dongsi,6.651028,6,aligned,7150,-0.02934731963870688
Guanyuan,Dongsi,6.651028,6,opposed,9425,-0.03289610097950683
Guanyuan,Dongsi,6.651028,12,calm,8933,-0.025308721277022685
Guanyuan,Dongsi,6.651028,12,cross,7801,-0.025515687569161952
Guanyuan,Dongsi,6.651028,12,aligned,7160,-0.0318177740599855
Guanyuan,Dongsi,6.651028,12,opposed,9454,-0.017718196554273515
Wanshouxigong,Guanyuan,5.7785316,0,calm,8787,0.3966440902930445
Wanshouxigong,Guanyuan,5.7785316,0,cross,7090,0.49275721455432153
Wanshouxigong,Guanyuan,5.7785316,0,aligned,8153,0.5390746675305409
Wanshouxigong,Guanyuan,5.7785316,0,opposed,9456,0.40337233361150654
Wanshouxigong,Guanyuan,5.7785316,1,calm,8787,0.2780677364223555
Wanshouxigong,Guanyuan,5.7785316,1,cross,7091,0.31023341405377214
Wanshouxigong,Guanyuan,5.7785316,1,aligned,8141,0.4311276316192585
Wanshouxigong,Guanyuan,5.7785316,1,opposed,9429,0.21255858890143683
Wanshouxigong,Guanyuan,5.7785316,3,calm,8759,0.03956826653081172
Wanshouxigong,Guanyuan,5.7785316,3,cross,7089,0.016120801906240125
Wanshouxigong,Guanyuan,5.7785316,3,aligned,8155,0.049148874988984396
Wanshouxigong,Guanyuan,5.7785316,3,opposed,9401,0.041547984366159876
Wanshouxigong,Guanyuan,5.7785316,6,calm,8727,-0.017051915122851938
Wanshouxigong,Guanyuan,5.7785316,6,cross,7073,-0.05674504714436298
Wanshouxigong,Guanyuan,5.7785316,6,aligned,8193,-0.0037187354603063975
Wanshouxigong,Guanyuan,5.7785316,6,opposed,9383,-0.028236366753403238
Wanshouxigong,Guanyuan,5.7785316,12,calm,8668,-0.028459573482653117
Wanshouxigong,Guanyuan,5.7785316,12,cross,7083,-0.056229970285137924
Wanshouxigong,Guanyuan,5.7785316,12,aligned,8197,-0.03184289969562165
Wanshouxigong,Guanyuan,5.7785316,12,opposed,9406,0.010261705430607481
Dongsi,Guanyuan,6.651028,0,calm,7525,0.4565585508971032
Dongsi,Guanyuan,6.651028,0,cross,8016,0.5269249194693895
Dongsi,Guanyuan,6.651028,0,aligned,10661,0.4961444349707384
Dongsi,Guanyuan,6.651028,0,opposed,7294,0.5345298636137772
Dongsi,Guanyuan,6.651028,1,calm,7525,0.3269042600155817
Dongsi,Guanyuan,6.651028,1,cross,8003,0.3473925680943967
Dongsi,Guanyuan,6.651028,1,aligned,10636,0.407824405004428
Dongsi,Guanyuan,6.651028,1,opposed,7292,0.3005341382564871
Dongsi,Guanyuan,6.651028,3,calm,7512,0.022869280416981757
Dongsi,Guanyuan,6.651028,3,cross,7980,0.061411852212732945
Dongsi,Guanyuan,6.651028,3,aligned,10610,0.04444470146034532
Dongsi,Guanyuan,6.651028,3,opposed,7299,0.03614762936663676
Dongsi,Guanyuan,6.651028,6,calm,7464,-0.03300522482109046
Dongsi,Guanyuan,6.651028,6,cross,7990,0.007915892445892567
Dongsi,Guanyuan,6.651028,6,aligned,10601,-0.03025756778965614
Dongsi,Guanyuan,6.651028,6,opposed,7315,-0.013106061987936157
Dongsi,Guanyuan,6.651028,12,calm,7425,-0.026687430439739503
Dongsi,Guanyuan,6.651028,12,cross,8006,-0.020943273684989824
Dongsi,Guanyuan,6.651028,12,aligned,10632,-0.03573485903230914
Dongsi,Guanyuan,6.651028,12,opposed,7286,-0.01653732231217796
Tiantan,Guanyuan,7.5166388,0,calm,7503,0.3252226982749521
Tiantan,Guanyuan,7.5166388,0,cross,11563,0.43222010627335267
Tiantan,Guanyuan,7.5166388,0,aligned,7752,0.45714666805428844
Tiantan,Guanyuan,7.5166388,0,opposed,6578,0.37907904365676787
Tiantan,Guanyuan,7.5166388,1,calm,7500,0.1878543988106211
Tiantan,Guanyuan,7.5166388,1,cross,11548,0.30200158465692506
Tiantan,Guanyuan,7.5166388,1,aligned,7741,0.3972528896801377
Tiantan,Guanyuan,7.5166388,1,opposed,6564,0.19655653115010294
Tiantan,Guanyuan,7.5166388,3,calm,7486,0.01248619274361494
Tiantan,Guanyuan,7.5166388,3,cross,11535,0.04020914977439712
Tiantan,Guanyuan,7.5166388,3,aligned,7738,0.014450516025815202
Tiantan,Guanyuan,7.5166388,3,opposed,6545,0.0169896474412708
Tiantan,Guanyuan,7.5166388,6,calm,7439,-0.028582487944824424
Tiantan,Guanyuan,7.5166388,6,cross,11516,-0.01288734571947369
Tiantan,Guanyuan,7.5166388,6,aligned,7765,-0.021080720511066794
Tiantan,Guanyuan,7.5166388,6,opposed,6555,-0.007806533787985022
Tiantan,Guanyuan,7.5166388,12,calm,7402,-0.028621356971667556
Tiantan,Guanyuan,7.5166388,12,cross,11513,-0.02489247562720692
Tiantan,Guanyuan,7.5166388,12,aligned,7779,-0.04458895289134473
Tiantan,Guanyuan,7.5166388,12,opposed,6564,-0.008868856932967921
Aotizhongxin,Guanyuan,7.6922956,0,calm,8954,0.3984448633410785
Aotizhongxin,Guanyuan,7.6922956,0,cross,5919,0.496079138524233
Aotizhongxin,Guanyuan,7.6922956,0,aligned,10890,0.4233743402477187
Aotizhongxin,Guanyuan,7.6922956,0,opposed,7542,0.5462337135911746
