feature,timing,lead_hour,median_r,q25_r,q75_r,stations
pm,past_72h_mean,63,0.0891724953248563,0.05017801601008028,0.15985968116463659,184
pm,past_last,66,0.10691923146577761,0.0649131785231278,0.16750053589268232,184
pm,past_72h_mean,66,0.08331135598533351,0.045915178339013867,0.15255128966018983,184
pm,past_last,69,0.09978600616150633,0.060885765631977465,0.1660403582042071,184
pm,past_72h_mean,69,0.08093225227617576,0.041969022321618775,0.14789034289671277,184
pm,past_last,72,0.09632578996447899,0.056309636637426566,0.1602027132538113,184
pm,past_72h_mean,72,0.07781030496695943,0.03845335664579387,0.14118811281646948,184
temperature,past_last,3,0.19497619308387526,0.1459986533962247,0.25876353116097245,184
temperature,past_72h_mean,3,0.04156628483553562,0.0018852702187956687,0.09048705731976193,184
temperature,future_same_time,3,0.21233566551810126,0.16350075678420484,0.2756085375485854,184
temperature,past_last,6,0.19272136043279398,0.14375347167475463,0.25542612540711973,184
temperature,past_72h_mean,6,0.02423115759581953,-0.007896080525031414,0.0735798097326008,184
temperature,future_same_time,6,0.21240245240939493,0.16352425627578826,0.27585088108406874,184
temperature,past_last,9,0.18958148636724959,0.14582843254767924,0.2461802239216936,184
temperature,past_72h_mean,9,0.010127018795978153,-0.022879847790834247,0.05786524043231514,184
temperature,future_same_time,9,0.21251225862066447,0.16356495105362306,0.2760984735513702,184
temperature,past_last,12,0.17896625789366155,0.13349095876403244,0.22809105007731792,184
temperature,past_72h_mean,12,-0.0028193272602784307,-0.03645660835116884,0.043329299223970476,184
temperature,future_same_time,12,0.2126416838938165,0.16352891478469714,0.27629049577019255,184
temperature,past_last,15,0.15631055522418608,0.10751817584599693,0.19889088456496024,184
temperature,past_72h_mean,15,-0.015881865560956804,-0.05186511424411797,0.02817809614619131,184
temperature,future_same_time,15,0.21278109811930093,0.16351721294296498,0.2764714197763266,184
temperature,past_last,18,0.12673042994552836,0.08184808049511677,0.16493327466345478,184
temperature,past_72h_mean,18,-0.026845780553230343,-0.06397801531379066,0.01285768814082711,184
temperature,future_same_time,18,0.21289644861647536,0.16346692749076866,0.27661730215188407,184
temperature,past_last,21,0.09243136353934933,0.0494608519313652,0.13595947383299414,184
temperature,past_72h_mean,21,-0.03809791867191715,-0.07572492134768671,0.00372027900891777,184
temperature,future_same_time,21,0.21294967330465667,0.16343836436657413,0.27670907543691725,184
temperature,past_last,24,0.061236429240359186,0.020124312962837336,0.1096329950965071,184
temperature,past_72h_mean,24,-0.046363297193534395,-0.08536078080453227,-0.0035595273687177888,184
temperature,future_same_time,24,0.21295290995907618,0.1633972349580584,0.2767462663157616,184
temperature,past_last,27,0.037730420142215775,0.0010443032211966624,0.091399783740041,184
temperature,past_72h_mean,27,-0.053092485543355286,-0.0925398740412376,-0.010842252315495722,184
temperature,future_same_time,27,0.21295344764518354,0.16325199608430419,0.27671466375846704,184
temperature,past_last,30,0.023595633279886084,-0.007885813894128246,0.07716312998064469,184
temperature,past_72h_mean,30,-0.05965566027999697,-0.09944599206460375,-0.015961058194931044,184
temperature,future_same_time,30,0.21298254376864773,0.16309882854080307,0.27664291828208554,184
temperature,past_last,33,0.01646735913494863,-0.0157038696234501,0.061975316458115395,184
temperature,past_72h_mean,33,-0.06506142453313693,-0.10894272904620851,-0.023198838476357463,184
temperature,future_same_time,33,0.21302388352969043,0.16289952235730096,0.2766107300898645,184
temperature,past_last,36,0.009240708386883404,-0.025799805962152672,0.04958639588202943,184
temperature,past_72h_mean,36,-0.07016206173216549,-0.11917923771869479,-0.026777339825264423,184
temperature,future_same_time,36,0.21299506777411284,0.1630659216892055,0.2766520507598341,184
temperature,past_last,39,-0.0022875280884987696,-0.03730203704572666,0.037454055625558924,184
temperature,past_72h_mean,39,-0.07387129018439731,-0.12790711129625051,-0.03220842143893032,184
temperature,future_same_time,39,0.21287230533945434,0.16307841525374886,0.2767227358753627,184
temperature,past_last,42,-0.012905893251447,-0.04843234292440831,0.025282000478802826,184
temperature,past_72h_mean,42,-0.0764708065605594,-0.13270830651613205,-0.0382691398775022,184
temperature,future_same_time,42,0.2128108384380631,0.16288155917467784,0.2767309059482077,184
temperature,past_last,45,-0.023056971108400298,-0.06135799491240603,0.014096290642341788,184
temperature,past_72h_mean,45,-0.07861709093857043,-0.13630959280681876,-0.03892081494042406,184
temperature,future_same_time,45,0.21273747961691233,0.16278039646133413,0.27675195571905487,184
temperature,past_last,48,-0.03414831753676206,-0.0725455332538284,0.0072808193586329515,184
temperature,past_72h_mean,48,-0.08197697633503706,-0.1402473162096763,-0.040196173486289496,184
temperature,future_same_time,48,0.2127048251648544,0.16278615824677106,0.27689376455704584,184
temperature,past_last,51,-0.042317904449416716,-0.08034768768825676,-0.0035185138116262927,184
temperature,past_72h_mean,51,-0.0829875091783494,-0.14063291230056413,-0.03948948031410908,184
temperature,future_same_time,51,0.21276961227245608,0.1627585264652212,0.2769758672672915,184
temperature,past_last,54,-0.04934627013074812,-0.08424105685452757,-0.01236073426099828,184
temperature,past_72h_mean,54,-0.08385722827324037,-0.14258731436731817,-0.03742502026480262,184
temperature,future_same_time,54,0.21279613297733713,0.16278851252575646,0.2769877037634893,184
temperature,past_last,57,-0.0527846199959775,-0.08862798283347956,-0.01586099396739886,184
temperature,past_72h_mean,57,-0.08458102641703341,-0.1424077062378707,-0.03863932338896942,184
temperature,future_same_time,57,0.21282409440313305,0.16289305797717124,0.2770739899236498,184
temperature,past_last,60,-0.05621902195265821,-0.09224309572193481,-0.021258944450247015,184
temperature,past_72h_mean,60,-0.08582172953143574,-0.14240261172742766,-0.04063991444312949,184
temperature,future_same_time,60,0.21278251810513416,0.1629240527484352,0.27708395832222865,184
temperature,past_last,63,-0.0583563867997964,-0.0966408856185413,-0.024587868929852014,184
temperature,past_72h_mean,63,-0.08429735523076473,-0.14232089329048353,-0.04051029044571255,184
temperature,future_same_time,63,0.21275261878329574,0.1629717022269999,0.277139742871946,184
temperature,past_last,66,-0.060927762447994256,-0.1000561103175074,-0.026065824238639332,184
temperature,past_72h_mean,66,-0.0831795311891593,-0.14207174913677456,-0.04045945934023312,184
temperature,future_same_time,66,0.21272789355990773,0.16304625593719319,0.27716839253993775,184
temperature,past_last,69,-0.06409007894764365,-0.1046503983087538,-0.029965198115083212,184
temperature,past_72h_mean,69,-0.08242696579087883,-0.14131339650720412,-0.03898664585415112,184
temperature,future_same_time,69,0.21278704088643202,0.1631214358020776,0.27716449579691826,184
temperature,past_last,72,-0.06622141836881898,-0.10722951457372336,-0.03327705442928311,184
temperature,past_72h_mean,72,-0.08135190987969511,-0.14033093604549576,-0.03839906338692332,184
temperature,future_same_time,72,0.21279484161738957,0.16317163750072383,0.2771068322474172,184
pressure,past_last,3,-0.1762367011364651,-0.24955423908650728,-0.09784500232868401,184
pressure,past_72h_mean,3,0.004568388494984312,-0.04210798697915247,0.05290540316751496,184
pressure,future_same_time,3,-0.1788854704559766,-0.2497790926703597,-0.10740234994218953,184
pressure,past_last,6,-0.1714397391754271,-0.2392403080142976,-0.0907567626764415,184
pressure,past_72h_mean,6,0.01952649792079963,-0.028274368613981207,0.07337727739106459,184
pressure,future_same_time,6,-0.1791771592337132,-0.24970070386528986,-0.10757574246879878,184
pressure,past_last,9,-0.15771882438893126,-0.21309965324615768,-0.08187490343303978,184
pressure,past_72h_mean,9,0.03289386000264552,-0.013400561096667424,0.087110457756739,184
pressure,future_same_time,9,-0.17947782959929592,-0.24975840814686123,-0.1078087387395145,184
pressure,past_last,12,-0.13767351899006403,-0.18419318126642814,-0.0659443630604211,184
pressure,past_72h_mean,12,0.045863965062353525,-0.0006513208654611665,0.0974485013232979,184
pressure,future_same_time,12,-0.179527266602293,-0.2496947486037461,-0.10776751865633458,184
pressure,past_last,15,-0.11089739807067955,-0.1560921380261256,-0.04327378375979758,184
pressure,past_72h_mean,15,0.05602099920703245,0.013446787557053133,0.10599671632178688,184
pressure,future_same_time,15,-0.17944746018210037,-0.2495127250400684,-0.10783336571908576,184
pressure,past_last,18,-0.08859169047722895,-0.13044999355376316,-0.029393693793100494,184
pressure,past_72h_mean,18,0.06705432489171109,0.026609857301458567,0.11542113225787404,184
pressure,future_same_time,18,-0.1794488448252209,-0.2493057574395452,-0.1077813991050935,184
pressure,past_last,21,-0.06359258273751722,-0.10658782584725593,-0.004910092717768117,184
pressure,past_72h_mean,21,0.07729495134396797,0.03685537877589347,0.12390017006504528,184
pressure,future_same_time,21,-0.17934468219865862,-0.24906590684894825,-0.10767548226903197,184
pressure,past_last,24,-0.0382797776986316,-0.08361558314861356,0.018087452206754354,184
pressure,past_72h_mean,24,0.08659327349048113,0.045875791126098533,0.13002730867633713,184
pressure,future_same_time,24,-0.1791953731457911,-0.24881031156572306,-0.1076183830071667,184
pressure,past_last,27,-0.019121419889396085,-0.06931685947047894,0.042948919136153826,184
pressure,past_72h_mean,27,0.09465300740156773,0.05640823807205491,0.13564770604015025,184
pressure,future_same_time,27,-0.17890516494318698,-0.24853377827418735,-0.10754875096277441,184
pressure,past_last,30,-0.0023116158473935134,-0.05260817621496053,0.06028827268024086,184
pressure,past_72h_mean,30,0.10047788163531408,0.0652511720522565,0.13972396834705073,184
pressure,future_same_time,30,-0.17863251151955212,-0.2483588012708878,-0.10754493724125563,184
pressure,past_last,33,0.011330721404143223,-0.03385354636739916,0.07279967264580699,184
pressure,past_72h_mean,33,0.10471399284454169,0.07014234883272807,0.14174963574338142,184
pressure,future_same_time,33,-0.17834206431395944,-0.2482658897941948,-0.1075036698316615,184
pressure,past_last,36,0.02516298069871523,-0.01751046503443167,0.0816463486351574,184
pressure,past_72h_mean,36,0.10817064985657987,0.07599440269078513,0.14390561196780877,184
pressure,future_same_time,36,-0.17808091961570566,-0.24816179699037103,-0.10740472692696576,184
pressure,past_last,39,0.038502445002559824,-0.0011909900830680575,0.08980844170578803,184
pressure,past_72h_mean,39,0.1090934580001588,0.0806212279373926,0.14320292705445542,184
pressure,future_same_time,39,-0.17783963311612644,-0.24817779592506028,-0.1072136531628475,184
pressure,past_last,42,0.05222199089736044,0.013215049041874998,0.09989163866049618,184
pressure,past_72h_mean,42,0.11248144436854368,0.08417477227644504,0.14531540802895201,184
pressure,future_same_time,42,-0.17771123520866072,-0.2482653748554022,-0.10722306728885748,184
pressure,past_last,45,0.061182512906637954,0.02803509694167572,0.10357654381053862,184
pressure,past_72h_mean,45,0.1153002599636277,0.08637719891647125,0.1458506690967422,184
pressure,future_same_time,45,-0.1776382266177059,-0.24843062293792342,-0.10722536054499204,184
pressure,past_last,48,0.07104503574634578,0.038008338476551905,0.10747088702882998,184
pressure,past_72h_mean,48,0.11815449483083429,0.08799944373313082,0.14777446102420777,184
pressure,future_same_time,48,-0.17765763235300402,-0.2486200748963427,-0.10727466769866938,184
pressure,past_last,51,0.07908605046257737,0.045298500709238014,0.11296583045483187,184
pressure,past_72h_mean,51,0.11952723567157603,0.08937856816493904,0.1481293995568056,184
pressure,future_same_time,51,-0.17766503610768114,-0.24878698784400602,-0.10735948078305627,184
pressure,past_last,54,0.08462196313415862,0.050356642882651244,0.11409668538900838,184
pressure,past_72h_mean,54,0.11897143457681705,0.08840589110807491,0.14926244330579655,184
pressure,future_same_time,54,-0.17763969789559567,-0.24897228472296715,-0.10748601671806746,184
pressure,past_last,57,0.08895680079100471,0.05392218599462996,0.1185504428720933,184
pressure,past_72h_mean,57,0.11584292305919479,0.08837018678447003,0.15042675051575458,184
pressure,future_same_time,57,-0.1776535715405666,-0.24914758425751973,-0.10776165832419486,184
pressure,past_last,60,0.0907851810893393,0.058871896765805634,0.12154078497104709,184
pressure,past_72h_mean,60,0.11534156933440948,0.0893029176849818,0.15135528235745174,184
pressure,future_same_time,60,-0.17759589425151998,-0.249244182468279,-0.10805692409949239,184
pressure,past_last,63,0.09041876512555105,0.06220265358900698,0.11831532648584342,184
pressure,past_72h_mean,63,0.1121801297880962,0.08815370491174869,0.15322190455281318,184
pressure,future_same_time,63,-0.1775210536565326,-0.24931370910013906,-0.10843427298912153,184
pressure,past_last,66,0.09369435422472175,0.06492907243882726,0.1200493595452878,184
pressure,past_72h_mean,66,0.11158347389183626,0.08546945259511243,0.1539050772699883,184
pressure,future_same_time,66,-0.17745560076227151,-0.24936939979442496,-0.10882393257352779,184
pressure,past_last,69,0.09348871331153022,0.06778911775123553,0.12179263757702984,184
pressure,past_72h_mean,69,0.10984650568209745,0.08325013344498372,0.15303272220058373,184
pressure,future_same_time,69,-0.177362846170583,-0.24942919129366597,-0.10916180700256081,184
pressure,past_last,72,0.09563151097130158,0.07065094200992175,0.1231988809911791,184
pressure,past_72h_mean,72,0.10952867623789234,0.08300229171701595,0.1524970516734308,184
pressure,future_same_time,72,-0.17726046111218446,-0.24945153769698822,-0.10947775684856444,184
rh950,past_last,3,-0.07517522331866858,-0.184718658339624,0.1550518251789627,184
rh950,past_72h_mean,3,-0.1211366862030421,-0.21246055731075447,-0.00013999962173821812,184
rh950,future_same_time,3,-0.052585091707073206,-0.1808722093263236,0.16907822181367965,184
rh950,past_last,6,-0.08704509144537531,-0.19523547788533682,0.13240680290862727,184
rh950,past_72h_mean,6,-0.11820477789650069,-0.21212544029923724,-0.013829142837072903,184
rh950,future_same_time,6,-0.052592199169665454,-0.18070589704496118,0.16923594569283174,184
rh950,past_last,9,-0.09978295130748463,-0.2036697284761827,0.11395868618395578,184
rh950,past_72h_mean,9,-0.12337861660990823,-0.21011948959868232,-0.024642589158536093,184
rh950,future_same_time,9,-0.05259611840593059,-0.180507356114567,0.16946977989184875,184
rh950,past_last,12,-0.11015680526130658,-0.20018837772875994,0.09052804797203322,184
rh950,past_72h_mean,12,-0.12224679521447353,-0.20344957955088544,-0.0345276083594301,184
rh950,future_same_time,12,-0.052661340494901995,-0.18026892070506934,0.1695394307777007,184
rh950,past_last,15,-0.11610032609086521,-0.19696376714894892,0.06902731500834544,184
rh950,past_72h_mean,15,-0.11734123760746448,-0.1959316855389416,-0.04139035041846999,184
rh950,future_same_time,15,-0.052746124963754235,-0.18005896687152634,0.16960091057111842,184
rh950,past_last,18,-0.11677304170092237,-0.194147607278946,0.04627000368850577,184
rh950,past_72h_mean,18,-0.11343883474049765,-0.19288472430197287,-0.05005683958211653,184
rh950,future_same_time,18,-0.0528807856086667,-0.17985713781902274,0.16970643421553672,184
rh950,past_last,21,-0.11009431626695126,-0.19194712191469882,0.031017308153237187,184
rh950,past_72h_mean,21,-0.10792998820498516,-0.18649758548773782,-0.05561367608487124,184
rh950,future_same_time,21,-0.05295364312623802,-0.17987511057210867,0.16981801185630221,184
rh950,past_last,24,-0.10920065938596808,-0.18487545984651615,0.019688894258025957,184
rh950,past_72h_mean,24,-0.10843951763215344,-0.18114656403699056,-0.057335852294647174,184
rh950,future_same_time,24,-0.05299418316865109,-0.17997648273967173,0.169904816860113,184
rh950,past_last,27,-0.10590312838671648,-0.18033405713685757,0.0059733778259602865,184
rh950,past_72h_mean,27,-0.1062969733571408,-0.17612203316983815,-0.06244071545431681,184
rh950,future_same_time,27,-0.05304452552653946,-0.18005452675744485,0.1699398415750329,184
rh950,past_last,30,-0.10298078619667964,-0.1771448530067072,-0.0066185101606345805,184
rh950,past_72h_mean,30,-0.10539592392544186,-0.17160494305041069,-0.05853436701962296,184
rh950,future_same_time,30,-0.05310879353193999,-0.18027089177117825,0.1699481640386638,184
rh950,past_last,33,-0.09811787522140636,-0.17336761637164877,-0.022341160416789525,184
rh950,past_72h_mean,33,-0.10434919038016757,-0.16785481714030137,-0.05702727623185069,184
rh950,future_same_time,33,-0.05311157431474109,-0.18032064500097064,0.1699228248049547,184
rh950,past_last,36,-0.09791041153261618,-0.170000543420937,-0.0333869434831733,184
rh950,past_72h_mean,36,-0.10254386636567904,-0.16420791861239453,-0.0551432850665822,184
rh950,future_same_time,36,-0.053090522081211164,-0.18027767854084306,0.16997441489607712,184
rh950,past_last,39,-0.0937923266052283,-0.1641905393354923,-0.03917539317754269,184
rh950,past_72h_mean,39,-0.09802516616939488,-0.16012496986010905,-0.05385337613980807,184
rh950,future_same_time,39,-0.05297628645238299,-0.18027372351608575,0.1699369822848798,184
rh950,past_last,42,-0.09227310040114559,-0.15678128202499847,-0.043741345768414236,184
rh950,past_72h_mean,42,-0.09845700285902008,-0.16155589523135971,-0.05416393310492801,184
rh950,future_same_time,42,-0.052857989803163904,-0.1803993989138144,0.16973397867800383,184
rh950,past_last,45,-0.0906787917167409,-0.15488566701961165,-0.04561076472481988,184
rh950,past_72h_mean,45,-0.09798660829657715,-0.15687391509785317,-0.053568083922181806,184
rh950,future_same_time,45,-0.052771254829412834,-0.18060300866083911,0.16952218867533858,184
rh950,past_last,48,-0.08992313134645585,-0.15289090528356467,-0.04943127571219416,184
rh950,past_72h_mean,48,-0.09624824805698629,-0.1526724055531784,-0.051234530681668056,184
rh950,future_same_time,48,-0.05281836943891449,-0.1809273811457878,0.1693596508953305,184
rh950,past_last,51,-0.08860431094065555,-0.15402225325810034,-0.051641140206031236,184
rh950,past_72h_mean,51,-0.0939036199369495,-0.14601588100196883,-0.04973454779791124,184
rh950,future_same_time,51,-0.05303589615178679,-0.1813721846121521,0.1693267583608925,184
rh950,past_last,54,-0.08576338757738534,-0.1477056495653401,-0.051237401504000565,184
rh950,past_72h_mean,54,-0.09093445211636614,-0.14261875102991262,-0.047665214444402755,184
rh950,future_same_time,54,-0.05323592065947531,-0.1816918131949512,0.16932443359257163,184
rh950,past_last,57,-0.08316487579498949,-0.14231721840869116,-0.049187841028759685,184
rh950,past_72h_mean,57,-0.08684665357996435,-0.13760028807572947,-0.046854287266084683,184
rh950,future_same_time,57,-0.05334826138048514,-0.18176802699999708,0.16935338144928402,184
rh950,past_last,60,-0.08123548811309188,-0.13533722939137582,-0.04777405175796286,184
rh950,past_72h_mean,60,-0.0848852006365161,-0.13510950383723166,-0.04532241212125478,184
rh950,future_same_time,60,-0.05339737910299173,-0.18180920295848327,0.16935809031911558,184
rh950,past_last,63,-0.08243988608880533,-0.13257480692471182,-0.04573990218914452,184
rh950,past_72h_mean,63,-0.08249334332159441,-0.13237529933514675,-0.043365602746574666,184
rh950,future_same_time,63,-0.05345303817702819,-0.1818367697686777,0.16932251326516073,184
rh950,past_last,66,-0.08083254319599834,-0.12907156358605507,-0.044088935297394105,184
rh950,past_72h_mean,66,-0.07928127151798223,-0.1293152633929757,-0.04080804026575789,184
rh950,future_same_time,66,-0.05349744768494672,-0.18182451270013436,0.16920740066682236,184
rh950,past_last,69,-0.08048842924145216,-0.1251830878149145,-0.04327268154380885,184
rh950,past_72h_mean,69,-0.07710993022908845,-0.12601060930517233,-0.03879607001154993,184
rh950,future_same_time,69,-0.05360286420277877,-0.18180155875507126,0.16911436830409027,184
rh950,past_last,72,-0.07982300954654704,-0.12463967924454446,-0.04002152552813462,184
rh950,past_72h_mean,72,-0.07455328174929556,-0.12266627665766654,-0.03814516308441931,184
rh950,future_same_time,72,-0.05369048456749955,-0.18178011785444445,0.1689859169487464,184
wind_speed,past_last,3,-0.280005674893368,-0.3360491154087939,-0.21281620955718078,184
wind_speed,past_72h_mean,3,-0.2985415737073889,-0.3480985107362077,-0.2332514210119937,184
wind_speed,future_same_time,3,-0.2293970714405309,-0.2840526997246666,-0.16149241105392884,184
wind_speed,past_last,6,-0.30211386348691277,-0.3583703400733394,-0.23209845915786137,184
wind_speed,past_72h_mean,6,-0.27826860426656086,-0.33015123467002827,-0.22115383244197384,184
wind_speed,future_same_time,6,-0.22945088805356947,-0.2839422825124285,-0.16149258931021393,184
wind_speed,past_last,9,-0.30184626249270397,-0.3594205412562421,-0.23427437152715191,184
wind_speed,past_72h_mean,9,-0.2573807062717888,-0.3051361124394174,-0.2032254292102053,184
wind_speed,future_same_time,9,-0.22947085896350464,-0.2836923153859692,-0.16141747409004448,184
wind_speed,past_last,12,-0.29323266822089183,-0.34654100167899154,-0.22498149110304516,184
wind_speed,past_72h_mean,12,-0.23668853308159507,-0.28032647221546714,-0.18145358684184945,184
wind_speed,future_same_time,12,-0.22947849967872508,-0.28350226361236686,-0.16137441873109348,184
wind_speed,past_last,15,-0.2766924683472982,-0.33312143735422517,-0.21873804218999962,184
wind_speed,past_72h_mean,15,-0.21476887816712825,-0.2599125973662709,-0.1614479695380352,184
wind_speed,future_same_time,15,-0.2294342154350933,-0.2833239349307255,-0.16127741226644013,184
wind_speed,past_last,18,-0.26578658988330633,-0.31294958692070907,-0.2050960025674859,184
wind_speed,past_72h_mean,18,-0.19397601818870036,-0.23982716872616608,-0.14235563304260795,184
wind_speed,future_same_time,18,-0.22941754878798554,-0.2831612758193843,-0.16121155345776028,184
wind_speed,past_last,21,-0.24750758943710732,-0.29570611599054814,-0.18918604420180773,184
wind_speed,past_72h_mean,21,-0.1743709278277448,-0.21976670686075558,-0.12518829700043493,184
wind_speed,future_same_time,21,-0.2293948535955984,-0.282987989246785,-0.16121283789416035,184
wind_speed,past_last,24,-0.2334542490228912,-0.27824558714882053,-0.18377878938799352,184
wind_speed,past_72h_mean,24,-0.1551125524229575,-0.19897531962006798,-0.10661243230118586,184
wind_speed,future_same_time,24,-0.22937442111288475,-0.28282550066781287,-0.16124789114608631,184
wind_speed,past_last,27,-0.21346303148371928,-0.2571336754158399,-0.17106793534696924,184
wind_speed,past_72h_mean,27,-0.13639838941144922,-0.17902008686984713,-0.09109253660182053,184
wind_speed,future_same_time,27,-0.2293595810546113,-0.2827245351433687,-0.16125362204481233,184
wind_speed,past_last,30,-0.19566129204787291,-0.23882446843137983,-0.15626182460499088,184
wind_speed,past_72h_mean,30,-0.11798518655479104,-0.16030994443661223,-0.07344386273867481,184
wind_speed,future_same_time,30,-0.22933998486974602,-0.28284456057076496,-0.1612586461150226,184
wind_speed,past_last,33,-0.17572976418414724,-0.21499074858586426,-0.13627709820796946,184
wind_speed,past_72h_mean,33,-0.10222693323944017,-0.14610073323255232,-0.0574689474883414,184
wind_speed,future_same_time,33,-0.22935220694701045,-0.28310026327212484,-0.1611413236627858,184
wind_speed,past_last,36,-0.1598584794483003,-0.1971446979529067,-0.1192466197935949,184
wind_speed,past_72h_mean,36,-0.08761408537097476,-0.13217345300224176,-0.045958398800910384,184
wind_speed,future_same_time,36,-0.22948365510958618,-0.28325949280487955,-0.16106347844070543,184
wind_speed,past_last,39,-0.14692012551508102,-0.17978690470471087,-0.10493852305379947,184
wind_speed,past_72h_mean,39,-0.075598031623485,-0.11747482549742266,-0.03539775602056415,184
wind_speed,future_same_time,39,-0.2295531260376245,-0.28331855259803007,-0.1609107444591398,184
wind_speed,past_last,42,-0.13326530573215942,-0.16106011860634556,-0.08962286790766175,184
wind_speed,past_72h_mean,42,-0.06267365984331483,-0.1036488010102529,-0.02353336209589077,184
wind_speed,future_same_time,42,-0.22977634469008118,-0.2831723354777769,-0.1605325400592873,184
wind_speed,past_last,45,-0.11829284193239639,-0.14809290330548186,-0.07990070236614487,184
wind_speed,past_72h_mean,45,-0.04940542149140553,-0.09047576307509736,-0.014441407432160576,184
wind_speed,future_same_time,45,-0.23004241361154232,-0.28300734959109614,-0.1601300808825249,184
wind_speed,past_last,48,-0.10749134744346077,-0.13804103219917482,-0.07354424182711858,184
wind_speed,past_72h_mean,48,-0.03887602023002583,-0.0827886567327504,-0.005172824143838937,184
wind_speed,future_same_time,48,-0.23023593657089908,-0.2829605767001627,-0.15982588995334762,184
wind_speed,past_last,51,-0.09663668165205583,-0.12822142362741334,-0.0649366755457628,184
wind_speed,past_72h_mean,51,-0.030016904919927277,-0.07205292913137819,0.003576392730966991,184
wind_speed,future_same_time,51,-0.23041262345943592,-0.28297684210612334,-0.1597176277208213,184
wind_speed,past_last,54,-0.08444063149242441,-0.11410111966974273,-0.056676646911673914,184
wind_speed,past_72h_mean,54,-0.022776209456428526,-0.0613371378137908,0.010874638800352311,184
wind_speed,future_same_time,54,-0.23062565681399008,-0.28299104715605505,-0.15971992182202407,184
wind_speed,past_last,57,-0.07202845733914368,-0.1010393662586562,-0.04522056590924838,184
wind_speed,past_72h_mean,57,-0.011865086072565001,-0.05199774252299623,0.017469414497447724,184
wind_speed,future_same_time,57,-0.23077140136899238,-0.28293940539955503,-0.15972845614189718,184
wind_speed,past_last,60,-0.060441429814506814,-0.08977204969447757,-0.035474935926701964,184
wind_speed,past_72h_mean,60,-0.003443408327033549,-0.04592165657223236,0.02225035574168971,184
wind_speed,future_same_time,60,-0.23085823977086267,-0.28294792962485515,-0.15962849023914139,184
