dataset,node_a,node_b,distance_km,level_rho,native_change_rho
UCI-Beijing,2,8,41.24485158660089,0.8359737855027835,0.11552506026740021
UCI-Beijing,2,9,47.865879526642004,0.8315832783034622,0.08335250450667997
UCI-Beijing,2,10,34.38935075239833,0.8566631328750298,0.11485455755893394
UCI-Beijing,2,11,47.38459558147049,0.8227769785021679,0.08739907051521134
UCI-Beijing,3,4,6.650963111347861,0.963060474047821,0.5031285572727242
UCI-Beijing,3,5,19.939674081327198,0.9126643530003858,0.271567574635062
UCI-Beijing,3,6,47.85624540530655,0.8619342434561366,0.14603670243800823
UCI-Beijing,3,7,3.8556276869372144,0.963311453836093,0.5579097303087334
UCI-Beijing,3,8,29.92294062247888,0.8998991148032314,0.25400368080941244
UCI-Beijing,3,9,4.8568657677235745,0.9624952369324933,0.5007264374281669
UCI-Beijing,3,10,12.820500798345945,0.9401397070087852,0.34516626919386273
UCI-Beijing,3,11,7.931041481488168,0.9488306281153077,0.48106690394181206
UCI-Beijing,4,5,13.32292176751329,0.9344913738770967,0.3265548772274273
UCI-Beijing,4,6,50.71609388684408,0.8682375432501266,0.15646880371067431
UCI-Beijing,4,7,10.44014683607477,0.9543939745552312,0.4072031821286951
UCI-Beijing,4,8,34.76573027128517,0.895900871998613,0.22777329011748998
UCI-Beijing,4,9,7.516829401592606,0.9613134538654845,0.41279910401609865
UCI-Beijing,4,10,7.825408545040064,0.9591466774092204,0.45591218698377706
UCI-Beijing,4,11,5.778343065487349,0.9544092192691462,0.46427261770256867
UCI-Beijing,5,6,59.535325089834885,0.8634130001853378,0.1913404219664351
UCI-Beijing,5,7,23.758694363267367,0.9043368756972505,0.23691663400716406
UCI-Beijing,5,8,46.578823571062244,0.8697141234876314,0.20852377276818476
UCI-Beijing,5,9,19.276084416728487,0.9142910102572049,0.23994154111239802
UCI-Beijing,5,10,11.957275148191718,0.9393313833967902,0.36810333916443627
UCI-Beijing,5,11,14.88058705940212,0.9158736455991326,0.2866902699972122
UCI-Beijing,6,7,45.7365689232033,0.8607180814610965,0.13822244494603464
UCI-Beijing,6,8,22.467413248923428,0.9128006669434994,0.2300816728388495
UCI-Beijing,6,9,52.61938058175207,0.8558943719491101,0.11631554800525232
UCI-Beijing,6,10,47.72346359365434,0.8693306871642732,0.16658676967069538
UCI-Beijing,6,11,55.270283256050575,0.8464949976111651,0.1343318933059329
UCI-Beijing,7,8,26.817334178426762,0.9025036748844573,0.26369745951234697
UCI-Beijing,7,9,7.305610849766376,0.9595855768055334,0.4587778215705891
UCI-Beijing,7,10,15.837549805710308,0.9350829607657978,0.30921158479949434
UCI-Beijing,7,11,11.378853682169607,0.943333722628764,0.4175204869871917
UCI-Beijing,8,9,34.121802189625136,0.8947354092797979,0.23946697101873846
UCI-Beijing,8,10,34.97555560406093,0.8841907415881415,0.21568939902530918
UCI-Beijing,8,11,37.850803969503424,0.8812124938452413,0.24109266018471326
UCI-Beijing,9,10,15.19224365679349,0.9377484435613493,0.29398953789563703
UCI-Beijing,9,11,4.776564243869769,0.960800181065495,0.5225860041264906
UCI-Beijing,10,11,13.32727217070582,0.9306529229170359,0.3269926582174068
KDD-Beijing,0,1,54.96596893638837,0.760889392118661,0.05863713131056869
KDD-Beijing,0,2,22.464501252643238,0.8883496498111778,0.1692219134996624
KDD-Beijing,0,3,29.361542134285955,0.8869526011965663,0.21734317618689325
KDD-Beijing,0,4,37.61128942301057,0.8537345527166093,0.09142194251093037
KDD-Beijing,0,5,62.931174028795134,0.858000479965213,0.11164931350362953
KDD-Beijing,0,6,6.134933060020311,0.9636407879104082,0.4647209882257418
KDD-Beijing,0,7,8.751380349434845,0.9507997138119592,0.4396627953309568
KDD-Beijing,0,8,34.76266151673271,0.8760812292322331,0.20763198123237003
KDD-Beijing,0,9,16.62372399502505,0.9123373030840953,0.26476338709807345
KDD-Beijing,0,10,7.692285005635852,0.9568517883889343,0.3996252975222136
KDD-Beijing,0,11,19.668664315824017,0.9239829823929216,0.240344399393128
KDD-Beijing,0,12,43.19274946935321,0.8756668230385346,0.11307517241730497
KDD-Beijing,0,13,56.11591594499057,0.7168551038276612,0.1489461639558373
KDD-Beijing,0,14,25.301852593414775,0.8898692493196787,0.1923028967247078
KDD-Beijing,0,15,56.80869350108871,0.85742792729304,0.12780149715729552
KDD-Beijing,0,16,72.16790107917612,0.8293474928808756,0.10011539425883485
KDD-Beijing,0,17,14.227167740828497,0.928556570504296,0.3234178266709852
KDD-Beijing,0,18,7.402176971998921,0.9617582426408666,0.4336997098664315
KDD-Beijing,0,19,29.741920005817374,0.8706706038275945,0.12227803736579093
KDD-Beijing,0,20,62.44777142150502,0.8567081030225815,0.14367815331173264
KDD-Beijing,0,21,9.23075384997484,0.9492094873155945,0.34430969897186636
KDD-Beijing,0,22,27.242507843277835,0.9154657780006672,0.23793941021547746
KDD-Beijing,0,23,10.708709826240524,0.9438570449526081,0.33888880058749155
KDD-Beijing,0,24,25.066383704281808,0.9126114872636258,0.26377714700305155
KDD-Beijing,0,25,9.388430734295131,0.9474038391692234,0.3505781050970047
KDD-Beijing,0,26,12.184221130089547,0.9441980499690992,0.3363461053270676
KDD-Beijing,0,27,5.140657879342128,0.9607522073537237,0.4846691560711292
KDD-Beijing,0,28,63.601003569585544,0.7752041269512244,0.07671295809517044
KDD-Beijing,0,29,22.77835568729834,0.9060027920672862,0.26454640948079994
KDD-Beijing,0,30,11.789437780748239,0.9400171364024534,0.35658349106489245
KDD-Beijing,0,31,44.57868881336159,0.8030656803542057,0.14113325583220981
KDD-Beijing,0,32,52.037036455169655,0.767005793631189,0.13462432464537674
KDD-Beijing,0,33,27.696112612183107,0.8941770809687326,0.23728979400727535
KDD-Beijing,0,34,16.33820349077758,0.8989631357705045,0.18455885517409856
KDD-Beijing,1,2,34.41501174914852,0.8027433435722142,0.09101908053733067
KDD-Beijing,1,3,80.18653320761308,0.6812014116096068,0.050429164605597675
KDD-Beijing,1,4,21.27574253149943,0.8546215799296242,0.13443919435231233
KDD-Beijing,1,5,100.51041339787605,0.7126397695891739,0.04344964990832117
KDD-Beijing,1,6,60.662783327401144,0.7434560228765773,0.0542988949732698
KDD-Beijing,1,7,63.35376069629826,0.7477938456611924,0.041896224573540315
KDD-Beijing,1,8,70.41038465125621,0.7023924636467913,0.0809089011983353
KDD-Beijing,1,9,61.0590599240482,0.7183863150386249,0.0612816978551445
KDD-Beijing,1,10,56.924929024008605,0.7562940856807545,0.06194258572501974
KDD-Beijing,1,11,52.844142790603115,0.775218319332017,0.09011703712093035
KDD-Beijing,1,12,54.39342713616357,0.7779158907857822,0.08605938350350423
KDD-Beijing,1,13,87.29400662367021,0.5956597558411495,0.07615436001074796
KDD-Beijing,1,14,48.6366486775621,0.7888747181904323,0.06590032463612526
KDD-Beijing,1,15,71.50562225056227,0.7629721025650588,0.09448067353889215
KDD-Beijing,1,16,79.52958388133327,0.7686347129739041,0.10685849426754625
KDD-Beijing,1,17,65.17409472432819,0.712583080451699,0.053896100525235684
KDD-Beijing,1,18,62.29798520150601,0.7411882129841891,0.031987777348086666
KDD-Beijing,1,19,26.308236814774688,0.83695535609179,0.10922979893219545
KDD-Beijing,1,20,97.5416505963972,0.7232191328176958,0.061833538204745214
KDD-Beijing,1,21,62.30737055410775,0.7327464088527723,0.046789791235662855
KDD-Beijing,1,22,62.49022999305796,0.7521782393949424,0.04625160625208549
KDD-Beijing,1,23,64.0779529965666,0.7271289864804654,0.03534812099330176
KDD-Beijing,1,24,78.29760400381163,0.709797707452876,0.030835580147721274
KDD-Beijing,1,25,49.11184531322155,0.7707690399647636,0.08065268581459846
KDD-Beijing,1,26,62.372571129530776,0.7309580698693587,0.06370366675122922
KDD-Beijing,1,27,55.042940279326906,0.7579683339228734,0.06511629339040403
KDD-Beijing,1,28,9.87848181125206,0.8572773477393688,0.2448002849342607
KDD-Beijing,1,29,77.19726868825828,0.6890187314402545,0.043902467090165674
KDD-Beijing,1,30,64.40741955732817,0.7218389105377285,0.04543765216802607
KDD-Beijing,1,31,99.26059407010878,0.6259140503170784,0.06436389304878408
KDD-Beijing,1,32,97.6517946010639,0.5909336283571125,0.04827536370205606
KDD-Beijing,1,33,61.63946842809468,0.7352562703889368,0.07637897460973724
KDD-Beijing,1,34,44.44487888919379,0.7913121053133881,0.06603752511788812
KDD-Beijing,2,3,45.78124841584043,0.8180526169062103,0.13239395591094819
KDD-Beijing,2,4,22.798692824437502,0.871397614259187,0.1464953635151111
KDD-Beijing,2,5,80.47560400879114,0.815534724147704,0.09014454306840315
KDD-Beijing,2,6,27.36449105647623,0.8747838347844479,0.13773156950126283
KDD-Beijing,2,7,31.215407797713127,0.87889065928366,0.13178626606304764
KDD-Beijing,2,8,38.831307889467205,0.8328832738218227,0.13189308439993047
KDD-Beijing,2,9,26.780014338547787,0.8540128420051516,0.12989049655852725
KDD-Beijing,2,10,22.75907892681476,0.8803042705492619,0.11972663842804329
KDD-Beijing,2,11,19.588834648592297,0.8937451839319184,0.18025617738573613
KDD-Beijing,2,12,46.76220956766426,0.8638103900819449,0.14676906756924737
KDD-Beijing,2,13,58.62326207523447,0.6929996571172282,0.13148293898287583
KDD-Beijing,2,14,17.97145202557225,0.9003889465253114,0.2063462766653549
KDD-Beijing,2,15,63.949955947377696,0.8370829714954809,0.15803643783648058
KDD-Beijing,2,16,77.29988518660613,0.8097775632543017,0.09906998278753984
KDD-Beijing,2,17,30.827090719047337,0.8552855174838168,0.12082116061785433
KDD-Beijing,2,18,29.77987568811554,0.8717561360819462,0.133807659529082
KDD-Beijing,2,19,14.902194601405514,0.8918554791676915,0.17608257714706466
KDD-Beijing,2,20,78.96204491997524,0.8289306654374354,0.14097937634283894
KDD-Beijing,2,21,28.381205211112633,0.8639539304840635,0.12025205039340454
KDD-Beijing,2,22,41.11284898149862,0.8623330495438731,0.16243747439745485
KDD-Beijing,2,23,30.142884957090857,0.8581488388738823,0.12548778530282945
KDD-Beijing,2,24,47.43561345868412,0.8425929169490378,0.10936058878480456
KDD-Beijing,2,25,14.957143135335187,0.9096152212794893,0.17349532627023997
KDD-Beijing,2,26,28.030292546600467,0.8618385412713481,0.12833610656658553
KDD-Beijing,2,27,21.230916009331608,0.8876486232091526,0.1525620420720998
KDD-Beijing,2,28,43.85127230716229,0.81509035047467,0.11444894822571086
KDD-Beijing,2,29,43.32544426015786,0.8277457294046725,0.1199158325802824
KDD-Beijing,2,30,30.291651305226615,0.8586500638859617,0.14055878192720636
KDD-Beijing,2,31,66.82375793411039,0.7608535169565318,0.10079538765743724
KDD-Beijing,2,32,64.28849464422322,0.7234676395721301,0.08295983356441952
KDD-Beijing,2,33,29.67397548514485,0.865544208221868,0.13872645672819126
KDD-Beijing,2,34,10.180373697717453,0.8787296698524205,0.1828018967827597
KDD-Beijing,3,4,65.72175950637197,0.7681434439144337,0.06037148308207019
KDD-Beijing,3,5,74.38927643511546,0.8262199456043867,0.11852171103126614
KDD-Beijing,3,6,23.48838143203832,0.9026920783464228,0.2706205838813948
KDD-Beijing,3,7,25.4832335017055,0.9020539028597265,0.2814123883275635
KDD-Beijing,3,8,23.07316391439255,0.909403238666486,0.26531128411876936
KDD-Beijing,3,9,19.339715586688104,0.9038081163787978,0.2848688222038186
KDD-Beijing,3,10,24.109853486688074,0.8933483904009961,0.22531723313898566
KDD-Beijing,3,11,28.77589970409121,0.8730481642147063,0.19898030514124615
KDD-Beijing,3,12,70.45966939090361,0.797526383631293,0.1074132634829511
KDD-Beijing,3,13,37.840006670894084,0.7763218487070416,0.19290002736941655
KDD-Beijing,3,14,35.221989457911995,0.8143777550321349,0.12864672016771955
KDD-Beijing,3,15,81.13865737130811,0.7980635768715817,0.13547028391217927
KDD-Beijing,3,16,96.95766082960591,0.7367873681454064,0.07737273583051774
KDD-Beijing,3,17,15.650173182323744,0.9285180377759804,0.38949410733059747
KDD-Beijing,3,18,24.833392810211155,0.9014645067250212,0.26762526113644197
KDD-Beijing,3,19,57.433470459052586,0.79053827322392,0.0718135898318106
KDD-Beijing,3,20,75.86273611295874,0.8210430102564076,0.12348040904458017
KDD-Beijing,3,21,20.14095873450495,0.9133452054321204,0.25864141013818825
KDD-Beijing,3,22,50.26390681385566,0.854357978196693,0.20327474895567138
KDD-Beijing,3,23,18.682505537521926,0.9196353463497569,0.2816928352446732
KDD-Beijing,3,24,28.957000174757233,0.8952011556981299,0.24835701992008713
KDD-Beijing,3,25,31.534825743862374,0.8830356999087641,0.18681723118750046
KDD-Beijing,3,26,18.337439685903416,0.9192451946371049,0.330708393163459
KDD-Beijing,3,27,26.658889793137064,0.8918386815370478,0.2310228458217608
KDD-Beijing,3,28,89.61105457119167,0.7210622889673588,0.09371413896927742
KDD-Beijing,3,29,12.220228916838225,0.9389057129702155,0.3796829945038459
KDD-Beijing,3,30,17.5895581283086,0.9286128738104602,0.3425806721971109
KDD-Beijing,3,31,32.42450276343905,0.8659452681962263,0.2068331301359339
KDD-Beijing,3,32,23.75041758243868,0.854501717208012,0.21495938685710467
KDD-Beijing,3,33,25.002572024067078,0.8836884017184283,0.231622592129084
KDD-Beijing,3,34,35.776999889353895,0.8263545669992491,0.11791050346957457
KDD-Beijing,4,5,79.3666718412365,0.7908224322657819,0.054190838498804524
KDD-Beijing,4,6,43.702446048930824,0.8371200840825705,0.08644065117604582
KDD-Beijing,4,7,45.175974043731934,0.8283843584093094,0.056288767304049206
KDD-Beijing,4,8,61.574131102900594,0.7914913895865184,0.07395336452180312
KDD-Beijing,4,9,47.966025313876756,0.8139200351344046,0.08636533918542397
KDD-Beijing,4,10,41.61306128138321,0.8471577721778853,0.06668927370518374
KDD-Beijing,4,11,42.14305620626383,0.8614297759630591,0.12186378764299716
KDD-Beijing,4,12,34.826048852370555,0.8639392948420715,0.13308772647357542
KDD-Beijing,4,13,81.36235183740718,0.6541968034970345,0.08224680417333215
KDD-Beijing,4,14,40.647138224899734,0.8767356256868842,0.13713894672204532
KDD-Beijing,4,15,52.596665083336596,0.8406614692272288,0.13466976367249234
KDD-Beijing,4,16,62.88112601528068,0.8330191815791915,0.1001310312752262
KDD-Beijing,4,17,50.089794853054386,0.8074658962952694,0.0550679351895567
KDD-Beijing,4,18,44.47708431707761,0.8330175046058148,0.07837835429597198
KDD-Beijing,4,19,8.382685003130776,0.9306325362649722,0.23660925220779283
KDD-Beijing,4,20,76.53379117507309,0.8014810884087898,0.10186514887458804
KDD-Beijing,4,21,46.1653130963361,0.8284717993791866,0.05332738949600238
KDD-Beijing,4,22,41.24485158660089,0.8441825924617488,0.10832784955103515
KDD-Beijing,4,23,47.865879526642004,0.8203178873415509,0.0673103830784479
KDD-Beijing,4,24,58.80704393751558,0.796039242148677,0.07002795409308263
KDD-Beijing,4,25,34.38935075239833,0.863046405923566,0.09210539165511003
KDD-Beijing,4,26,47.38459558147049,0.8263060179169741,0.07215905454339819
KDD-Beijing,4,27,39.15167761341237,0.8494366660655621,0.08693199622503736
KDD-Beijing,4,28,27.602045060332042,0.8352858459231101,0.1507177501002546
KDD-Beijing,4,29,60.38884970868412,0.7791869929452598,0.060856096912256595
KDD-Beijing,4,30,48.5679676291492,0.8175296984609979,0.06811391516147956
KDD-Beijing,4,31,80.36775046707895,0.6966465010419045,0.07120516419908468
KDD-Beijing,4,32,86.11326207933183,0.6697315187582702,0.05570096138460403
KDD-Beijing,4,33,52.418936362496254,0.8299053141152227,0.08926604013613466
KDD-Beijing,4,34,32.26545418886014,0.881854921738828,0.12630071173604202
KDD-Beijing,5,6,62.81572518769754,0.8556819090994472,0.10879049999760447
KDD-Beijing,5,7,57.1220051777238,0.8618378475905831,0.10937927114429528
KDD-Beijing,5,8,92.87691442212872,0.8010315809773291,0.09561583776403791
KDD-Beijing,5,9,76.34797010095778,0.8218500803773396,0.08866788759299707
KDD-Beijing,5,10,69.17590588836144,0.8492974638280191,0.10342024886364781
KDD-Beijing,5,11,82.35924523499475,0.8251167781468195,0.08308760256564532
KDD-Beijing,5,12,48.867745940089314,0.8494569711105641,0.11096180254219017
KDD-Beijing,5,13,111.7459114903424,0.6938884064883284,0.07706720092959507
KDD-Beijing,5,14,88.23052509389598,0.8027601327363993,0.07835117089086259
KDD-Beijing,5,15,38.71722818501853,0.8392089746007553,0.1082975544169354
KDD-Beijing,5,16,47.7761344820258,0.8082662199630539,0.06952505745444297
KDD-Beijing,5,17,69.58329979102004,0.8436843985213566,0.11331104699923535
KDD-Beijing,5,18,58.97271499346536,0.8670230924508955,0.1001236196063989
KDD-Beijing,5,19,76.74456116822971,0.804817258596269,0.06405636179295908
KDD-Beijing,5,20,5.074795564426409,0.9151836333388537,0.2613225202800954
KDD-Beijing,5,21,65.67585466180141,0.8488626859023384,0.09061744559767436
KDD-Beijing,5,22,39.65666526291284,0.8789615079913116,0.16208861870796787
KDD-Beijing,5,23,65.23434671057328,0.851463289250686,0.08036423325748528
KDD-Beijing,5,24,45.627607544324384,0.8844037175421501,0.1590604022767196
KDD-Beijing,5,25,72.0142784685834,0.8423308227577726,0.1096580328279126
KDD-Beijing,5,26,69.93046699905194,0.8454776291450886,0.1013520180093386
KDD-Beijing,5,27,67.62531752385907,0.8496743292600953,0.11915865265907606
KDD-Beijing,5,28,105.00121304700845,0.7389755677633482,0.061691444044758
KDD-Beijing,5,29,62.36766455678986,0.8620578214588677,0.1324390869148799
KDD-Beijing,5,30,66.67827371905294,0.8523298210140822,0.11120383498615605
KDD-Beijing,5,31,51.84255134129664,0.8262168537322878,0.12938604636862652
KDD-Beijing,5,32,95.21051419378804,0.7627410585161541,0.10022839223762883
KDD-Beijing,5,33,88.50254211098772,0.8150063650095906,0.08262770044952651
KDD-Beijing,5,34,78.47139509862387,0.804006679304233,0.09076215741528099
KDD-Beijing,6,7,5.736134584847521,0.9542431543421174,0.48549754137598283
KDD-Beijing,6,8,31.749645901868714,0.8805186371106946,0.22513839726020055
KDD-Beijing,6,9,13.872877676607867,0.9170572272057056,0.3249119507370003
KDD-Beijing,6,10,6.650963111347861,0.9577429076074218,0.4275491489828566
KDD-Beijing,6,11,19.939674081327198,0.9228211323357001,0.2414734868745222
KDD-Beijing,6,12,47.85624540530655,0.8666840838514421,0.12762802129651116
KDD-Beijing,6,13,52.694580617526896,0.716293191078917,0.14032290868367178
KDD-Beijing,6,14,26.531938138439887,0.8820470846207483,0.17654527101081444
KDD-Beijing,6,15,60.40477310722995,0.8502231024472644,0.13337263106542874
KDD-Beijing,6,16,76.00430957556873,0.8147780103161415,0.11003235593671064
KDD-Beijing,6,17,9.13045025823967,0.9447160937126857,0.4327071643921874
KDD-Beijing,6,18,3.8556276869372144,0.9679186201730352,0.5248094136026076
KDD-Beijing,6,19,35.75926197943262,0.8571896765288165,0.11440760014141202
KDD-Beijing,6,20,62.82778727993817,0.8551584707069242,0.15066922010464948
KDD-Beijing,6,21,3.8273320984681076,0.9612685443585363,0.49208039972015816
KDD-Beijing,6,22,29.92294062247888,0.9079614388747833,0.22376058891128592
KDD-Beijing,6,23,4.8568657677235745,0.9554294920265406,0.42480573318348397
KDD-Beijing,6,24,21.52057253006188,0.9234010239001361,0.3158916005653933
KDD-Beijing,6,25,12.820500798345945,0.9403464877221733,0.30231222025915067
KDD-Beijing,6,26,7.931041481488168,0.9539808701189897,0.4419476404394032
KDD-Beijing,6,27,6.429262332053548,0.9581972548904052,0.4662573586193309
KDD-Beijing,6,28,69.45265631811382,0.7638831129911254,0.08052290332326068
KDD-Beijing,6,29,16.724769335216553,0.9248564614029957,0.3269691740747871
KDD-Beijing,6,30,6.211325238615258,0.9556899649479818,0.49733239024688797
KDD-Beijing,6,31,39.48755035193207,0.8131516163888135,0.15409391909419706
KDD-Beijing,6,32,46.56647766923455,0.7764067893421256,0.14921012602393577
KDD-Beijing,6,33,25.905724598357672,0.8938115362379938,0.23400522707110855
KDD-Beijing,6,34,19.651660171589377,0.8785075729480801,0.15986259255923788
KDD-Beijing,7,8,36.845229675119946,0.8711217331822946,0.2129663167437406
KDD-Beijing,7,9,19.345374490876104,0.9093369718861589,0.2699577989548799
KDD-Beijing,7,10,12.328052709959582,0.9363370101922273,0.32387994571547196
KDD-Beijing,7,11,25.647375766047386,0.9021993039150495,0.20951526445171886
KDD-Beijing,7,12,44.97701620615803,0.8583145259313296,0.12180703689858291
KDD-Beijing,7,13,57.42897886695599,0.7142815250875054,0.13201401872536225
KDD-Beijing,7,14,32.14284136593622,0.8617778177622634,0.13278336960280174
KDD-Beijing,7,15,56.36080400417213,0.8575165843271356,0.12307929754285622
KDD-Beijing,7,16,72.09719065178629,0.8245402085690571,0.10485078591425442
KDD-Beijing,7,17,13.469297844506968,0.9427042185727763,0.39186703545037477
KDD-Beijing,7,18,1.8888039741869147,0.964846140996346,0.5928026053092906
KDD-Beijing,7,19,37.668655094451765,0.8482104817338589,0.10670141618381183
KDD-Beijing,7,20,57.21338673782276,0.8637367343323507,0.122257567685484
KDD-Beijing,7,21,8.723767196366751,0.9442688711459639,0.3964819401381508
KDD-Beijing,7,22,25.523479118674356,0.9143170021701322,0.25649755802450497
KDD-Beijing,7,23,8.760565184377553,0.9400751048542737,0.3719526509098843
KDD-Beijing,7,24,16.44437442455025,0.9388915113117249,0.39353946835813564
KDD-Beijing,7,25,17.536342198623107,0.9289905451268511,0.2768060599044926
KDD-Beijing,7,26,13.071182435725134,0.9359801524232509,0.3674964754953331
KDD-Beijing,7,27,11.544218596489252,0.9411963190406537,0.3800675697638833
KDD-Beijing,7,28,71.76547221277494,0.7736402361984858,0.08486678088637147
KDD-Beijing,7,29,16.13194222640109,0.9295917458987616,0.37038840539381285
KDD-Beijing,7,30,10.32965664960979,0.942536273885578,0.4281969997267617
KDD-Beijing,7,31,35.96476045989987,0.8340677464350252,0.18449847665757865
KDD-Beijing,7,32,49.148716740284186,0.786320224757727,0.15370226801801673
KDD-Beijing,7,33,31.470542833587682,0.8801225414936493,0.2162730183761301
KDD-Beijing,7,34,24.540970614095347,0.8808112265063677,0.16992808423788788
KDD-Beijing,8,9,18.17291313604847,0.9047967553655368,0.27892556570685356
KDD-Beijing,8,10,27.07038457784642,0.8858196181115278,0.21075988815771676
KDD-Beijing,8,11,19.55983153204426,0.9031078307313748,0.26975062470343214
KDD-Beijing,8,12,77.46186337366093,0.8189140553636476,0.13774892244573653
KDD-Beijing,8,13,21.44809509411073,0.805508000586494,0.2370384869608707
KDD-Beijing,8,14,21.833774861110527,0.8645369568583731,0.2006422200218716
KDD-Beijing,8,15,91.57051198222872,0.8050740610032432,0.14670219127197415
KDD-Beijing,8,16,106.90034970438786,0.7484623708567814,0.08648746294513121
KDD-Beijing,8,17,23.52686136356662,0.8939414557136857,0.2903921366973573
KDD-Beijing,8,18,35.215502091110416,0.8736933907847656,0.20672193725661261
KDD-Beijing,8,19,53.42140326923449,0.8084659160805621,0.09733582601115233
KDD-Beijing,8,20,93.49902111387385,0.8148389672571064,0.16302741911902255
KDD-Beijing,8,21,28.17875364612229,0.886614165508797,0.2088171859949496
KDD-Beijing,8,22,61.56960785777877,0.8496203451447394,0.19797479873137053
KDD-Beijing,8,23,28.145168780629167,0.8858302412874093,0.19655124026518708
KDD-Beijing,8,24,47.77510579105013,0.8493601052094106,0.19886838054484515
KDD-Beijing,8,25,30.137351677822387,0.8882826138922797,0.21629960190100764
KDD-Beijing,8,26,23.855675676963592,0.8949484091748647,0.2483313580456563
KDD-Beijing,8,27,29.771595972885983,0.8794855384156,0.21994076042551705
KDD-Beijing,8,28,80.28077322127083,0.7230760457136527,0.08817953091675948
KDD-Beijing,8,29,32.1677185793469,0.8754701343325422,0.2084892386273527
KDD-Beijing,8,30,26.602249571045537,0.891154152100857,0.24602213856627708
KDD-Beijing,8,31,55.4316844595279,0.8012732683807713,0.13878741579929424
KDD-Beijing,8,32,28.401008997985194,0.8175045127342232,0.15220075185991486
KDD-Beijing,8,33,9.157936869624502,0.9239339808634467,0.36721934946353735
KDD-Beijing,8,34,29.538791625347123,0.8575090106604982,0.11128482355232666
KDD-Beijing,9,10,8.94756430270348,0.9235420738147314,0.32384893322979713
KDD-Beijing,9,11,9.89220968326463,0.9158255925801235,0.30289712155202664
KDD-Beijing,9,12,59.62158069581879,0.8406178782368411,0.10970464017984183
KDD-Beijing,9,13,39.492196029676165,0.7496935633240002,0.14875454994393783
KDD-Beijing,9,14,16.89667977054998,0.8699413261871062,0.18613724688635125
KDD-Beijing,9,15,73.4129321744439,0.8267538683346926,0.1282760464439924
KDD-Beijing,9,16,88.7914857035778,0.777095110740367,0.07958312839153509
KDD-Beijing,9,17,7.6363908592852905,0.9430177192609095,0.40369076332944837
KDD-Beijing,9,18,17.571212979305933,0.909316420368277,0.2709619695595857
KDD-Beijing,9,19,39.58341039476597,0.8311943955231713,0.0795747627577729
KDD-Beijing,9,20,76.54730889586682,0.8279318875542204,0.12952290517248188
KDD-Beijing,9,21,10.676922501123224,0.9245856759127096,0.3174093990743772
KDD-Beijing,9,22,43.447261911096994,0.8708695573517427,0.1879631831797526
KDD-Beijing,9,23,11.218489251564025,0.9250025211977119,0.294723462810651
KDD-Beijing,9,24,32.8688800250788,0.8852838709697926,0.20528602137977892
KDD-Beijing,9,25,13.805036741358784,0.9211336349699019,0.26480064038436696
KDD-Beijing,9,26,6.4493461973989294,0.932695480995942,0.38128873393059604
KDD-Beijing,9,27,11.748910951035489,0.9192372863193136,0.3111111414685535
KDD-Beijing,9,28,70.60220497019645,0.744321570535518,0.07438414804543136
KDD-Beijing,9,29,20.806767553970154,0.8979961710612614,0.25121169914260916
KDD-Beijing,9,30,9.920307427661744,0.9304387974783488,0.3686288096943653
KDD-Beijing,9,31,46.22155455663816,0.8011605876122428,0.13636614747278789
