dataset,source,target,lag_h,aligned_n,opposed_n,aligned_rho,opposed_rho,aligned_minus_opposed
KnowAir,132,29,0,2855,4841,0.31579044169463705,0.252680310958268,0.06311013073636906
KnowAir,132,29,3,2855,4841,0.13917722082437867,0.07512234896834061,0.06405487185603806
KnowAir,132,29,6,2855,4841,-0.06339902982044203,-0.09048970407520601,0.027090674254763983
KnowAir,132,29,12,2855,4841,-0.04243625117019243,-0.056693893728517755,0.014257642558325324
KnowAir,126,14,0,4346,3766,0.2544391121760861,0.3456623195678156,-0.09122320739172951
KnowAir,126,14,3,4346,3765,0.044339432214046466,0.07082915723063327,-0.0264897250165868
KnowAir,126,14,6,4346,3764,-0.17092154572654925,-0.2056717374974208,0.03475019177087155
KnowAir,126,14,12,4346,3762,0.13998390782977294,0.14540574504686976,-0.005421837217096825
KnowAir,6,11,0,2594,5043,0.2506560220501525,0.306058236610805,-0.055402214560652474
KnowAir,6,11,3,2594,5043,0.2848083843985064,0.09893012095022652,0.1858782634482799
KnowAir,6,11,6,2594,5043,0.0944809172925175,-0.060577992265119715,0.1550589095576372
KnowAir,6,11,12,2594,5041,-0.08971773573243133,-0.03612760713763673,-0.0535901285947946
KnowAir,99,20,0,3945,4732,0.18069528386348951,0.10434603341818928,0.07634925044530023
KnowAir,99,20,3,3944,4732,0.156507294164951,0.021347537390220536,0.13515975677473047
KnowAir,99,20,6,3944,4732,0.012690472924803695,-0.029371759298660968,0.04206223222346466
KnowAir,99,20,12,3942,4732,-0.02890817776582965,-0.008426874145814882,-0.020481303620014768
KnowAir,60,99,0,4015,3583,0.1693307184739632,0.15977261909260243,0.009558099381360763
KnowAir,60,99,3,4014,3583,0.16859409710794268,0.04697649515886892,0.12161760194907376
KnowAir,60,99,6,4013,3583,0.06552671106814167,-0.024824393281627763,0.09035110434976944
KnowAir,60,99,12,4011,3583,-0.012991993056162091,-0.024268752543406498,0.011276759487244407
KnowAir,26,37,0,3983,3608,0.14292648803821534,0.19238545818893527,-0.04945897015071993
KnowAir,26,37,3,3982,3608,0.06125660002739678,-0.04068635961066769,0.10194295963806446
KnowAir,26,37,6,3981,3608,-0.01569531141314301,-0.14869951616692445,0.13300420475378144
KnowAir,26,37,12,3979,3608,0.09815395971884161,0.10295354209347139,-0.004799582374629782
KnowAir,102,57,0,2251,3771,0.09634220778272695,0.19395796860564563,-0.09761576082291867
KnowAir,102,57,3,2251,3770,0.10463045150201909,0.04755322516528842,0.05707722633673067
KnowAir,102,57,6,2251,3769,0.04827320618682995,-0.07974559616853327,0.12801880235536323
KnowAir,102,57,12,2251,3769,0.03133367353339391,0.0007852430840843515,0.03054843044930956
KnowAir,25,109,0,4406,2877,0.36292853150099613,0.3990675095947988,-0.036138978093802676
KnowAir,25,109,3,4405,2877,0.3755683445781984,0.20448135832311615,0.17108698625508223
KnowAir,25,109,6,4404,2877,0.04240139011593807,-0.04912853000203741,0.09152992011797548
KnowAir,25,109,12,4402,2877,-0.029671748068226096,-0.0690481406611953,0.039376392592969205
KnowAir,123,121,0,2116,1955,0.3388729652096644,0.32901812138187586,0.009854843827788562
KnowAir,123,121,3,2116,1955,0.11640671857021805,-0.007600112497183007,0.12400683106740105
KnowAir,123,121,6,2116,1955,-0.08389859658656618,-0.2462171340079902,0.16231853742142402
KnowAir,123,121,12,2116,1955,0.09226946929272106,0.057176087527894964,0.0350933817648261
KnowAir,86,166,0,2021,5776,0.3819759380725568,0.26396999952758643,0.11800593854497038
KnowAir,86,166,3,2021,5775,0.27417919116543454,0.07079917834295102,0.20338001282248352
KnowAir,86,166,6,2021,5774,-0.1623879714382908,-0.07773613054015886,-0.08465184089813195
KnowAir,86,166,12,2021,5772,0.05691178626144958,0.020883264720493486,0.03602852154095609
KnowAir,146,149,0,3622,4575,0.2743950690760826,0.24563103975385134,0.028764029322231238
KnowAir,146,149,3,3621,4575,0.12295920084685713,0.13445467848579662,-0.011495477638939489
KnowAir,146,149,6,3620,4575,-0.0647627176389267,-0.02147333526279748,-0.04328938237612922
KnowAir,146,149,12,3618,4575,-0.007845155854928454,-0.034403780514166614,0.02655862465923816
KnowAir,13,69,0,3796,2271,0.2458483453955846,0.2701730255591294,-0.024324680163544832
KnowAir,13,69,3,3795,2271,0.1557286752945461,0.14636368064997887,0.00936499464456722
KnowAir,13,69,6,3794,2271,0.0249357433661598,-0.08198451892955493,0.10692026229571472
KnowAir,13,69,12,3792,2271,-0.023764859600461364,-0.010721235926043089,-0.013043623674418275
KnowAir,176,178,0,714,1357,0.4054455054490683,0.33584934353765206,0.06959616191141627
KnowAir,176,178,3,714,1357,-0.18299025750917441,-0.0957991118692086,-0.08719114563996581
KnowAir,176,178,6,714,1357,-0.3212110960406005,-0.2439878449873454,-0.07722325105325509
KnowAir,176,178,12,714,1357,-0.010092689705679602,0.15915380682598793,-0.16924649653166754
KnowAir,104,15,0,4920,3647,0.128547266055532,0.1821171194386468,-0.05356985338311482
KnowAir,104,15,3,4920,3647,-0.005135014095313359,-0.05587777829978321,0.05074276420446985
KnowAir,104,15,6,4920,3647,-0.0022235550593600723,-0.048760979365072656,0.04653742430571258
KnowAir,104,15,12,4920,3645,0.024824752450014715,0.05706690416961236,-0.03224215171959764
KnowAir,91,94,0,5501,3051,0.17487223447845923,0.22673803062281045,-0.05186579614435122
KnowAir,91,94,3,5501,3051,-0.02484836485922508,-0.1464281012552359,0.12157973639601082
KnowAir,91,94,6,5501,3051,-0.08638484951622538,-0.24763571658927894,0.16125086707305356
KnowAir,91,94,12,5500,3051,0.053030443431713536,0.05258651118028302,0.00044393225143051634
KnowAir,63,100,0,4425,4078,0.260811490015427,0.26884979949696014,-0.008038309481533112
KnowAir,63,100,3,4425,4077,0.14429608099828956,0.04579150221203536,0.0985045787862542
KnowAir,63,100,6,4425,4076,-0.010806288375765543,-0.04586438812588508,0.03505809975011954
KnowAir,63,100,12,4425,4074,0.034185916568631625,-0.01048401529427902,0.04466993186291064
KnowAir,94,174,0,1093,2464,0.2275725197803359,0.26941978178278797,-0.04184726200245206
KnowAir,94,174,3,1093,2464,0.12748976701167156,-0.044684995899272,0.17217476291094355
KnowAir,94,174,6,1093,2464,-0.11716339864184808,-0.09111460878597123,-0.026048789855876844
KnowAir,94,174,12,1093,2464,0.16371293874798534,0.07574829244137801,0.08796464630660733
KnowAir,166,170,0,2584,4924,0.05291696709331622,0.18055676321745764,-0.12763979612414142
KnowAir,166,170,3,2584,4923,-0.0698585112034201,-0.015090843298262293,-0.0547676679051578
KnowAir,166,170,6,2584,4923,-0.15275833312235879,-0.04702105777208569,-0.1057372753502731
KnowAir,166,170,12,2584,4921,0.10704778564940946,-0.015070381276831673,0.12211816692624114
KnowAir,21,149,0,4914,2817,0.23275725144452078,0.3139100454970442,-0.08115279405252343
KnowAir,21,149,3,4914,2817,0.15045514172363111,0.07925230158762729,0.07120284013600382
KnowAir,21,149,6,4914,2817,0.016919005603030526,-0.14862758591216746,0.165546591515198
KnowAir,21,149,12,4914,2817,-0.03343660932994246,0.007610848743394215,-0.04104745807333668
KnowAir,165,170,0,4350,2050,0.1157197025063564,0.068264231041918,0.04745547146443839
KnowAir,165,170,3,4349,2050,-0.0609980562029712,-0.0231157432107412,-0.037882312992229994
KnowAir,165,170,6,4348,2050,-0.17049044586083958,-0.04298660787908371,-0.12750383798175588
KnowAir,165,170,12,4346,2050,0.04212039022733497,0.03225958867187737,0.009860801555457599
KnowAir,161,81,0,3630,6353,0.14941281086890476,0.18758813323882673,-0.038175322369921966
KnowAir,161,81,3,3630,6352,0.06241269560115901,0.020817926883051157,0.041594768718107855
KnowAir,161,81,6,3630,6351,-0.010651459981053614,-0.08109696507876574,0.07044550509771212
KnowAir,161,81,12,3630,6349,0.044374571191562955,0.013814276738291602,0.030560294453271353
KnowAir,34,107,0,4514,3684,0.3342852782442036,0.5208626456196116,-0.18657736737540798
KnowAir,34,107,3,4514,3683,0.2983712570459283,0.05964251508462341,0.2387287419613049
KnowAir,34,107,6,4514,3682,-0.02921095493093493,-0.07030453290937115,0.04109357797843622
KnowAir,34,107,12,4514,3680,-0.06451140755041034,-0.04533750978614992,-0.019173897764260414
KnowAir,2,66,0,4726,3571,0.1407866493051491,0.10296954776774937,0.037817101537399714
KnowAir,2,66,3,4726,3571,0.050786695916430785,0.0714962190154778,-0.020709523099047014
KnowAir,2,66,6,4726,3571,-0.03904712851026185,-0.04153285336615494,0.002485724855893094
KnowAir,2,66,12,4724,3571,-0.001676145786215585,-0.0027454178808425478,0.0010692720946269628
KnowAir,56,64,0,4893,3106,0.4387664313990351,0.364435439546388,0.07433099185264708
KnowAir,56,64,3,4892,3106,0.1630036538364962,0.00550630199320158,0.15749735184329464
KnowAir,56,64,6,4891,3106,-0.0686367154936601,-0.025728121752742663,-0.04290859374091743
KnowAir,56,64,12,4891,3106,-0.07699423758171565,-0.011084926589669607,-0.06590931099204606
KnowAir,28,27,0,4607,2816,0.343438205452057,0.3597400991287551,-0.016301893676698098
KnowAir,28,27,3,4607,2815,0.21309856660555151,0.03171692117476513,0.1813816454307864
KnowAir,28,27,6,4607,2814,0.028814955525080413,-0.15751991953160827,0.18633487505668866
KnowAir,28,27,12,4607,2813,-0.030988721711525054,-0.029903037640621716,-0.0010856840709033387
KnowAir,84,83,0,1711,6360,0.27823208969032315,0.18754485295468024,0.09068723673564291
KnowAir,84,83,3,1711,6359,0.0025893618857413705,-0.0017168760048170918,0.004306237890558462
KnowAir,84,83,6,1711,6358,-0.13692066121315863,-0.07130928762197197,-0.06561137359118666
KnowAir,84,83,12,1711,6356,0.14486284553263712,0.00794890442052176,0.13691394111211536
KnowAir,76,75,0,4906,3488,0.2643689008880041,0.19309702927376604,0.07127187161423804
KnowAir,76,75,3,4906,3488,0.21808577152113304,0.05995265189046118,0.15813311963067186
KnowAir,76,75,6,4906,3488,0.06188999262722965,-0.05249586870260602,0.11438586132983566
KnowAir,76,75,12,4905,3488,-0.07763801435557621,-0.042568366140388524,-0.03506964821518769
KnowAir,131,115,0,2642,4725,0.3614721749817372,0.38925725261448596,-0.027785077632748734
KnowAir,131,115,3,2641,4725,0.02021562127965609,0.16639646467917021,-0.14618084339951412
KnowAir,131,115,6,2640,4725,-0.15288355875769327,-0.11319759037176438,-0.03968596838592889
KnowAir,131,115,12,2640,4725,0.051817024586325665,0.05684489718647778,-0.005027872600152118
KnowAir,94,183,0,2709,1097,0.3883114594383696,0.1287002211362826,0.259611238302087
KnowAir,94,183,3,2709,1097,0.11443444523207455,-0.024918757007458336,0.13935320223953288
KnowAir,94,183,6,2709,1097,-0.15129402368311282,-0.14085892744579384,-0.010435096237318975
KnowAir,94,183,12,2709,1097,0.16339312287700128,0.09724841489869221,0.06614470797830907
KnowAir,147,150,0,3693,4304,0.3156211841663274,0.4471831118104589,-0.1315619276441315
KnowAir,147,150,3,3692,4304,0.3853286893874471,0.10157477747138767,0.2837539119160594
KnowAir,147,150,6,3692,4304,0.06651358333290532,-0.13345302153983643,0.19996660487274176
KnowAir,147,150,12,3692,4304,-0.01649435291111025,-0.03992926121922204,0.023434908308111787
KnowAir,5,67,0,3792,4009,0.11936254544646072,0.19256521754003175,-0.07320267209357104
KnowAir,5,67,3,3792,4008,0.13013197482703256,0.18247339723116074,-0.052341422404128174
KnowAir,5,67,6,3792,4007,-0.004056357003305173,-0.03901759449546251,0.034961237492157335
KnowAir,5,67,12,3792,4006,0.014233678898357893,-0.016372646835119194,0.03060632573347709
KnowAir,5,11,0,5529,4124,0.32328661508192486,0.24500679289087957,0.07827982219104529
KnowAir,5,11,3,5528,4124,0.15331309719523017,0.096711574835719,0.05660152235951117
KnowAir,5,11,6,5527,4124,-0.004193106139642598,-0.07024128910874397,0.06604818296910137
KnowAir,5,11,12,5525,4124,-0.020353056865551986,-0.0522781138884637,0.031925057022911714
KnowAir,144,42,0,4004,5019,0.35274780530381233,0.3769204654188133,-0.024172660115000966
KnowAir,144,42,3,4004,5019,0.23560146670762758,0.12700369105615533,0.10859777565147224
KnowAir,144,42,6,4004,5019,0.045516498000626224,-0.04576530540944926,0.09128180341007548
KnowAir,144,42,12,4004,5017,-0.024325803494927908,-0.07345127616846325,0.04912547267353534
KnowAir,152,173,0,6046,3090,0.2107567859481002,0.3468191511705006,-0.1360623652224004
KnowAir,152,173,3,6046,3090,-0.046738095880563206,-0.05428467152170495,0.007546575641141744
KnowAir,152,173,6,6046,3090,-0.01981243312232743,-0.16295955918440266,0.14314712606207525
KnowAir,152,173,12,6045,3090,0.12107208905055593,0.1887437205502221,-0.06767163149966617
KnowAir,133,140,0,4242,3541,0.1327597437261111,0.15190852583605507,-0.019148782109943974
KnowAir,133,140,3,4241,3541,-0.02003439600419807,-0.02112271547493589,0.001088319470737821
KnowAir,133,140,6,4240,3541,-0.08263860714278932,-0.14483351047060009,0.06219490332781076
KnowAir,133,140,12,4238,3541,0.16648793208490617,0.10894920599931746,0.057538726085588715
KnowAir,4,8,0,1627,4406,0.25711620144262337,0.3332285213952739,-0.07611231995265055
KnowAir,4,8,3,1627,4405,0.1272355013787768,0.04293564418837843,0.08429985719039836
KnowAir,4,8,6,1627,4404,-0.04497863631428399,-0.16554588211291216,0.12056724579862817
KnowAir,4,8,12,1627,4402,0.0074538322159508,0.037615038485464006,-0.030161206269513206
KnowAir,113,24,0,2881,4000,0.3662049310395187,0.26966424831952884,0.09654068271998983
KnowAir,113,24,3,2881,3999,0.1302664921278303,-0.036361383025700945,0.16662787515353125
KnowAir,113,24,6,2881,3998,-0.05839455546996075,-0.055745935285569106,-0.002648620184391645
KnowAir,113,24,12,2881,3996,-0.007043707602431467,-0.027904016323349923,0.020860308720918458
KnowAir,133,115,0,3489,2417,0.22119631849096427,0.14316240691919443,0.07803391157176984
KnowAir,133,115,3,3489,2417,0.02920689541394873,0.021029416380981568,0.008177479032967162
KnowAir,133,115,6,3489,2417,-0.07778149251075485,-0.10794977638962297,0.03016828387886812
KnowAir,133,115,12,3489,2417,0.0210069798733352,0.059315468537700616,-0.03830848866436541
KnowAir,113,109,0,4680,2852,0.2604736366748498,0.34777008568067846,-0.08729644900582867
KnowAir,113,109,3,4680,2851,0.1934866325937571,-0.009291222517833481,0.20277785511159058
KnowAir,113,109,6,4680,2850,-0.021077976808247165,-0.0589806033299109,0.037902626521663735
KnowAir,113,109,12,4680,2849,-0.02533562420411351,-0.016349576137972,-0.008986048066141509
KnowAir,16,108,0,4732,2964,0.469880689211021,0.5194320014358027,-0.04955131222478171
KnowAir,16,108,3,4732,2963,0.20510261876056435,0.029173037426223007,0.17592958133434133
KnowAir,16,108,6,4732,2962,-0.010417839280500725,-0.08286458143803191,0.07244674215753119
KnowAir,16,108,12,4732,2962,-0.05238553704332204,-0.07224167471713654,0.019856137673814493
KnowAir,171,88,0,5408,2587,0.21467189737004236,0.402779765721464,-0.18810786835142165
KnowAir,171,88,3,5408,2587,0.08030597903185102,0.07739707300939536,0.002908906022455665
KnowAir,171,88,6,5408,2587,-0.04825076521949409,-0.1963976596170269,0.1481468943975328
KnowAir,171,88,12,5408,2587,0.07971798615716945,-0.02500070410582948,0.10471869026299893
KnowAir,43,44,0,4942,3369,0.11935699186118949,0.28209245882550604,-0.16273546696431657
KnowAir,43,44,3,4941,3369,0.055702113205787517,0.047377450717940715,0.008324662487846801
KnowAir,43,44,6,4940,3369,0.07917507666574124,-0.1574120249694501,0.2365871016351913
KnowAir,43,44,12,4938,3369,0.07115846359356215,-0.004529173098315987,0.07568763669187814
KnowAir,105,41,0,4382,4215,0.239060051124536,0.14738015927958217,0.09167989184495381
KnowAir,105,41,3,4381,4215,0.29472086418617566,0.016551725894942103,0.2781691382912336
KnowAir,105,41,6,4380,4215,0.09814367661476477,-0.025250574698691325,0.12339425131345609
KnowAir,105,41,12,4378,4215,-0.00673675798793454,0.06365201181878052,-0.07038876980671506
KnowAir,17,136,0,5275,2554,0.3294186322536094,0.46704209069795255,-0.13762345844434315
KnowAir,17,136,3,5275,2553,0.21425220530245453,0.0073340162687618666,0.20691818903369266
KnowAir,17,136,6,5275,2552,0.0009071044071210819,-0.16724167494493217,0.16814877935205325
KnowAir,17,136,12,5274,2552,-0.01988116027860897,0.06171560120695307,-0.08159676148556204
KnowAir,12,5,0,4123,5727,0.38164734567393827,0.3274275129718103,0.05421983270212799
KnowAir,12,5,3,4123,5727,0.2904534751255747,0.09255222443100553,0.19790125069456915
KnowAir,12,5,6,4123,5726,0.00021745038190426014,0.009612167370383532,-0.009394716988479272
KnowAir,12,5,12,4123,5724,-0.04722953117356156,-0.06407066138664076,0.016841130213079203
KnowAir,106,102,0,2015,4288,0.20848394657994368,0.24568086527074082,-0.03719691869079714
KnowAir,106,102,3,2015,4288,-0.009057903813261825,0.022004913895250753,-0.031062817708512578
KnowAir,106,102,6,2015,4288,-0.03750400174258826,-0.12292759719429756,0.0854235954517093
KnowAir,106,102,12,2015,4288,0.07160716353844027,0.07810368988586126,-0.006496526347420997
KnowAir,13,2,0,3714,2356,0.15208990036309494,0.057662333419925604,0.09442756694316934
KnowAir,13,2,3,3713,2356,0.06514162933371752,0.07495764709120348,-0.00981601775748596
KnowAir,13,2,6,3712,2356,-0.04023057949832254,0.03890936387407606,-0.0791399433723986
KnowAir,13,2,12,3710,2356,0.01230140683469705,0.04134838070840552,-0.02904697387370847
KnowAir,46,85,0,2350,4759,0.3138402202594537,0.3014635673933773,0.012376652866076365
KnowAir,46,85,3,2350,4758,0.2167624225775862,0.15605672485345456,0.060705697724131646
KnowAir,46,85,6,2350,4757,-0.04986093528405152,-0.07561224475467043,0.025751309470618912
KnowAir,46,85,12,2350,4755,-0.15123312918997525,-0.04126331012858238,-0.10996981906139287
KnowAir,152,160,0,2504,1816,0.1707909202678295,0.3414605900460758,-0.17066966977824632
KnowAir,152,160,3,2504,1816,0.06230731340236462,0.23010843624842142,-0.1678011228460568
KnowAir,152,160,6,2504,1816,-0.14941504849422282,-0.16743194625175778,0.018016897757534955
KnowAir,152,160,12,2504,1816,0.14828368899375233,0.10233073821788699,0.04595295077586534
KnowAir,156,154,0,1515,3866,0.27856324651002023,0.26553223576099666,0.013031010749023575
KnowAir,156,154,3,1515,3866,0.15178952979445715,0.09848207017180442,0.05330745962265272
KnowAir,156,154,6,1515,3866,-0.09408470685228917,-0.03984913382755997,-0.05423557302472921
KnowAir,156,154,12,1515,3866,0.09402085662717553,0.0015788364608165753,0.09244202016635895
KnowAir,77,143,0,3302,4264,0.25953709796691277,0.17812858496414902,0.08140851300276375
KnowAir,77,143,3,3302,4264,0.10472789949853059,0.07398909061983812,0.030738808878692472
KnowAir,77,143,6,3301,4264,-0.009658431315482855,-0.036530727341896996,0.02687229602641414
KnowAir,77,143,12,3299,4264,0.004292694169715646,-0.021447271164096192,0.025739965333811836
KnowAir,154,44,0,4369,2827,0.11898105569224628,0.2257738294237838,-0.10679277373153752
KnowAir,154,44,3,4368,2827,0.08379778725260818,-0.03367805790712169,0.11747584515972986
KnowAir,154,44,6,4367,2827,0.058947252148196266,-0.17473097897015047,0.23367823111834674
KnowAir,154,44,12,4365,2827,0.026314640970615456,0.03492362380736798,-0.008608982836752523
KnowAir,66,6,0,5613,1538,0.1360668875797436,0.13325289128045484,0.0028139962992887735
KnowAir,66,6,3,5612,1538,-0.03222675584143556,-0.06864413112153596,0.036417375280100396
KnowAir,66,6,6,5611,1538,-0.09613047423787696,-0.1056472370474788,0.009516762809601842
KnowAir,66,6,12,5610,1538,0.007039902722556043,-0.033358899141797876,0.04039880186435392
KnowAir,128,96,0,2564,4414,0.2794854197044525,0.23645325934639677,0.04303216035805574
KnowAir,128,96,3,2564,4413,0.13984183400764813,-0.020962385785014897,0.16080421979266302
KnowAir,128,96,6,2564,4412,-0.14510172768422092,-0.11540730721737581,-0.029694420466845103
KnowAir,128,96,12,2564,4411,0.04350005275459352,0.09195481819086589,-0.04845476543627237
KnowAir,97,64,0,5500,3453,0.15721295052383724,0.07229248460508207,0.08492046591875517
KnowAir,97,64,3,5500,3453,0.06840869176927654,-0.055251828549559755,0.12366052031883629
KnowAir,97,64,6,5499,3453,0.01969462697136651,-0.04432089805550089,0.0640155250268674
KnowAir,97,64,12,5499,3453,-0.013756114405090124,-0.033554078303370004,0.01979796389827988
KnowAir,77,122,0,5111,3789,0.09351319968148449,0.2025535265579632,-0.1090403268764787
KnowAir,77,122,3,5111,3788,0.07076362984311282,0.1791359917631239,-0.10837236192001107
KnowAir,77,122,6,5111,3787,0.014853315002799438,-0.046159940128928954,0.061013255131728394
KnowAir,77,122,12,5111,3785,0.07799651557813357,0.04041534354353168,0.037581172034601894
KnowAir,47,122,0,3261,5327,0.2919867080008081,0.22604030461263613,0.06594640338817198
KnowAir,47,122,3,3261,5327,0.2108065258280924,0.04852938547478632,0.16227714035330607
KnowAir,47,122,6,3261,5327,0.03478714225796571,-0.08929498992521706,0.12408213218318277
KnowAir,47,122,12,3261,5326,0.00784448056264728,0.03212042225632046,-0.02427594169367318
KnowAir,89,166,0,5727,2288,0.1577911477962839,0.2607742468593719,-0.102983099063088
KnowAir,89,166,3,5727,2288,0.08284754362513796,0.0019292682535706884,0.08091827537156727
KnowAir,89,166,6,5726,2288,-0.015547302644156005,-0.21544592581008498,0.199898623165929
KnowAir,89,166,12,5724,2288,0.05416724977416063,0.05854549210261594,-0.004378242328455309
KnowAir,144,143,0,5201,4249,0.35317750099140016,0.37655070194607965,-0.023373200954679485
KnowAir,144,143,3,5201,4249,0.24953803626560941,0.11228387966135461,0.1372541566042548
KnowAir,144,143,6,5200,4249,-0.01662569466814551,-0.03165064371514521,0.015024949046999702
KnowAir,144,143,12,5198,4249,-0.03673268721660522,-0.007652231839849005,-0.029080455376756215
KnowAir,79,174,0,2401,1956,0.1281705930201751,0.19553611080600616,-0.06736551778583105
KnowAir,79,174,3,2401,1956,0.006179826428686349,-0.05103742156788459,0.05721724799657094
KnowAir,79,174,6,2401,1956,-0.006693668612766367,-0.1452284360057839,0.1385347673930175
KnowAir,79,174,12,2401,1956,0.04897758328633198,0.10720466409188768,-0.058227080805555706
KnowAir,171,46,0,3556,3399,0.35664909535530337,0.18673073671122176,0.1699183586440816
KnowAir,171,46,3,3556,3399,0.06198696487830379,-0.0036456572038473423,0.06563262208215113
KnowAir,171,46,6,3556,3399,-0.07133752445865252,-0.08991899426983067,0.018581469811178156
KnowAir,171,46,12,3556,3399,-0.06040249809196981,-0.024751369108656624,-0.035651128983313185
KnowAir,121,68,0,3458,3584,0.19110837868845662,0.2931295141647413,-0.10202113547628469
KnowAir,121,68,3,3458,3584,0.17946050508816658,0.11070301042210683,0.06875749466605975
KnowAir,121,68,6,3458,3584,-0.045242720986250574,-0.17995488461690795,0.13471216363065738
KnowAir,121,68,12,3458,3582,0.06919203771274934,0.13993490256392913,-0.07074286485117978
KnowAir,61,132,0,3090,5742,0.21807536979644698,0.23480805182497286,-0.016732682028525875
KnowAir,61,132,3,3089,5742,0.1601191340481171,0.12241483832235611,0.03770429572576098
KnowAir,61,132,6,3088,5742,0.09640029397561475,-0.05255155037893001,0.14895184435454475
KnowAir,61,132,12,3088,5742,0.0009958022085251657,-0.04731806836654133,0.048313870575066496
KnowAir,95,47,0,6076,2943,0.4341296802905487,0.3421568839615314,0.09197279632901734
KnowAir,95,47,3,6075,2943,0.25130777575910734,0.06871425407179134,0.18259352168731602
KnowAir,95,47,6,6075,2942,-0.032328091646460444,-0.14387916811063128,0.11155107646417084
KnowAir,95,47,12,6075,2942,-0.017327394327507996,0.05716132953146871,-0.0744887238589767
KnowAir,5,12,0,5492,4081,0.3141119539054602,0.395401513873224,-0.08128955996776377
KnowAir,5,12,3,5492,4081,0.20591543123822265,0.05357837445218356,0.1523370567860391
KnowAir,5,12,6,5491,4081,-0.09048519275535694,-0.12122190937671297,0.030736716621356033
KnowAir,5,12,12,5489,4081,-0.06440984351279688,-0.08420838265888372,0.01979853914608684
KnowAir,107,108,0,2662,4346,0.3336025887070386,0.30534827655584346,0.02825431215119517
KnowAir,107,108,3,2662,4346,0.18679192167854522,0.04207251959715519,0.14471940208139003
KnowAir,107,108,6,2662,4346,-0.04708014343580953,-0.051926653810984,0.004846510375174466
KnowAir,107,108,12,2662,4344,-0.031125549986709158,-0.03058317006135475,-0.0005423799253544068
KnowAir,25,113,0,3465,4123,0.23660110166787363,0.2940108191562219,-0.05740971748834828
