feature,past_hour,future_day,median,q25,q75,stations
pressure,-63,1,0.06574845285956993,0.03324275183177046,0.10493094390026529,184
pressure,-63,2,-0.02461634584915815,-0.03418473243679377,-0.0008382946961260297,184
pressure,-63,3,-0.06813175706919457,-0.07359502965752457,-0.05810022548156272,184
pressure,-60,1,0.08076059641463995,0.04597209188334767,0.12113003713493564,184
pressure,-60,2,-0.014999960525277668,-0.02830748848057889,0.010363374701997328,184
pressure,-60,3,-0.06127803170050448,-0.06655847919843395,-0.054298770445211156,184
pressure,-57,1,0.09687841140298888,0.059575435312128375,0.13829585102784836,184
pressure,-57,2,-0.00608557877762014,-0.021166757602349123,0.02229772410533587,184
pressure,-57,3,-0.05571471048249413,-0.06048004166394054,-0.050512915718413806,184
pressure,-54,1,0.1138589314193775,0.07429726830063624,0.15812176538167538,184
pressure,-54,2,0.004521070323770655,-0.013761447819864495,0.035120625859351884,184
pressure,-54,3,-0.0514437684707271,-0.05494737187395187,-0.04432767388959849,184
pressure,-51,1,0.13226258868045113,0.09106632647205068,0.17887926410620197,184
pressure,-51,2,0.015430364916855108,-0.006195406875422074,0.047606806597524566,184
pressure,-51,3,-0.0468888574000962,-0.05079877140715193,-0.03760762916987197,184
pressure,-48,1,0.15232843997055295,0.1089724117275859,0.20059087237377207,184
pressure,-48,2,0.02737462615326445,0.002590406094039415,0.061812573770869614,184
pressure,-48,3,-0.0423144955730744,-0.04624704702784278,-0.03099952819396755,184
pressure,-45,1,0.17514643471717906,0.12914722708984872,0.22514717371757162,184
pressure,-45,2,0.039983187617884816,0.011974424506513133,0.07668891357725469,184
pressure,-45,3,-0.03713969057216181,-0.04262579408746747,-0.02204894921296187,184
pressure,-42,1,0.20000635254775373,0.15146243629815864,0.25022718056439397,184
pressure,-42,2,0.053282683293510186,0.02190418678740377,0.092123130140735,184
pressure,-42,3,-0.03105861211975984,-0.03735113339383872,-0.012469018403770885,184
pressure,-39,1,0.22754191417172664,0.1770845876946686,0.2776880861913254,184
pressure,-39,2,0.06758715896719772,0.034467242248090495,0.10708478538710858,184
pressure,-39,3,-0.023039023748337065,-0.0323536097611635,-0.0011904565662915472,184
pressure,-36,1,0.2573745249004914,0.20584039725299516,0.30972313365455767,184
pressure,-36,2,0.083356578752843,0.04834724476309132,0.12387565327608982,184
pressure,-36,3,-0.013439442933968484,-0.026024036408863284,0.011426025097886124,184
pressure,-33,1,0.2900688236041881,0.23801178642926696,0.34474709474630844,184
pressure,-33,2,0.09966695203706721,0.06118330875049753,0.14100511276255184,184
pressure,-33,3,-0.00338877992239246,-0.01954216879204977,0.023489761734536988,184
pressure,-30,1,0.32666287659641313,0.2738752537222877,0.383160493820606,184
pressure,-30,2,0.11739493365582876,0.07632836802523602,0.1610207760563901,184
pressure,-30,3,0.006861256430352121,-0.012289871596722467,0.03649738147916585,184
pressure,-27,1,0.3667798930107854,0.31334102916236095,0.4206829360914593,184
pressure,-27,2,0.13604798824325276,0.09369307762225387,0.18200332087697096,184
pressure,-27,3,0.018741287154100277,-0.004295877460320686,0.05007603870638352,184
pressure,-24,1,0.410228366336551,0.35671687503356053,0.4622236328886922,184
pressure,-24,2,0.1563606504263433,0.11101591346854098,0.20315416431288025,184
pressure,-24,3,0.03092100562600811,0.0047424797151145726,0.06384972100269466,184
pressure,-21,1,0.4577757571914279,0.40463803873127213,0.5076715672298763,184
pressure,-21,2,0.17865624219963988,0.13061401939360162,0.22836021165999149,184
pressure,-21,3,0.04376178618484532,0.01335304007562318,0.07959287550573671,184
pressure,-18,1,0.5091912542336333,0.45728683224643857,0.5569470685790772,184
pressure,-18,2,0.20420169609276378,0.15311791729639906,0.2534398539111705,184
pressure,-18,3,0.05745361749226835,0.0245819490864569,0.09502735688503307,184
pressure,-15,1,0.5641444903636785,0.5145468757335636,0.6084436560037647,184
pressure,-15,2,0.23154251401831108,0.17871134248470372,0.28147585996589153,184
pressure,-15,3,0.07195730646521302,0.03717008840389454,0.10991122562142791,184
pressure,-12,1,0.6220456044790104,0.5760629349597708,0.6610032198369139,184
pressure,-12,2,0.26112165436863344,0.2075893546805031,0.3129772208351876,184
pressure,-12,3,0.08743480379190452,0.051057044971819295,0.1277386426279103,184
pressure,-9,1,0.681909763701736,0.6404564562937035,0.7137203806797084,184
pressure,-9,2,0.2933520862006444,0.23950271090834457,0.3477682596552544,184
pressure,-9,3,0.10447580946538113,0.06381229551770853,0.14503239839723953,184
pressure,-6,1,0.7423736518779811,0.706885843514175,0.7682162034600534,184
pressure,-6,2,0.329385859396862,0.27484518092774635,0.38490477058688305,184
pressure,-6,3,0.12214236017723087,0.07881554713112653,0.1642024108804881,184
pressure,-3,1,0.8016506740981206,0.773070081753488,0.8214287300840211,184
pressure,-3,2,0.36908254360725307,0.31442060083086926,0.4230282360536652,184
pressure,-3,3,0.14052088052996653,0.0960816687224974,0.18541257734135816,184
pressure,0,1,0.8574727226089609,0.8363006825064413,0.8714582411112722,184
pressure,0,2,0.41208978760564074,0.35787467463250144,0.4643568607137005,184
pressure,0,3,0.16053696774896403,0.11379105510414071,0.20622610320076334,184
rh950,-69,1,0.13699718210297931,0.09599362490739076,0.17440856368876526,184
rh950,-69,2,0.09443649830965054,0.0543456060181854,0.13930193365102195,184
rh950,-69,3,0.06102917910198995,0.025376592202112653,0.11458160478505752,184
rh950,-66,1,0.14369290901202236,0.10238246058748945,0.1831161851341565,184
rh950,-66,2,0.0986006755569207,0.05800742682284082,0.14268760336989428,184
rh950,-66,3,0.06664559957565633,0.031474352433643535,0.11513942177166059,184
rh950,-63,1,0.15262352050056704,0.10972161003007867,0.18996760215663025,184
rh950,-63,2,0.10219119457236167,0.06221756868910676,0.14619471822666535,184
rh950,-63,3,0.07189810204039832,0.036557632978934926,0.11632136430058784,184
rh950,-60,1,0.159646652296279,0.11783808370733584,0.1983632952229454,184
rh950,-60,2,0.10771891599432472,0.06456298993485338,0.1495441546416888,184
rh950,-60,3,0.07682736486519876,0.04082129797170235,0.11961310523480564,184
rh950,-57,1,0.1707398335132798,0.12679282322863403,0.2084483090006142,184
rh950,-57,2,0.11218302674241096,0.07155320022849941,0.15305567553596566,184
rh950,-57,3,0.07976435625552636,0.04387224841735453,0.12387085891510263,184
rh950,-54,1,0.17909377818206718,0.1379983060609613,0.22127822633424377,184
rh950,-54,2,0.11681026371495057,0.07729552063711245,0.1572004308931927,184
rh950,-54,3,0.08177610362169944,0.046559700197539716,0.12755031163534794,184
rh950,-51,1,0.1930660530905546,0.14919543720629772,0.23086867522194943,184
rh950,-51,2,0.12239733237904633,0.08261514621383122,0.16187519058338853,184
rh950,-51,3,0.08641240561498544,0.04814783306073954,0.1312249155336723,184
rh950,-48,1,0.20200074009920868,0.1602588279693933,0.2482275621041108,184
rh950,-48,2,0.12840462643446,0.08768724084291553,0.16825581067039214,184
rh950,-48,3,0.09062784865840094,0.05232582539518998,0.13444619820912834,184
rh950,-45,1,0.21603387495431062,0.1741925650692698,0.2579142902318083,184
rh950,-45,2,0.13622042628016492,0.09374182088462941,0.17391516251072595,184
rh950,-45,3,0.09542525553383585,0.055882576061916905,0.1382049651258238,184
rh950,-42,1,0.2325698955612286,0.18491057024084037,0.27211418960142925,184
rh950,-42,2,0.1433558342120676,0.10088317042195283,0.18275080515525724,184
rh950,-42,3,0.09972090161078548,0.05868339466649494,0.1418829448160859,184
rh950,-39,1,0.2512844591285146,0.20000137200874551,0.2894107148222,184
rh950,-39,2,0.1524392423732585,0.10813229086351181,0.1893968283302076,184
rh950,-39,3,0.10419382448391898,0.06368271609669479,0.1456071139625214,184
rh950,-36,1,0.27199001879066553,0.21548519696278423,0.30826670970229253,184
rh950,-36,2,0.1589134081709446,0.11617743530892494,0.19866734460638386,184
rh950,-36,3,0.10854085584102816,0.06559943457638165,0.14880953764439664,184
rh950,-33,1,0.2924767478408583,0.23441523363739494,0.33381559829837965,184
rh950,-33,2,0.16972776774486295,0.12512465558517158,0.2085227445543639,184
rh950,-33,3,0.11304982959935504,0.07308325611374467,0.15212916502909443,184
rh950,-30,1,0.31579059708660334,0.2594429985970055,0.3621701560128243,184
rh950,-30,2,0.17857354582334206,0.13558896941579485,0.22037976794068181,184
rh950,-30,3,0.11753354884822675,0.07831913283682697,0.15663636020065688,184
rh950,-27,1,0.3437788825798989,0.28742649921494917,0.38871447184851,184
rh950,-27,2,0.19117031431985382,0.14840608008975373,0.23025678853674547,184
rh950,-27,3,0.12232582798309802,0.0834645143267499,0.16075473746070212,184
rh950,-24,1,0.37712359862194367,0.31875787780801434,0.4242842034901659,184
rh950,-24,2,0.20213546008168332,0.1599048788433811,0.247579356655907,184
rh950,-24,3,0.13014187180940795,0.08827285845969113,0.1670074532443739,184
rh950,-21,1,0.41311230116616265,0.3524373807075911,0.4611610005009596,184
rh950,-21,2,0.21523899028621152,0.1728945885674294,0.257433816430915,184
rh950,-21,3,0.13789028598644143,0.09482505228188494,0.1744297478818279,184
rh950,-18,1,0.45177992883881113,0.3893119793379479,0.49734309134301075,184
rh950,-18,2,0.23102181254284682,0.18523749988681573,0.2726316702107978,184
rh950,-18,3,0.14484208199285004,0.10160523712156463,0.18257712544760052,184
rh950,-15,1,0.4911229468439621,0.429305624042573,0.5386663644547065,184
rh950,-15,2,0.2506654102636905,0.1995250048091684,0.28982352400146894,184
rh950,-15,3,0.1529114954254973,0.10917161158000774,0.189628651497444,184
rh950,-12,1,0.5358838829591649,0.47303303133337626,0.5840744257105956,184
rh950,-12,2,0.27204014939435445,0.21547978563479503,0.308575315873796,184
rh950,-12,3,0.15966491190479837,0.11697386848252028,0.19961861062226025,184
rh950,-9,1,0.5860167842424574,0.525169988378406,0.6333794091108257,184
rh950,-9,2,0.29213862685451075,0.2357108171263573,0.3326477265480116,184
rh950,-9,3,0.17059784260842356,0.12601262278939093,0.21006269673592307,184
rh950,-6,1,0.6393429169412764,0.583316720835466,0.6855342767726923,184
rh950,-6,2,0.31519785446448934,0.2608839284056428,0.3599818609598571,184
rh950,-6,3,0.17903946574095755,0.13668633400740562,0.22011195118835636,184
rh950,-3,1,0.698059603141904,0.65024206005128,0.7402845457673135,184
rh950,-3,2,0.3440325327445579,0.28848290328169945,0.38700768987535683,184
rh950,-3,3,0.1914660574695868,0.148830838192757,0.23116834443648532,184
rh950,0,1,0.764406366111649,0.7242002691313135,0.7993148553305638,184
rh950,0,2,0.3769298625664192,0.3198048446374702,0.4237253730751065,184
rh950,0,3,0.20245254110687752,0.16032368287892004,0.24812072161730292,184
wind_speed,-69,1,-0.01627368612003762,-0.03761610419572632,0.004173403615064781,184
wind_speed,-69,2,-0.008965440042397908,-0.02497480215956486,0.00959952798863226,184
wind_speed,-69,3,-0.0063099389111496654,-0.023770371841481352,0.007583554450871745,184
wind_speed,-66,1,-0.01665934051494076,-0.0363704724525509,0.00515934557216321,184
wind_speed,-66,2,-0.008822097138339065,-0.025511960728062485,0.010136601411273573,184
wind_speed,-66,3,-0.006003695339495012,-0.023518489566526336,0.008032724648228429,184
wind_speed,-63,1,-0.014915619984274424,-0.0331186273998519,0.007952425117669214,184
wind_speed,-63,2,-0.01067361134701975,-0.028152898569473055,0.008615656002884959,184
wind_speed,-63,3,-0.00660023405491043,-0.022856493764095348,0.008754005848008999,184
wind_speed,-60,1,-0.01136564614664409,-0.029916809235402828,0.008237211834500564,184
wind_speed,-60,2,-0.011253549870590414,-0.029752528146956093,0.007662019396295759,184
wind_speed,-60,3,-0.006449712843495014,-0.02071722913167421,0.008680210322967275,184
wind_speed,-57,1,-0.010432953745313318,-0.026527921310512854,0.008259628790529057,184
wind_speed,-57,2,-0.01320008183757719,-0.03191298646316653,0.007803773926945414,184
wind_speed,-57,3,-0.005468560198069171,-0.021024842105247306,0.009192643991800026,184
wind_speed,-54,1,-0.007762465745326359,-0.02305740907610286,0.009784730104108411,184
wind_speed,-54,2,-0.013902783225170554,-0.03367324260526611,0.006279047312913691,184
wind_speed,-54,3,-0.005211514026816329,-0.022060719573418607,0.010382898716850882,184
wind_speed,-51,1,-0.005835215561220852,-0.018946423481160168,0.012863101978693343,184
wind_speed,-51,2,-0.01576426246225652,-0.036062375915997466,0.00508030973789532,184
wind_speed,-51,3,-0.006325825350968489,-0.022942527325818578,0.010904823423209545,184
wind_speed,-48,1,-0.0007793725338786645,-0.011827751986435476,0.017782944494828572,184
wind_speed,-48,2,-0.01651211555892556,-0.03659959843823024,0.005285293475613325,184
wind_speed,-48,3,-0.007225631188106776,-0.023822894164558798,0.011340704429308594,184
wind_speed,-45,1,0.006579837074022892,-0.008338550181600117,0.022441719311317637,184
wind_speed,-45,2,-0.016594671809318222,-0.037737323619808735,0.00429055038209558,184
wind_speed,-45,3,-0.009113263245873186,-0.02501498668191475,0.009270663122458068,184
wind_speed,-42,1,0.017043647386185922,-0.0030299495267199477,0.03289151194939806,184
wind_speed,-42,2,-0.01635688883752128,-0.03628432629292069,0.005668804922632479,184
wind_speed,-42,3,-0.008967154663472417,-0.02663344214771687,0.009062381413390688,184
wind_speed,-39,1,0.028047915693142675,0.004698095819015208,0.04564082296084293,184
wind_speed,-39,2,-0.014783106979833795,-0.03233671741520856,0.007628263270376481,184
wind_speed,-39,3,-0.011076500569006744,-0.0280008988457902,0.008874876210835995,184
wind_speed,-36,1,0.04060196990549708,0.01386293698478307,0.05888390908995969,184
wind_speed,-36,2,-0.011701219845054029,-0.029396203999855278,0.008823674877775925,184
wind_speed,-36,3,-0.011401311854977258,-0.029196410202084994,0.007211056821924593,184
wind_speed,-33,1,0.05340220014174925,0.02078080407369686,0.07836032560263573,184
wind_speed,-33,2,-0.010251537509979067,-0.026068581535199503,0.00871262433991402,184
wind_speed,-33,3,-0.013132377074245378,-0.031940908965776685,0.008461778636142248,184
wind_speed,-30,1,0.06838964041298075,0.02985702235402174,0.10156550653690909,184
wind_speed,-30,2,-0.007577202231541493,-0.02273912507696561,0.009932864376581987,184
wind_speed,-30,3,-0.014017054676473384,-0.033844343253712626,0.006564340499406669,184
wind_speed,-27,1,0.08794883378092533,0.043254862825043996,0.12736736817509448,184
wind_speed,-27,2,-0.005623648419481768,-0.01848619294028233,0.01334810162236521,184
wind_speed,-27,3,-0.01560206376493945,-0.03653348642179284,0.005126459260241493,184
wind_speed,-24,1,0.11196942060456422,0.06155178750666459,0.15506760558671295,184
wind_speed,-24,2,-0.0008579133846642109,-0.01201451658604232,0.017382812324949003,184
wind_speed,-24,3,-0.016502103961848986,-0.03764037080062198,0.00543273494786743,184
wind_speed,-21,1,0.13798955474970587,0.08498924738469905,0.18970341555116488,184
wind_speed,-21,2,0.00596963417939516,-0.00947244519590762,0.02232627830112031,184
wind_speed,-21,3,-0.017223078514105695,-0.03816661112818691,0.004908437854273983,184
wind_speed,-18,1,0.16663084393610533,0.11252805185770473,0.22663750822131354,184
wind_speed,-18,2,0.016635168808142177,-0.0035349570493264293,0.03333994671984593,184
wind_speed,-18,3,-0.01605406788477904,-0.03607932306378446,0.005306171652444593,184
wind_speed,-15,1,0.2012445127046365,0.1392075156445151,0.26507449322992305,184
wind_speed,-15,2,0.027495164039451497,0.0043876322001044,0.04577104817264672,184
wind_speed,-15,3,-0.014633675986700932,-0.032504984830217055,0.007630826634171646,184
wind_speed,-12,1,0.237756858225368,0.17401018769074864,0.3080330274644756,184
wind_speed,-12,2,0.04016692240443536,0.013582428812641774,0.05825237610681264,184
wind_speed,-12,3,-0.012419445038953949,-0.03028258522646733,0.00841488548507531,184
wind_speed,-9,1,0.28314995119830577,0.2184971075134734,0.3582487067228211,184
wind_speed,-9,2,0.053477757086349,0.02105283607633926,0.07801912092841021,184
wind_speed,-9,3,-0.010715450570119162,-0.027246071553238042,0.008634656174500209,184
wind_speed,-6,1,0.3435023808775027,0.2803447707777763,0.4176773954857196,184
wind_speed,-6,2,0.06834408871572883,0.02985076959724925,0.10117890801291086,184
wind_speed,-6,3,-0.007917027435599482,-0.023804914140763946,0.009496857084930876,184
wind_speed,-3,1,0.4260948079857084,0.3637276799334048,0.4936051753066823,184
wind_speed,-3,2,0.08756470678702402,0.04383064629593064,0.1275597454965628,184
wind_speed,-3,3,-0.005537605034896779,-0.018464797812654248,0.012831762303514991,184
wind_speed,0,1,0.5323054016391837,0.47816956460107535,0.589662136949215,184
wind_speed,0,2,0.11166333835190587,0.061699296236731795,0.1551696191635452,184
wind_speed,0,3,-0.0010211184909494422,-0.01293487855483686,0.016639771175585814,184
wind_u,-69,1,-0.03447400299677737,-0.06086398864637633,-0.002057731832702244,184
wind_u,-69,2,-0.021890207707302527,-0.043646239525596146,0.009896921450234419,184
wind_u,-69,3,-0.012185938606815957,-0.022152485598284997,0.011735314583757851,184
wind_u,-66,1,-0.03526869144990138,-0.06013462366286144,-0.004535220607113753,184
wind_u,-66,2,-0.022675927773191544,-0.047821293875433206,0.007005816309250574,184
wind_u,-66,3,-0.01221352300913505,-0.02241374581518659,0.01395188369200753,184
wind_u,-63,1,-0.03781419464481854,-0.05875644753694531,-0.002081173208020873,184
wind_u,-63,2,-0.026067563364083293,-0.05168284881544724,0.004011730483944425,184
wind_u,-63,3,-0.01245631035299902,-0.02331509417779281,0.015668148564443016,184
wind_u,-60,1,-0.035925671674059134,-0.05653037621161789,0.0008114300919757445,184
wind_u,-60,2,-0.029335583668452007,-0.055659386756576994,0.0022848892737140423,184
wind_u,-60,3,-0.012765050542892512,-0.02471153308282436,0.016525993243109705,184
wind_u,-57,1,-0.031026646216399868,-0.054381659734887976,0.006090057881016917,184
wind_u,-57,2,-0.03273093528624306,-0.05878600840261638,-0.0008218539461256349,184
wind_u,-57,3,-0.012158519040515643,-0.02731886672864837,0.016170996341511028,184
wind_u,-54,1,-0.026413085242612412,-0.046666994216379654,0.010454956663844142,184
wind_u,-54,2,-0.034575377228522254,-0.060497918515427934,-0.0017996893643007228,184
wind_u,-54,3,-0.01380880044299021,-0.03083052065504602,0.016488707978339744,184
wind_u,-51,1,-0.02039962962903137,-0.039587074791280714,0.015824172569878642,184
wind_u,-51,2,-0.03535372468092055,-0.061659608116626304,-0.0015325981031176455,184
wind_u,-51,3,-0.014982169244423988,-0.03423618263614955,0.01586717693289129,184
wind_u,-48,1,-0.01054385537924431,-0.03190788764114541,0.02069642518101315,184
wind_u,-48,2,-0.03595155866710581,-0.061339138629369974,-0.001188450567017578,184
wind_u,-48,3,-0.01690586138383603,-0.038433301971708446,0.012314370751461029,184
wind_u,-45,1,-0.0011029975830860453,-0.01852760306641836,0.032913366907670445,184
wind_u,-45,2,-0.033180676333342776,-0.060502987196741034,-0.0019761262327140303,184
wind_u,-45,3,-0.02126603424533863,-0.04327242646848307,0.010038096182865067,184
wind_u,-42,1,0.008386408895437323,-0.0050347561198551515,0.04291058542035355,184
wind_u,-42,2,-0.034915031029850344,-0.05906754729393916,-0.0032526610716954603,184
wind_u,-42,3,-0.022093246107640106,-0.0474116425581132,0.007119209726307021,184
wind_u,-39,1,0.02309659478191927,0.004496199383174882,0.054650342186236836,184
wind_u,-39,2,-0.03725078575306921,-0.057936163142801006,-0.001106932869615035,184
wind_u,-39,3,-0.02563814236492755,-0.05117516644165933,0.00425332090044499,184
wind_u,-36,1,0.04056873281590549,0.01764930386734862,0.06579871053797351,184
wind_u,-36,2,-0.034895331500556834,-0.05628258286813142,0.0017404467443984674,184
wind_u,-36,3,-0.02853388327604222,-0.05527287611578425,0.00246847344989659,184
wind_u,-33,1,0.0587740707275436,0.033266798013231104,0.08243325497047013,184
wind_u,-33,2,-0.030297868502226585,-0.053530686511982985,0.0066546001480392615,184
wind_u,-33,3,-0.03240823933348184,-0.058628133877411934,-0.0005853435014197654,184
wind_u,-30,1,0.07894761866008554,0.050864227803089176,0.1038893244498113,184
wind_u,-30,2,-0.025655056536886222,-0.04604552366004218,0.010993976927756345,184
wind_u,-30,3,-0.03391993607963119,-0.06012943398711169,-0.0012513146548833167,184
wind_u,-27,1,0.10424086846359772,0.07252552284939423,0.13037565213374191,184
wind_u,-27,2,-0.019708463204764652,-0.03920007974697848,0.016505333475748576,184
wind_u,-27,3,-0.03510134008231698,-0.06173120367667841,-0.001631604368886627,184
wind_u,-24,1,0.13430310738220871,0.09777844751916695,0.16357805376540946,184
wind_u,-24,2,-0.010209209991640995,-0.03137856053499958,0.021787541072212147,184
wind_u,-24,3,-0.035363376594928504,-0.06058454954943189,-0.0013526067356744282,184
wind_u,-21,1,0.17072526754681633,0.12664594521023148,0.2036401494480645,184
wind_u,-21,2,-0.0012380028690255986,-0.01890331983200436,0.03334250768720231,184
wind_u,-21,3,-0.032642916585659085,-0.06080562125510091,-0.0017184694231740642,184
wind_u,-18,1,0.21203760889516948,0.162705231831654,0.24969776597585777,184
wind_u,-18,2,0.008845036238978043,-0.005216043332764713,0.04346006486405177,184
wind_u,-18,3,-0.03496558050556102,-0.05892316703022324,-0.002993403251873148,184
wind_u,-15,1,0.2625070238001866,0.2028793932630307,0.2971584450859846,184
wind_u,-15,2,0.023265031049510235,0.004687528546076837,0.05502778648102258,184
wind_u,-15,3,-0.03661479496489818,-0.05821813429458398,-0.000586634760088851,184
wind_u,-12,1,0.3190833962522446,0.2538329831005277,0.35439340614467585,184
wind_u,-12,2,0.040320220187851016,0.018101191546050874,0.0658882664380968,184
wind_u,-12,3,-0.03448758890971504,-0.056973163648219374,0.0018729944618978154,184
wind_u,-9,1,0.3849244302981777,0.3117607750904736,0.4230172144521761,184
wind_u,-9,2,0.058388475209715296,0.03361762294058584,0.0828254666711264,184
wind_u,-9,3,-0.029905436620290337,-0.05339330299845585,0.006785851658099166,184
wind_u,-6,1,0.4598830340677747,0.3915821613086691,0.4973683037384075,184
wind_u,-6,2,0.07885375313083369,0.051164967446282475,0.1035727295888133,184
wind_u,-6,3,-0.02539838346674181,-0.046224980919163945,0.010895521887713509,184
wind_u,-3,1,0.5454369700898798,0.4805526883770907,0.5856092934548028,184
