feature,station_index,station,longitude,latitude,lead_hour,r,first_lead_below_r_0.5
temperature,77,Jiaozuo,113.2242,35.21613333333333,3,0.9136149147591297,
temperature,78,Pingdingshan,113.26013333333333,33.73246666666667,3,0.9249468748092403,
temperature,79,Sanmenxia,111.1754,34.7856,3,0.9184392556048525,
temperature,80,Yichang,111.31052,30.70758,3,0.9187998868407745,
temperature,81,Jingzhou,112.2502,30.32483333333333,3,0.9324117974777193,
temperature,82,Yueyang,113.15066666666665,29.403616666666665,3,0.9389917396035752,
temperature,83,Changde,111.70665,29.05795,3,0.9273980292495956,
temperature,84,Zhangjiajie,110.50303333333333,29.20593333333333,3,0.9291966854675765,
temperature,85,Mianyang,104.73285,31.47535,3,0.9019395325133567,
temperature,86,Yibin,104.62036666666667,28.775138333333334,3,0.9290853994133992,
temperature,87,Luzhou,105.43465,28.9,3,0.9293754679790105,
temperature,88,Zigong,104.76195,29.351950000000002,3,0.9295121050289646,
temperature,89,Deyang,104.39235000000001,31.1204,3,0.9117460814364703,
temperature,90,Nanchong,106.08621666666666,30.803066666666666,3,0.9204363778366066,
temperature,91,Xianyang,108.6997,34.3399,3,0.9138462983612448,
temperature,92,Tongchuan,108.98766666666666,34.949533333333335,3,0.9205357685503823,
temperature,93,Yanan,109.48803333333335,36.5967,3,0.9215276826885126,
temperature,94,Baoji,107.18958750000002,34.354125,3,0.9070400952179307,
temperature,95,Weinan,109.46503333333334,34.4985,3,0.9140098989558625,
temperature,96,Shizuishan,106.547775,39.047425000000004,3,0.9397857640646666,
temperature,97,Zhangqiu,117.541,36.71,3,0.9348960196023144,
temperature,98,Jimo,120.47,36.39,3,0.9401434559409209,
temperature,99,Jiaonan,120.005,35.878,3,0.9512843108513859,
temperature,100,Jiaozhou,120.014,36.253,3,0.9260582249631482,
temperature,101,Laixi,120.515,36.885,3,0.9253230133879163,
temperature,102,Pingdu,119.95200000000001,36.792,3,0.92449226197658,
temperature,103,Penglai,120.76,37.817,3,0.9591954055251396,
temperature,104,Zhaoyuan,120.399,37.374,3,0.9350582140548445,
temperature,105,Laizhou,119.95,37.1785,3,0.9351672271100012,
temperature,106,Rushan,121.531,36.913000000000004,3,0.9373626734724929,
temperature,107,Wujiang,120.64299999999999,31.165666666666667,3,0.9432344637434795,
temperature,108,Taicang,121.14,31.421999999999997,3,0.9345105281321524,
temperature,109,Jurong,119.146,31.955,3,0.9313708582751365,
temperature,110,Jiangyin,120.269,31.916333333333338,3,0.9311102270254291,
temperature,111,Yixing,119.818,31.354,3,0.9549500794589346,
temperature,112,Jintan,119.579,31.744,3,0.9326381787172613,
temperature,113,Liyang,119.44899999999998,31.3585,3,0.9294535681384684,
temperature,114,Linan,119.7183,30.2366,3,0.9270387678487496,
temperature,115,Fuyang,117.2097,31.934033333333332,3,0.9326659168046416,
temperature,116,Yiwu,120.06550000000001,29.319499999999998,3,0.9277572191521765,
temperature,117,Xinyang,114.061525,32.13015,3,0.933090217675631,
temperature,118,Zhoukou,114.65715,33.621500000000005,3,0.9327653512092452,
temperature,119,Jincheng,112.84638333333332,35.50058333333333,3,0.9100695038913433,
temperature,120,Shuozhou,112.43119999999999,39.34474,3,0.921337629937775,
temperature,121,Jinzhong,112.73200000000001,37.707233333333335,3,0.9207391868511916,
temperature,122,Yuncheng,111.007025,35.055324999999996,3,0.9129505907724847,
temperature,123,Xinzhou,112.72473333333335,38.454433333333334,3,0.9058489478625638,
temperature,124,Lu:liang,111.1406,37.5211,3,0.929444647924927,
temperature,125,Wuhai,106.80796666666667,39.675333333333334,3,0.9500237527958745,
temperature,126,Bayannaoer,107.50735,40.8384,3,0.9391828920390837,
temperature,127,Wulanchabu,113.1306,40.9923,3,0.9449520056694464,
temperature,128,Alashanmeng,105.69966666666666,38.84296666666666,3,0.9544985622504191,
temperature,129,Chaoyang,120.42083333333335,41.59093333333334,3,0.9346368951453411,
temperature,130,Bangbu,117.35681666666669,32.929249999999996,3,0.9307863580547366,
temperature,131,Huainan,116.8364,32.66645,3,0.9290825930967789,
temperature,132,Huaibei,116.7973,33.940266666666666,3,0.9294921678902096,
temperature,133,Tongling,117.80895,30.929616666666664,3,0.9233928694371267,
temperature,134,Anqing,117.02473333333334,30.546900000000004,3,0.9274143565070433,
temperature,135,Huangshan,118.25546666666666,29.903033333333337,3,0.9266254985193683,
temperature,136,Chuzhou,118.31653333333334,32.3,3,0.9283620243871217,
temperature,137,Liuan,116.514725,31.76245,3,0.9163271531472487,
temperature,138,Chizhou,117.48355000000001,30.6578,3,0.9254646632965149,
temperature,139,Xuancheng,118.73806666666667,30.953999999999997,3,0.9194525729214763,
temperature,140,Jingdezhen,117.2242,29.304219999999997,3,0.9243396177574065,
temperature,141,Yingtan,117.01343999999999,28.20856,3,0.9232942148213763,
temperature,142,Shangrao,117.9583,28.448825,3,0.9291069760308932,
temperature,143,Hebi,114.25113333333333,35.794533333333334,3,0.922661732362581,
temperature,144,Xinxiang,113.86766666666666,35.294999999999995,3,0.918285675919173,
temperature,145,Puyang,115.057,35.76573333333334,3,0.9311475232794271,
temperature,146,Xuchang,113.81184999999999,34.0035,3,0.9302776114899745,
temperature,147,Luohe,114.0268,33.570325000000004,3,0.9315490754683878,
temperature,148,Nanyang,112.5317,32.990125000000006,3,0.9212980338985268,
temperature,149,Shangqiu,115.6547,34.421533333333336,3,0.9318343819745866,
temperature,150,Zhumadian,114.00903333333333,32.98930000000001,3,0.9337593115792958,
temperature,151,Huangshi,115.01512500000001,30.213050000000003,3,0.9246767400023216,
temperature,152,Shiyan,110.8579,32.563675,3,0.9211417279968426,
temperature,153,Xiangfan,112.171825,32.07015,3,0.9299016876140649,
temperature,154,Ezhou,114.8666,30.393033333333335,3,0.9291238934693462,
temperature,155,Jingmen,112.20646666666669,31.025366666666667,3,0.9352803275040822,
temperature,156,Xiaogan,113.92865,30.918,3,0.92976720760772,
temperature,157,Huanggang,114.9028,30.4742,3,0.9256649268356959,
temperature,158,Xianning,114.313325,29.840425,3,0.9266823297443615,
temperature,159,Suizhou,113.37996666666668,31.71636666666667,3,0.9315076677025956,
temperature,160,Enshizhou,109.4864,30.290399999999998,3,0.904164247178423,
temperature,161,Yiyang,112.34146666666668,28.581833333333332,3,0.9356061619885414,
temperature,162,Xiangxizhou,109.71415,28.2922,3,0.9296718395569282,
temperature,163,Guangyuan,105.84909999999999,32.437375,3,0.8825075069052795,
temperature,164,Suining,105.69723333333333,30.574333333333332,3,0.9197916172238626,
temperature,165,Neijiang,105.052675,29.588475,3,0.9263361364315175,
temperature,166,Leshan,103.7602,29.573800000000002,3,0.913361380740226,
temperature,167,Meishan,103.87010000000001,30.069,3,0.9178633957488782,
temperature,168,Guangan,106.63206666666667,30.459666666666667,3,0.9223580366843145,
temperature,169,Dazhou,107.50337999999999,31.22138,3,0.9137006521883719,
temperature,170,Yaan,103.0109,29.9834,3,0.9071139886121982,
temperature,171,Ziyang,104.6405,30.133,3,0.9202034133503837,
temperature,172,Hanzhong,107.01043333333332,33.07223333333334,3,0.8930306228307215,
temperature,173,Ankang,109.02213333333333,32.68973333333333,3,0.9142832528371498,
temperature,174,Shangluo,109.9154,33.8715,3,0.9107173425035003,
temperature,175,Baiyin,104.1731,36.546949999999995,3,0.9245009703232976,
temperature,176,Tianshui,105.79475,34.573350000000005,3,0.894516241862753,
temperature,177,Pingliang,106.68655000000001,35.53775,3,0.9050554147285742,
temperature,178,Qingyang,107.65336666666667,35.65306666666667,3,0.9131696698493456,
temperature,179,Dingxi,104.61985,35.58445,3,0.9022633135049392,
temperature,180,Linxiazhou,103.21015,35.6018,3,0.8904606584772298,
temperature,181,Wuzhong,106.19925,37.97835,3,0.9342225803038414,
temperature,182,Zhongwei,105.18855,37.258700000000005,3,0.9315452168241389,
temperature,183,Guyuan,106.24953333333333,36.055,3,0.909233166549609,
temperature,0,Beijing,116.39824999999998,40.045975000000006,6,0.7908786164318334,
temperature,1,Tianjin,117.32216666666666,39.07768333333333,6,0.8359404104697199,
temperature,2,Shijiazhuang,114.49317142857144,38.033628571428565,6,0.7931395290664496,
temperature,3,Tangshan,118.18291666666666,39.64495333333334,6,0.8213884224669504,
temperature,4,Qinhuangdao,119.606875,39.936249999999994,6,0.8735015950009293,
temperature,5,Handan,114.51387499999998,36.607859999999995,6,0.8029710342163892,
temperature,6,Baoding,115.4852,38.876266666666666,6,0.8138622133223765,
temperature,7,Zhangjiakou,114.90084999999999,40.80275,6,0.8269798079223534,
temperature,8,Chengde,117.92774,40.96416,6,0.8155750889831688,
temperature,9,Langfang,116.7151,39.52605,6,0.8219364558105627,
temperature,10,Cangzhou,116.87156666666668,38.31576666666667,6,0.8345975912303417,
temperature,11,Hengshui,115.6761,37.744800000000005,6,0.8375893286930383,
temperature,12,Xingtai,114.506675,37.0771,6,0.7861352040354205,
temperature,13,Taiyuan,112.50899999999999,37.8489,6,0.7968149398092943,
temperature,14,Huhehaote,111.66738571428571,40.80768571428571,6,0.8648849722394543,
temperature,15,Dalian,121.62808148888888,38.95904567888889,6,0.9189038166168404,
temperature,16,Shanghai,121.45294433333333,31.210789000000002,6,0.8286503596167735,
temperature,17,Nanjing,118.77449999999999,32.0488,6,0.8165300742970442,
temperature,18,Suzhou,119.52117999999999,32.002930000000006,6,0.8163771807664357,
temperature,19,Nantong,120.8786,31.99044,6,0.8236372603981433,
temperature,20,Lianyungang,119.176,34.5885,6,0.8114747413153297,
temperature,21,Xuzhou,117.23046000000002,34.260400000000004,6,0.8219003520985926,
temperature,22,Yangzhou,119.3965,32.39305,6,0.8195913197192558,
temperature,23,Wuxi,120.28957142857143,31.570185714285714,6,0.8634184289020426,
temperature,24,Changzhou,119.94533333333334,31.7911,6,0.8279263460526085,
temperature,25,Zhenjiang,119.53366666666666,32.1784,6,0.8190459712068769,
temperature,26,Taizhou,120.62981666666667,30.54818333333333,6,0.8376734732081944,
temperature,27,Huaian,119.03584000000001,33.58214,6,0.8340617631061114,
temperature,28,Yancheng,120.16633333333334,33.39703333333333,6,0.8058169814395421,
temperature,29,Suqian,118.3072,33.9517,6,0.8288455574352817,
temperature,30,Hangzhou,120.0819090909091,30.21117272727272,6,0.8039038114368027,
temperature,31,Ningbo,121.62942857142858,29.866699999999998,6,0.8590699611096059,
temperature,32,Shaoxing,120.605,29.9919,6,0.8043890753505456,
temperature,33,Huzhou,120.07,30.8244,6,0.8078893022195816,
temperature,34,Jiaxing,120.735,30.7712,6,0.8210097177352939,
temperature,35,Jinhua,119.66650000000001,29.08995,6,0.8058780364335223,
temperature,36,Quzhou,118.86566666666668,28.960433333333338,6,0.8141505198666013,
temperature,37,Lishui,119.90766666666666,28.444366666666667,6,0.8089265620635585,
temperature,38,Hefei,117.24780000000001,31.848240000000004,6,0.8227324631748725,
temperature,39,Nanchang,115.873075,28.702825,6,0.816232833596732,
temperature,40,Jinan,117.00885,36.6576,6,0.8516831203743669,
temperature,41,Qingdao,120.36067142857142,36.14881428571428,6,0.8931387250216188,
temperature,42,Zhengzhou,113.66537142857143,34.760628571428576,6,0.8220275871671634,
temperature,43,Wuhan,114.2870125,30.5767625,6,0.8343763577773632,
temperature,44,Zhangsha,112.98362999999999,28.205220000000004,6,0.8274287409805993,
temperature,45,Zhongqing,106.50192307692306,29.617815384615387,6,0.8015075938049373,
temperature,46,Chengdou,104.002,30.715500000000002,6,0.7865683392455401,
temperature,47,Xian,108.99450909090909,34.30269090909091,6,0.7747601459382878,
temperature,48,Lanzhou,103.86275,36.0405,6,0.7854127970898022,
temperature,49,Yinchuan,106.1066,38.53423333333333,6,0.8460793502199561,
temperature,50,Baotou,109.90826666666668,40.627783333333326,6,0.8583684041769364,
temperature,51,Eerduosi,109.90195999999999,39.72498,6,0.8645023060765057,
temperature,52,Huludao,120.864825,40.7384,6,0.8965728122183574,
temperature,53,Laiwu,117.6789,36.2289,6,0.8413153975375224,
temperature,54,Linyi,118.3286,35.04769999999999,6,0.8226981609710361,
temperature,55,Liaocheng,115.98415,36.4584,6,0.837041582285432,
temperature,56,Binzhou,117.9952,37.37833333333333,6,0.8301957164438762,
temperature,57,Zibo,118.02022000000002,36.75354,6,0.8448230790499648,
temperature,58,Zaozhuang,117.51355000000001,34.806025,6,0.8292032778021386,
temperature,59,Yantai,121.36026666666667,37.5074,6,0.8660076332776483,
temperature,60,Weifang,119.15213333333332,36.72526666666667,6,0.8266974125475965,
temperature,61,Jining,116.59023333333333,35.41543333333333,6,0.8353051341676802,
temperature,62,Taian,117.11326666666666,36.188066666666664,6,0.8373010719607038,
temperature,63,Rizhao,119.49195,35.4206,6,0.8846891009731895,
temperature,64,Dongying,118.5019,37.4658,6,0.8255033813484374,
temperature,65,Heze,115.45083066666666,35.25212966666667,6,0.8315094900836086,
temperature,66,Datong,113.31258,40.097699999999996,6,0.8275844434297067,
temperature,67,Zhangzhi,113.0949861,36.18655,6,0.7791150129701904,
temperature,68,Linfen,111.518825,36.07985,6,0.7827490755583257,
temperature,69,Yangquan,113.56226666666667,37.860699999999994,6,0.7940332376135875,
temperature,70,Jinzhou,121.1185,41.05882,6,0.874689812157448,
temperature,71,Wuhu,118.37395000000001,31.36785,6,0.8088305847024002,
temperature,72,Maanshan,118.52462,31.69678,6,0.8176592566520121,
temperature,73,Jiujiang,115.98975714285714,29.673300000000005,6,0.8300099784767951,
temperature,74,Luoyang,112.41968333333334,34.65716666666667,6,0.7708023893532046,
temperature,75,Anyang,114.37566666666665,36.086,6,0.8056821902117878,
temperature,76,Kaifeng,114.3336,34.79076666666667,6,0.8276580746428945,
temperature,77,Jiaozuo,113.2242,35.21613333333333,6,0.7789176010819281,
temperature,78,Pingdingshan,113.26013333333333,33.73246666666667,6,0.8081894589385689,
temperature,79,Sanmenxia,111.1754,34.7856,6,0.7896567657735343,
temperature,80,Yichang,111.31052,30.70758,6,0.7812092432305064,
temperature,81,Jingzhou,112.2502,30.32483333333333,6,0.8254364463456885,
temperature,82,Yueyang,113.15066666666665,29.403616666666665,6,0.8401047758450088,
temperature,83,Changde,111.70665,29.05795,6,0.8042961857196432,
temperature,84,Zhangjiajie,110.50303333333333,29.20593333333333,6,0.8131267759816441,
temperature,85,Mianyang,104.73285,31.47535,6,0.7541652460563997,
temperature,86,Yibin,104.62036666666667,28.775138333333334,6,0.8198472900282018,
temperature,87,Luzhou,105.43465,28.9,6,0.8143941330478276,
temperature,88,Zigong,104.76195,29.351950000000002,6,0.8213743266553419,
temperature,89,Deyang,104.39235000000001,31.1204,6,0.7793831137791319,
temperature,90,Nanchong,106.08621666666666,30.803066666666666,6,0.8014837027221051,
temperature,91,Xianyang,108.6997,34.3399,6,0.7781435190327844,
temperature,92,Tongchuan,108.98766666666666,34.949533333333335,6,0.8092466013662775,
temperature,93,Yanan,109.48803333333335,36.5967,6,0.8006981995926803,
temperature,94,Baoji,107.18958750000002,34.354125,6,0.7630416637172948,
temperature,95,Weinan,109.46503333333334,34.4985,6,0.7780733651652203,
temperature,96,Shizuishan,106.547775,39.047425000000004,6,0.8539197305977724,
temperature,97,Zhangqiu,117.541,36.71,6,0.8402416735205173,
temperature,98,Jimo,120.47,36.39,6,0.8528672534125195,
temperature,99,Jiaonan,120.005,35.878,6,0.8817676354019421,
temperature,100,Jiaozhou,120.014,36.253,6,0.822037058803731,
temperature,101,Laixi,120.515,36.885,6,0.8160050935840273,
temperature,102,Pingdu,119.95200000000001,36.792,6,0.8145484167803053,
temperature,103,Penglai,120.76,37.817,6,0.8990600546381,
temperature,104,Zhaoyuan,120.399,37.374,6,0.8379234640144374,
temperature,105,Laizhou,119.95,37.1785,6,0.8414776218014774,
temperature,106,Rushan,121.531,36.913000000000004,6,0.8457076045020019,
temperature,107,Wujiang,120.64299999999999,31.165666666666667,6,0.8484778419143268,
temperature,108,Taicang,121.14,31.421999999999997,6,0.8241949132477179,
temperature,109,Jurong,119.146,31.955,6,0.8187374840749329,
temperature,110,Jiangyin,120.269,31.916333333333338,6,0.819987120699637,
temperature,111,Yixing,119.818,31.354,6,0.8782940575166442,
temperature,112,Jintan,119.579,31.744,6,0.8233851565774399,
temperature,113,Liyang,119.44899999999998,31.3585,6,0.8120281559063979,
temperature,114,Linan,119.7183,30.2366,6,0.8063184958277443,
temperature,115,Fuyang,117.2097,31.934033333333332,6,0.8206454493361512,
temperature,116,Yiwu,120.06550000000001,29.319499999999998,6,0.8043824016978722,
temperature,117,Xinyang,114.061525,32.13015,6,0.8261119728693991,
temperature,118,Zhoukou,114.65715,33.621500000000005,6,0.8242463518759678,
temperature,119,Jincheng,112.84638333333332,35.50058333333333,6,0.7805741587451233,
temperature,120,Shuozhou,112.43119999999999,39.34474,6,0.8062329556597244,
temperature,121,Jinzhong,112.73200000000001,37.707233333333335,6,0.8029755610209534,
temperature,122,Yuncheng,111.007025,35.055324999999996,6,0.7849977201747739,
temperature,123,Xinzhou,112.72473333333335,38.454433333333334,6,0.762629301208754,
temperature,124,Lu:liang,111.1406,37.5211,6,0.8289922055914711,
temperature,125,Wuhai,106.80796666666667,39.675333333333334,6,0.8746941384724842,
temperature,126,Bayannaoer,107.50735,40.8384,6,0.8487834081631251,
temperature,127,Wulanchabu,113.1306,40.9923,6,0.863577953763679,
temperature,128,Alashanmeng,105.69966666666666,38.84296666666666,6,0.8881416059449255,
temperature,129,Chaoyang,120.42083333333335,41.59093333333334,6,0.8366434131515503,
temperature,130,Bangbu,117.35681666666669,32.929249999999996,6,0.8211987352476945,
temperature,131,Huainan,116.8364,32.66645,6,0.8167954402554063,
temperature,132,Huaibei,116.7973,33.940266666666666,6,0.8191413764566582,
temperature,133,Tongling,117.80895,30.929616666666664,6,0.7996001458454912,
temperature,134,Anqing,117.02473333333334,30.546900000000004,6,0.8087593745770371,
temperature,135,Huangshan,118.25546666666666,29.903033333333337,6,0.8027552039629333,
temperature,136,Chuzhou,118.31653333333334,32.3,6,0.812657168242039,
temperature,137,Liuan,116.514725,31.76245,6,0.7792188011815161,
temperature,138,Chizhou,117.48355000000001,30.6578,6,0.8049635659594212,
temperature,139,Xuancheng,118.73806666666667,30.953999999999997,6,0.7854826047789598,
temperature,140,Jingdezhen,117.2242,29.304219999999997,6,0.7955503650499494,
temperature,141,Yingtan,117.01343999999999,28.20856,6,0.7998803059463189,
temperature,142,Shangrao,117.9583,28.448825,6,0.8077025009699629,
temperature,143,Hebi,114.25113333333333,35.794533333333334,6,0.805373568414672,
temperature,144,Xinxiang,113.86766666666666,35.294999999999995,6,0.7908228670467957,
temperature,145,Puyang,115.057,35.76573333333334,6,0.8309974773251646,
temperature,146,Xuchang,113.81184999999999,34.0035,6,0.8199177625609531,
temperature,147,Luohe,114.0268,33.570325000000004,6,0.8220724966392113,
temperature,148,Nanyang,112.5317,32.990125000000006,6,0.7980485475256033,
temperature,149,Shangqiu,115.6547,34.421533333333336,6,0.8261858607735021,
temperature,150,Zhumadian,114.00903333333333,32.98930000000001,6,0.8276715606087494,
temperature,151,Huangshi,115.01512500000001,30.213050000000003,6,0.8113372202967732,
temperature,152,Shiyan,110.8579,32.563675,6,0.7920111075234838,
temperature,153,Xiangfan,112.171825,32.07015,6,0.813707994720708,
temperature,154,Ezhou,114.8666,30.393033333333335,6,0.8182174898087818,
temperature,155,Jingmen,112.20646666666669,31.025366666666667,6,0.8299657695018584,
temperature,156,Xiaogan,113.92865,30.918,6,0.8145122900188393,
temperature,157,Huanggang,114.9028,30.4742,6,0.8093542245902103,
temperature,158,Xianning,114.313325,29.840425,6,0.8069064232722125,
temperature,159,Suizhou,113.37996666666668,31.71636666666667,6,0.8210929091540439,
temperature,160,Enshizhou,109.4864,30.290399999999998,6,0.75109493687939,
temperature,161,Yiyang,112.34146666666668,28.581833333333332,6,0.8279625589164538,
temperature,162,Xiangxizhou,109.71415,28.2922,6,0.811609273279925,
temperature,163,Guangyuan,105.84909999999999,32.437375,6,0.7138729289587477,
temperature,164,Suining,105.69723333333333,30.574333333333332,6,0.8013399067716198,
temperature,165,Neijiang,105.052675,29.588475,6,0.8128029755657247,
temperature,166,Leshan,103.7602,29.573800000000002,6,0.7951335116395456,
temperature,167,Meishan,103.87010000000001,30.069,6,0.7968006209122802,
temperature,168,Guangan,106.63206666666667,30.459666666666667,6,0.803667642709745,
temperature,169,Dazhou,107.50337999999999,31.22138,6,0.778032326022969,
temperature,170,Yaan,103.0109,29.9834,6,0.7736144819917139,
temperature,171,Ziyang,104.6405,30.133,6,0.8021892498515664,
temperature,172,Hanzhong,107.01043333333332,33.07223333333334,6,0.7286538244837975,
temperature,173,Ankang,109.02213333333333,32.68973333333333,6,0.769174682926477,
temperature,174,Shangluo,109.9154,33.8715,6,0.7758862139014578,
temperature,175,Baiyin,104.1731,36.546949999999995,6,0.8087719013742757,
temperature,176,Tianshui,105.79475,34.573350000000005,6,0.7377087163479387,
temperature,177,Pingliang,106.68655000000001,35.53775,6,0.765061696491746,
temperature,178,Qingyang,107.65336666666667,35.65306666666667,6,0.782361771672528,
temperature,179,Dingxi,104.61985,35.58445,6,0.761108661163631,
temperature,180,Linxiazhou,103.21015,35.6018,6,0.7238881868856148,
temperature,181,Wuzhong,106.19925,37.97835,6,0.8288286037402556,
temperature,182,Zhongwei,105.18855,37.258700000000005,6,0.8321303493095424,
temperature,183,Guyuan,106.24953333333333,36.055,6,0.7830603089734266,
temperature,0,Beijing,116.39824999999998,40.045975000000006,9,0.6822948140575292,
temperature,1,Tianjin,117.32216666666666,39.07768333333333,9,0.7541114916570106,
temperature,2,Shijiazhuang,114.49317142857144,38.033628571428565,9,0.6844032861274254,
temperature,3,Tangshan,118.18291666666666,39.64495333333334,9,0.7342988850270219,
temperature,4,Qinhuangdao,119.606875,39.936249999999994,9,0.8109163237681734,
temperature,5,Handan,114.51387499999998,36.607859999999995,9,0.6990472181140925,
temperature,6,Baoding,115.4852,38.876266666666666,9,0.7193256008755318,
temperature,7,Zhangjiakou,114.90084999999999,40.80275,9,0.7359701943858276,
temperature,8,Chengde,117.92774,40.96416,9,0.7233630030376291,
