feature,future_day,past_quintile,future_quintile,median,q25,q75,stations
pressure,1,3,1,0.1129725085910653,0.10223367697594501,0.12671821305841924,184
pressure,1,3,2,0.24398625429553264,0.23582474226804123,0.25740979381443296,184
pressure,1,3,3,0.32581615120274915,0.29080756013745707,0.3483676975945017,184
pressure,1,3,4,0.22164948453608246,0.21477663230240548,0.22938144329896906,184
pressure,1,3,5,0.09600515463917526,0.0897766323024055,0.1052405498281787,184
pressure,1,4,1,0.06121134020618557,0.041237113402061855,0.07130584192439862,184
pressure,1,4,2,0.12671821305841924,0.11662371134020619,0.13530927835051546,184
pressure,1,4,3,0.24763745704467355,0.23872422680412372,0.2578393470790378,184
pressure,1,4,4,0.34170962199312716,0.31561426116838487,0.36125429553264604,184
pressure,1,4,5,0.22981099656357387,0.21509879725085912,0.23969072164948454,184
pressure,1,5,1,0.01309574924860455,0.008587376556462,0.01942893945899528,184
pressure,1,5,2,0.045942464577071705,0.04154143409188493,0.0502361528553027,184
pressure,1,5,3,0.0893087161872048,0.0798626019750966,0.10068699012451696,184
pressure,1,5,4,0.2556891369686561,0.24506225848003435,0.2632030914555603,184
pressure,1,5,5,0.5981107771575783,0.5713825676255904,0.6197939029626449,184
pressure,3,1,1,0.2650343642611684,0.25171821305841924,0.27920962199312716,184
pressure,3,1,2,0.20919243986254296,0.19362113402061856,0.22014604810996563,184
pressure,3,1,3,0.17461340206185566,0.16151202749140894,0.18180841924398625,184
pressure,3,1,4,0.17031786941580757,0.15710910652920962,0.18427835051546393,184
pressure,3,1,5,0.18041237113402062,0.171606529209622,0.19351374570446736,184
pressure,3,2,1,0.2184278350515464,0.19974226804123713,0.23732817869415807,184
pressure,3,2,2,0.21176975945017182,0.2026417525773196,0.22336769759450173,184
pressure,3,2,3,0.2031786941580756,0.1956615120274914,0.2115549828178694,184
pressure,3,2,4,0.18986254295532645,0.17515034364261167,0.20414518900343642,184
pressure,3,2,5,0.17719072164948454,0.1639819587628866,0.18567439862542956,184
pressure,3,3,1,0.18341924398625428,0.17310996563573883,0.19340635738831616,184
pressure,3,3,2,0.2115549828178694,0.2031786941580756,0.22132731958762886,184
pressure,3,3,3,0.21520618556701032,0.20564862542955326,0.22304553264604812,184
pressure,3,3,4,0.20618556701030927,0.19748711340206185,0.21574312714776633,184
pressure,3,3,5,0.17568728522336768,0.16838487972508592,0.19308419243986255,184
pressure,3,4,1,0.15979381443298968,0.14379295532646047,0.17783505154639176,184
pressure,3,4,2,0.19630584192439862,0.1871778350515464,0.20586340206185566,184
pressure,3,4,3,0.22207903780068727,0.20919243986254296,0.23067010309278352,184
pressure,3,4,4,0.2190721649484536,0.2069372852233677,0.234643470790378,184
pressure,3,4,5,0.20124570446735396,0.19115120274914088,0.21391752577319587,184
pressure,3,5,1,0.17110347788750535,0.15586088449978533,0.1971876341777587,184
pressure,3,5,2,0.1678832116788321,0.16047659939888365,0.17732932589094033,184
pressure,3,5,3,0.18699012451696007,0.17679261485616146,0.1989051094890511,184
pressure,3,5,4,0.20953198797767283,0.2009446114212108,0.2203735508802061,184
pressure,3,5,5,0.25354229282954055,0.22788750536711036,0.2863890081580077,184
rh950,1,1,1,0.5672250859106529,0.533397766323024,0.5950386597938144,184
rh950,1,1,2,0.2459192439862543,0.22240120274914088,0.26374570446735396,184
rh950,1,1,3,0.1093213058419244,0.0936426116838488,0.12714776632302405,184
rh950,1,1,4,0.05627147766323024,0.047036082474226804,0.06840635738831614,184
rh950,1,1,5,0.022336769759450172,0.015463917525773196,0.03200171821305842,184
rh950,1,2,1,0.21993127147766323,0.20962199312714777,0.234106529209622,184
rh950,1,2,2,0.33719931271477666,0.3164733676975945,0.36093213058419243,184
rh950,1,2,3,0.23324742268041238,0.22068298969072164,0.25128865979381443,184
rh950,1,2,4,0.13810137457044674,0.12714776632302405,0.14529639175257733,184
rh950,1,2,5,0.06421821305841924,0.05111683848797251,0.07731958762886598,184
rh950,1,3,1,0.10609965635738831,0.08913230240549828,0.12210051546391752,184
rh950,1,3,2,0.21971649484536082,0.20607817869415807,0.2417310996563574,184
rh950,1,3,3,0.3011168384879725,0.2770618556701031,0.3274269759450172,184
rh950,1,3,4,0.24140893470790378,0.22981099656357387,0.25171821305841924,184
rh950,1,3,5,0.1247852233676976,0.11501288659793814,0.13960481099656358,184
rh950,1,4,1,0.06443298969072164,0.054553264604811,0.08000429553264604,184
rh950,1,4,2,0.1172680412371134,0.10814003436426117,0.13659793814432988,184
rh950,1,4,3,0.23024054982817868,0.21423969072164947,0.24355670103092783,184
rh950,1,4,4,0.33419243986254293,0.3127147766323024,0.3544888316151203,184
rh950,1,4,5,0.2506443298969072,0.24097938144329897,0.2599871134020619,184
rh950,1,5,1,0.041219407471017606,0.028231000429368828,0.05206097037355088,184
rh950,1,5,2,0.072992700729927,0.06215113782739373,0.08555173894375268,184
rh950,1,5,3,0.11807642765135251,0.10777157578359811,0.1310648346930013,184
rh950,1,5,4,0.23014169171318163,0.22015886646629457,0.24645770717045942,184
rh950,1,5,5,0.5343495062258481,0.49710176041219406,0.5650493774151997,184
rh950,3,1,1,0.3167955326460481,0.2963917525773196,0.3403135738831615,184
rh950,3,1,2,0.22036082474226804,0.20081615120274915,0.22873711340206185,184
rh950,3,1,3,0.1724656357388316,0.16194158075601375,0.18814432989690721,184
rh950,3,1,4,0.1490549828178694,0.1404639175257732,0.15893470790378006,184
rh950,3,1,5,0.14218213058419243,0.1174828178694158,0.16301546391752578,184
rh950,3,2,1,0.20682989690721648,0.19201030927835053,0.22207903780068727,184
rh950,3,2,2,0.22916666666666666,0.21509879725085912,0.24344931271477663,184
rh950,3,2,3,0.21176975945017182,0.20103092783505155,0.22089776632302405,184
rh950,3,2,4,0.18835910652920962,0.17740549828178695,0.19974226804123713,184
rh950,3,2,5,0.16151202749140894,0.14540378006872853,0.1757946735395189,184
rh950,3,3,1,0.16086769759450173,0.14776632302405499,0.1757946735395189,184
rh950,3,3,2,0.20962199312714777,0.19802405498281786,0.22003865979381443,184
rh950,3,3,3,0.2227233676975945,0.21295103092783504,0.23582474226804123,184
rh950,3,3,4,0.21950171821305842,0.20822594501718214,0.22938144329896906,184
rh950,3,3,5,0.18406357388316152,0.1718213058419244,0.19984965635738833,184
rh950,3,4,1,0.14626288659793815,0.13477233676975944,0.16505584192439862,184
rh950,3,4,2,0.17804982817869416,0.16999570446735396,0.1870704467353952,184
rh950,3,4,3,0.21284364261168384,0.1992053264604811,0.2268041237113402,184
rh950,3,4,4,0.23625429553264604,0.2259450171821306,0.24742268041237114,184
rh950,3,4,5,0.22036082474226804,0.2104810996563574,0.23024054982817868,184
rh950,3,5,1,0.17110347788750535,0.1516745384285101,0.18419922713610992,184
rh950,3,5,2,0.16552168312580506,0.15027908973808501,0.1774366680978961,184
rh950,3,5,3,0.17840274796049804,0.16316015457277802,0.1906397595534564,184
rh950,3,5,4,0.1996565049377415,0.18795620437956206,0.21511378273937312,184
rh950,3,5,5,0.2883211678832117,0.2665306998711894,0.3194504079003864,184
wind_speed,1,1,1,0.36125429553264604,0.328930412371134,0.3867053264604811,184
wind_speed,1,1,2,0.24527491408934707,0.2339991408934708,0.25644329896907214,184
wind_speed,1,1,3,0.18320446735395188,0.17482817869415807,0.19201030927835053,184
wind_speed,1,1,4,0.13402061855670103,0.12059707903780069,0.14701460481099657,184
wind_speed,1,1,5,0.07946735395189003,0.05756013745704467,0.10008591065292097,184
wind_speed,1,2,1,0.23689862542955326,0.22723367697594501,0.24710051546391754,184
wind_speed,1,2,2,0.23990549828178695,0.22766323024054982,0.250536941580756,184
wind_speed,1,2,3,0.21585051546391754,0.20790378006872853,0.22519329896907217,184
wind_speed,1,2,4,0.18341924398625428,0.17482817869415807,0.19039948453608246,184
wind_speed,1,2,5,0.12220790378006872,0.11286512027491409,0.13702749140893472,184
wind_speed,1,3,1,0.179553264604811,0.16924398625429554,0.1875,184
wind_speed,1,3,2,0.2109106529209622,0.2035008591065292,0.218213058419244,184
wind_speed,1,3,3,0.22508591065292097,0.21638745704467355,0.23689862542955326,184
wind_speed,1,3,4,0.21649484536082475,0.20822594501718214,0.22530068728522337,184
wind_speed,1,3,5,0.16731099656357387,0.156786941580756,0.17536512027491408,184
wind_speed,1,4,1,0.13616838487972507,0.12714776632302405,0.14948453608247422,184
wind_speed,1,4,2,0.17676116838487974,0.16795532646048109,0.18524484536082475,184
wind_speed,1,4,3,0.20876288659793815,0.20060137457044674,0.21778350515463918,184
wind_speed,1,4,4,0.23711340206185566,0.22798539518900343,0.25,184
wind_speed,1,4,5,0.23754295532646047,0.226159793814433,0.24795962199312716,184
wind_speed,1,5,1,0.08651781880635466,0.07674967797337914,0.10229712322885359,184
wind_speed,1,5,2,0.12773722627737227,0.11807642765135251,0.1382567625590382,184
wind_speed,1,5,3,0.16144267926148562,0.15285530270502362,0.17389437526835552,184
wind_speed,1,5,4,0.2277801631601546,0.21887075998282526,0.23829969944182053,184
wind_speed,1,5,5,0.39587805925289826,0.3633533705452984,0.42378703306139975,184
wind_speed,3,1,1,0.20103092783505155,0.19415807560137457,0.21574312714776633,184
wind_speed,3,1,2,0.1958762886597938,0.18814432989690721,0.20457474226804123,184
wind_speed,3,1,3,0.19845360824742267,0.1877147766323024,0.20919243986254296,184
wind_speed,3,1,4,0.19845360824742267,0.1913659793814433,0.20919243986254296,184
wind_speed,3,1,5,0.20146048109965636,0.18685567010309279,0.21230670103092783,184
wind_speed,3,2,1,0.19115120274914088,0.18116408934707903,0.20231958762886598,184
wind_speed,3,2,2,0.20060137457044674,0.195446735395189,0.20972938144329897,184
wind_speed,3,2,3,0.20597079037800686,0.19780927835051546,0.21359536082474226,184
wind_speed,3,2,4,0.20425257731958762,0.19716494845360824,0.2114475945017182,184
wind_speed,3,2,5,0.19716494845360824,0.1876073883161512,0.20618556701030927,184
wind_speed,3,3,1,0.19243986254295534,0.18213058419243985,0.19942010309278352,184
wind_speed,3,3,2,0.20146048109965636,0.19329896907216496,0.20972938144329897,184
wind_speed,3,3,3,0.20532646048109965,0.19759450171821305,0.21273625429553264,184
wind_speed,3,3,4,0.20231958762886598,0.1958762886597938,0.2114475945017182,184
wind_speed,3,3,5,0.19759450171821305,0.1872852233676976,0.20972938144329897,184
wind_speed,3,4,1,0.195446735395189,0.188036941580756,0.20532646048109965,184
wind_speed,3,4,2,0.19974226804123713,0.19190292096219932,0.20801116838487974,184
wind_speed,3,4,3,0.20146048109965636,0.19308419243986255,0.20962199312714777,184
wind_speed,3,4,4,0.20060137457044674,0.19243986254295534,0.20919243986254296,184
wind_speed,3,4,5,0.20189003436426117,0.19233247422680413,0.21005154639175258,184
wind_speed,3,5,1,0.21726062687848863,0.20437956204379562,0.23014169171318163,184
wind_speed,3,5,2,0.19901245169600687,0.188922284242164,0.20953198797767283,184
wind_speed,3,5,3,0.1893516530699871,0.1781880635465865,0.19836839845427223,184
wind_speed,3,5,4,0.19214255045083728,0.18334048948046372,0.2013739802490339,184
wind_speed,3,5,5,0.2054529841133534,0.18591670244740233,0.224237870330614,184
wind_u,1,1,1,0.4170962199312715,0.38359106529209624,0.44394329896907214,184
wind_u,1,1,2,0.23217353951890035,0.21724656357388317,0.24742268041237114,184
wind_u,1,1,3,0.15871993127147765,0.14980670103092783,0.16945876288659795,184
wind_u,1,1,4,0.11426116838487972,0.10330756013745705,0.12639604810996563,184
wind_u,1,1,5,0.07925257731958762,0.06303694158075601,0.09858247422680412,184
wind_u,1,2,1,0.24420103092783504,0.23024054982817868,0.25859106529209624,184
wind_u,1,2,2,0.2693298969072165,0.2536512027491409,0.2866194158075601,184
wind_u,1,2,3,0.21735395189003437,0.20564862542955326,0.22734106529209622,184
wind_u,1,2,4,0.15957903780068727,0.1480884879725086,0.17096219931271478,184
wind_u,1,2,5,0.1054553264604811,0.09450171821305842,0.12424828178694158,184
wind_u,1,3,1,0.15786082474226804,0.14722938144329897,0.17031786941580757,184
wind_u,1,3,2,0.22551546391752578,0.21692439862542956,0.24065721649484537,184
wind_u,1,3,3,0.24484536082474226,0.23281786941580757,0.25601374570446733,184
wind_u,1,3,4,0.21348797250859106,0.20221219931271478,0.22261597938144329,184
wind_u,1,3,5,0.15463917525773196,0.14475945017182132,0.16763316151202748,184
wind_u,1,4,1,0.11490549828178694,0.09664948453608248,0.12886597938144329,184
wind_u,1,4,2,0.1643041237113402,0.15496134020618557,0.17676116838487974,184
wind_u,1,4,3,0.22293814432989692,0.21219931271477663,0.23260309278350516,184
wind_u,1,4,4,0.2661082474226804,0.249463058419244,0.27974656357388317,184
wind_u,1,4,5,0.23109965635738833,0.22368986254295534,0.2426975945017182,184
wind_u,1,5,1,0.06998711893516531,0.05259768140832975,0.0850150279089738,184
wind_u,1,5,2,0.0996135680549592,0.0850150279089738,0.11550021468441392,184
wind_u,1,5,3,0.1552168312580507,0.13857878917990554,0.17228424216401889,184
wind_u,1,5,4,0.24581365392872478,0.23432803778445685,0.26105624731644483,184
wind_u,1,5,5,0.42851009016745384,0.399313009875483,0.45491627307857446,184
wind_u,3,1,1,0.19286941580756015,0.17901632302405499,0.20854810996563575,184
wind_u,3,1,2,0.1879295532646048,0.17697594501718214,0.20060137457044674,184
wind_u,3,1,3,0.19029209621993126,0.18170103092783504,0.19856099656357387,184
wind_u,3,1,4,0.2031786941580756,0.18932560137457044,0.21574312714776633,184
wind_u,3,1,5,0.22487113402061856,0.20865549828178695,0.24076460481099657,184
wind_u,3,2,1,0.20210481099656358,0.18889604810996563,0.21348797250859106,184
wind_u,3,2,2,0.20725945017182132,0.19823883161512026,0.21477663230240548,184
wind_u,3,2,3,0.2036082474226804,0.19329896907216496,0.21273625429553264,184
wind_u,3,2,4,0.1950171821305842,0.18545962199312716,0.20489690721649484,184
wind_u,3,2,5,0.19286941580756015,0.18159364261168384,0.202856529209622,184
wind_u,3,3,1,0.2029639175257732,0.19233247422680413,0.21348797250859106,184
wind_u,3,3,2,0.20747422680412372,0.19802405498281786,0.21531357388316152,184
wind_u,3,3,3,0.20532646048109965,0.194909793814433,0.21219931271477663,184
wind_u,3,3,4,0.19458762886597938,0.18556701030927836,0.20425257731958762,184
wind_u,3,3,5,0.19029209621993126,0.18127147766323023,0.19909793814432988,184
wind_u,3,4,1,0.19609106529209622,0.188036941580756,0.20586340206185566,184
wind_u,3,4,2,0.19737972508591065,0.19158075601374572,0.20704467353951891,184
wind_u,3,4,3,0.20489690721649484,0.19662800687285223,0.21477663230240548,184
wind_u,3,4,4,0.20446735395189003,0.1950171821305842,0.21305841924398625,184
wind_u,3,4,5,0.1950171821305842,0.1875,0.20425257731958762,184
wind_u,3,5,1,0.20459424645770719,0.18806354658651783,0.2203735508802061,184
wind_u,3,5,2,0.1972949763847145,0.18591670244740233,0.20867325032202663,184
wind_u,3,5,3,0.1964362387290683,0.18376985830828682,0.20824388149420353,184
wind_u,3,5,4,0.20072992700729925,0.1910691283812795,0.21597252039501932,184
wind_u,3,5,5,0.19686560755689136,0.18237440961786175,0.21854873336195793,184
wind_v,1,1,1,0.38230240549828176,0.3541666666666667,0.41978092783505155,184
wind_v,1,1,2,0.26353092783505155,0.2495704467353952,0.27545103092783507,184
wind_v,1,1,3,0.16945876288659795,0.16022336769759452,0.1803049828178694,184
wind_v,1,1,4,0.11254295532646048,0.09579037800687286,0.12832903780068727,184
wind_v,1,1,5,0.06464776632302405,0.051009450171821305,0.08698453608247422,184
wind_v,1,2,1,0.22079037800687284,0.20876288659793815,0.23668384879725085,184
wind_v,1,2,2,0.25687285223367695,0.23926116838487974,0.27298109965635736,184
wind_v,1,2,3,0.23131443298969073,0.22014604810996563,0.24140893470790378,184
wind_v,1,2,4,0.1718213058419244,0.15936426116838487,0.18395618556701032,184
wind_v,1,2,5,0.1211340206185567,0.10341494845360825,0.1328393470790378,184
wind_v,1,3,1,0.15420962199312716,0.14293384879725085,0.16505584192439862,184
wind_v,1,3,2,0.20511168384879724,0.195446735395189,0.21606529209621994,184
wind_v,1,3,3,0.24441580756013745,0.23324742268041238,0.25880584192439865,184
wind_v,1,3,4,0.23152920962199314,0.2190721649484536,0.242590206185567,184
wind_v,1,3,5,0.16237113402061856,0.15324312714776633,0.17278780068728522,184
wind_v,1,4,1,0.12457044673539519,0.11383161512027491,0.13756443298969073,184
wind_v,1,4,2,0.15292096219931273,0.13981958762886598,0.16473367697594501,184
wind_v,1,4,3,0.20425257731958762,0.194909793814433,0.21520618556701032,184
wind_v,1,4,4,0.26804123711340205,0.24935567010309279,0.29435137457044674,184
wind_v,1,4,5,0.24570446735395188,0.23281786941580757,0.2547250859106529,184
wind_v,1,5,1,0.11206526406182911,0.09607127522541864,0.1279519106912838,184
wind_v,1,5,2,0.12430227565478746,0.11066981537140402,0.13879347359381708,184
wind_v,1,5,3,0.145985401459854,0.1348218119364534,0.15414340918849292,184
wind_v,1,5,4,0.2116788321167883,0.1996565049377415,0.22327179046801202,184
wind_v,1,5,5,0.4014598540145985,0.37000858737655645,0.4357020180334908,184
wind_v,3,1,1,0.18427835051546393,0.16580756013745704,0.20532646048109965,184
wind_v,3,1,2,0.19115120274914088,0.1799828178694158,0.20489690721649484,184
wind_v,3,1,3,0.20231958762886598,0.19029209621993126,0.20940721649484537,184
wind_v,3,1,4,0.20489690721649484,0.19104381443298968,0.21993127147766323,184
wind_v,3,1,5,0.2186426116838488,0.20478951890034364,0.22981099656357387,184
wind_v,3,2,1,0.19716494845360824,0.18631872852233677,0.20747422680412372,184
wind_v,3,2,2,0.20640034364261167,0.19791666666666666,0.21531357388316152,184
wind_v,3,2,3,0.203393470790378,0.195446735395189,0.21273625429553264,184
wind_v,3,2,4,0.20060137457044674,0.19286941580756015,0.20876288659793815,184
wind_v,3,2,5,0.18964776632302405,0.1791237113402062,0.202856529209622,184
wind_v,3,3,1,0.19888316151202748,0.188036941580756,0.21176975945017182,184
wind_v,3,3,2,0.20511168384879724,0.19630584192439862,0.21273625429553264,184
wind_v,3,3,3,0.20790378006872853,0.20103092783505155,0.218213058419244,184
wind_v,3,3,4,0.20532646048109965,0.195446735395189,0.21348797250859106,184
wind_v,3,3,5,0.18127147766323023,0.16967353951890035,0.19254725085910654,184
wind_v,3,4,1,0.20038659793814434,0.18599656357388317,0.2104810996563574,184
wind_v,3,4,2,0.20146048109965636,0.19286941580756015,0.20962199312714777,184
wind_v,3,4,3,0.20489690721649484,0.19415807560137457,0.21359536082474226,184
wind_v,3,4,4,0.2027491408934708,0.19448024054982818,0.21230670103092783,184
wind_v,3,4,5,0.19286941580756015,0.18513745704467355,0.20060137457044674,184
wind_v,3,5,1,0.2224130528123658,0.20244740231859165,0.23357664233576642,184
wind_v,3,5,2,0.19622155431515673,0.18634607127522543,0.2087805925289824,184
wind_v,3,5,3,0.18269643623872905,0.17174753112924002,0.19117647058823528,184
wind_v,3,5,4,0.18441391155002146,0.17217689995706312,0.1958995276942894,184
wind_v,3,5,5,0.2161872048089309,0.19997853155860884,0.23057106054100474,184
pbl,1,1,1,0.43105670103092786,0.4054982817869416,0.4493127147766323,184
pbl,1,1,2,0.23067010309278352,0.21617268041237114,0.2428049828178694,184
pbl,1,1,3,0.1486254295532646,0.13788659793814434,0.15871993127147765,184
pbl,1,1,4,0.1095360824742268,0.10051546391752578,0.1212414089347079,184
pbl,1,1,5,0.07946735395189003,0.06701030927835051,0.09450171821305842,184
pbl,1,2,1,0.24398625429553264,0.2262671821305842,0.25698024054982815,184
pbl,1,2,2,0.27448453608247425,0.26406786941580757,0.28790807560137455,184
pbl,1,2,3,0.21950171821305842,0.20779639175257733,0.22809278350515463,184
pbl,1,2,4,0.15786082474226804,0.1486254295532646,0.16494845360824742,184
pbl,1,2,5,0.1056701030927835,0.09664948453608248,0.11232817869415808,184
pbl,1,3,1,0.15721649484536082,0.1481958762886598,0.16591494845360824,184
pbl,1,3,2,0.22766323024054982,0.218213058419244,0.23711340206185566,184
pbl,1,3,3,0.2538659793814433,0.24355670103092783,0.26396048109965636,184
pbl,1,3,4,0.2184278350515464,0.20833333333333334,0.22766323024054982,184
pbl,1,3,5,0.14261168384879724,0.13359106529209622,0.15206185567010308,184
pbl,1,4,1,0.1054553264604811,0.09621993127147767,0.1172680412371134,184
pbl,1,4,2,0.16537800687285223,0.15549828178694158,0.17396907216494845,184
pbl,1,4,3,0.22487113402061856,0.21767611683848798,0.2345360824742268,184
pbl,1,4,4,0.27534364261168387,0.26288659793814434,0.28865979381443296,184
pbl,1,4,5,0.226159793814433,0.21606529209621994,0.23625429553264604,184
pbl,1,5,1,0.06676685272649206,0.048089308716187204,0.08125805066552169,184
pbl,1,5,2,0.09918419922713612,0.09102619149849721,0.10991841992271362,184
pbl,1,5,3,0.1543580936024045,0.14201373980249035,0.1636968656075569,184
pbl,1,5,4,0.23894375268355517,0.22788750536711036,0.2483898668956634,184
pbl,1,5,5,0.44568484328037783,0.42679261485616143,0.460390725633319,184
pbl,3,1,1,0.25816151202749144,0.23969072164948454,0.27362542955326463,184
pbl,3,1,2,0.20725945017182132,0.194909793814433,0.21875,184
pbl,3,1,3,0.18492268041237114,0.17257302405498282,0.19598367697594501,184
pbl,3,1,4,0.17633161512027493,0.1640893470790378,0.18599656357388317,184
pbl,3,1,5,0.16967353951890035,0.15893470790378006,0.18567439862542956,184
pbl,3,2,1,0.20103092783505155,0.19018470790378006,0.21230670103092783,184
pbl,3,2,2,0.21756872852233677,0.2069372852233677,0.22981099656357387,184
pbl,3,2,3,0.20747422680412372,0.19888316151202748,0.21735395189003437,184
pbl,3,2,4,0.19243986254295534,0.18460051546391754,0.2029639175257732,184
pbl,3,2,5,0.18256013745704466,0.16870704467353953,0.19082903780068727,184
pbl,3,3,1,0.18298969072164947,0.1718213058419244,0.1950171821305842,184
pbl,3,3,2,0.2036082474226804,0.19276202749140894,0.21574312714776633,184
pbl,3,3,3,0.21391752577319587,0.2036082474226804,0.22304553264604812,184
pbl,3,3,4,0.20833333333333334,0.20017182130584193,0.21993127147766323,184
pbl,3,3,5,0.18835910652920962,0.17600945017182132,0.20113831615120276,184
pbl,3,4,1,0.17010309278350516,0.16290807560137457,0.1799828178694158,184
pbl,3,4,2,0.18685567010309279,0.17772766323024056,0.1946950171821306,184
pbl,3,4,3,0.20575601374570446,0.19727233676975944,0.21531357388316152,184
pbl,3,4,4,0.22164948453608246,0.21252147766323023,0.23238831615120276,184
pbl,3,4,5,0.21305841924398625,0.2031786941580756,0.22261597938144329,184
pbl,3,5,1,0.18269643623872905,0.165092314297982,0.201803349076857,184
pbl,3,5,2,0.18419922713610992,0.16680978960927437,0.20019321597252038,184
pbl,3,5,3,0.18913696865607554,0.17689995706311723,0.2000858737655646,184
pbl,3,5,4,0.19987118935165304,0.18763417775869473,0.21425504508372692,184
pbl,3,5,5,0.24044654358093603,0.21339630742808072,0.2667453842851009,184
ventilation,1,1,1,0.41602233676975947,0.39347079037800686,0.43911082474226804,184
ventilation,1,1,2,0.219286941580756,0.19834621993127147,0.24076460481099657,184
ventilation,1,1,3,0.15764604810996563,0.14132302405498282,0.16720360824742267,184
