feature,season,lead_hour,median,q25,q75,stations
wind_u,SON,24,0.2812306593880387,0.22887776867229914,0.3182703671309223,184
wind_u,SON,48,0.04051116251213953,0.0001984913273501708,0.09506616763884124,184
wind_u,SON,72,-0.013700955448515597,-0.035715981515780294,0.029778414547489186,184
wind_v,DJF,3,0.9091156116767944,0.8644786190924851,0.9198273222317425,184
wind_v,DJF,24,0.12218478029434603,0.059218036060222815,0.20846153374685605,184
wind_v,DJF,48,-0.02245275339461608,-0.0552820921796028,0.012837198892696427,184
wind_v,DJF,72,-0.0005192909461858643,-0.023191601221794648,0.01985461956032686,184
wind_v,MAM,3,0.8952435125981415,0.8491639649595082,0.9153045919565781,184
wind_v,MAM,24,0.17812235731505022,0.1112310836661518,0.23906773567284265,184
wind_v,MAM,48,-0.05906087261170238,-0.08613314449215402,-0.031329026503008166,184
wind_v,MAM,72,-0.09635450398107101,-0.11603153339061315,-0.026885849814840466,184
wind_v,JJA,3,0.896299503206482,0.8346278463614094,0.9127281016679241,184
wind_v,JJA,24,0.3723434763463068,0.2943215983307337,0.44088569949306106,184
wind_v,JJA,48,0.1266554950509306,0.06257271130846244,0.190142095897942,184
wind_v,JJA,72,0.08262755920280612,0.029863721513027443,0.13541419859529608,184
wind_v,SON,3,0.9138330854227779,0.8711976656656277,0.927723090408073,184
wind_v,SON,24,0.2513361969153256,0.18079824886392712,0.35139194761340514,184
wind_v,SON,48,0.012351892846509258,-0.019922966865037577,0.040607476448103405,184
wind_v,SON,72,-0.06004916853220285,-0.08109546256564673,-0.035697078303057,184
pbl,DJF,3,0.6603647043199368,0.6121285620311564,0.7198821524437017,184
pbl,DJF,24,0.34436582741739274,0.313008380129406,0.3856906186911788,184
pbl,DJF,48,0.09772557397623688,0.06761508220905953,0.13204383586958884,184
pbl,DJF,72,0.025067079519786848,-0.0034403715173782386,0.04789380393188577,184
pbl,MAM,3,0.5679416309345291,0.542700513927805,0.5995037491228277,184
pbl,MAM,24,0.2823650646673077,0.22574009693203012,0.30423304650391536,184
pbl,MAM,48,0.04586446376394464,0.026504314473333977,0.08587387901214596,184
pbl,MAM,72,0.010683079675719465,-0.029335025219229427,0.0587294918647121,184
pbl,JJA,3,0.5756966274503912,0.5462776404720672,0.618211796154944,184
pbl,JJA,24,0.43785582680220364,0.39512696620858456,0.489466989362888,184
pbl,JJA,48,0.2447176900319729,0.18345129595118148,0.28767420720630954,184
pbl,JJA,72,0.17208829503541132,0.1120142321204272,0.20583238575398555,184
pbl,SON,3,0.585027570344897,0.5505466112100468,0.6396223384255929,184
pbl,SON,24,0.35734089611910586,0.3083549124956494,0.4152071744882879,184
pbl,SON,48,0.16046535352495062,0.12809837016934988,0.20216720738844202,184
pbl,SON,72,0.0891535199742261,0.06238143120543277,0.12684632955734787,184
ventilation,DJF,3,0.7704437243109643,0.7204781282371272,0.8111790955229099,184
ventilation,DJF,24,0.259476432499131,0.209310044218993,0.2985054876691048,184
ventilation,DJF,48,0.03701247485495873,0.018766771862341526,0.05510679864477182,184
ventilation,DJF,72,-0.031108861148676642,-0.06016123899755876,-0.004974363691362074,184
ventilation,MAM,3,0.7134666281348003,0.6731296703934639,0.7453879316032216,184
ventilation,MAM,24,0.16590221682337974,0.09890702862509212,0.21930310994084626,184
ventilation,MAM,48,-0.0013031350169508465,-0.020601531565437384,0.014569574244125747,184
ventilation,MAM,72,-0.008696870866103316,-0.043352409671834576,0.018641857328570315,184
ventilation,JJA,3,0.7298398875825035,0.6761007268982765,0.8102524986070877,184
ventilation,JJA,24,0.39259610853055393,0.32897107116334884,0.44904164434173316,184
ventilation,JJA,48,0.16269010097874642,0.11551315033252028,0.2037315598103817,184
ventilation,JJA,72,0.0840593928509646,0.04459689890476328,0.11173864519073615,184
ventilation,SON,3,0.7681709706110609,0.7175164449011889,0.8180966249364909,184
ventilation,SON,24,0.24108947816808557,0.17204621061391878,0.30532442752948985,184
ventilation,SON,48,0.07157789329479335,0.03793841021851962,0.10485036763715258,184
ventilation,SON,72,-0.0018776339944601384,-0.0292117360507696,0.0371186591777331,184
dewpoint_deficit,DJF,3,0.8748518463656547,0.8546954721266419,0.8950321069370677,184
dewpoint_deficit,DJF,24,0.5234845731555209,0.4604538416447773,0.5783300583043043,184
dewpoint_deficit,DJF,48,0.27443861083789656,0.21344020718540052,0.3067561793428781,184
dewpoint_deficit,DJF,72,0.15605987755833192,0.10658973748593475,0.19658469722381078,184
dewpoint_deficit,MAM,3,0.8790263756435607,0.8627123933204857,0.894325273152133,184
dewpoint_deficit,MAM,24,0.4416190201577541,0.3969106192300321,0.47115171022559404,184
dewpoint_deficit,MAM,48,0.13036137323788854,0.09987314610571814,0.17619323966836842,184
dewpoint_deficit,MAM,72,0.04630182433724439,-0.0022674808259101147,0.1132209166564431,184
dewpoint_deficit,JJA,3,0.8877146344888369,0.8721352793519546,0.900109038661822,184
dewpoint_deficit,JJA,24,0.5816533495129934,0.5380360350157347,0.6179817472849854,184
dewpoint_deficit,JJA,48,0.34732284060586716,0.28090796168077836,0.401279975073212,184
dewpoint_deficit,JJA,72,0.2424748036743527,0.18843636882594664,0.30467889037928775,184
dewpoint_deficit,SON,3,0.8715082341704686,0.8518522616147414,0.8902134082242621,184
dewpoint_deficit,SON,24,0.5915204054836152,0.5269125148738403,0.6525082628962106,184
dewpoint_deficit,SON,48,0.3852014119895796,0.2897140485925833,0.4539737088135774,184
dewpoint_deficit,SON,72,0.3053922308470154,0.20410678768321436,0.37142004605132384,184
log_precipitation,DJF,3,0.7331692228034903,0.7149250472361546,0.7526989554360763,184
log_precipitation,DJF,24,0.04712880543062209,-0.0008420040268619383,0.12429479490653547,184
log_precipitation,DJF,48,0.016220201722627378,-0.015401750591615514,0.05735906678180902,184
log_precipitation,DJF,72,-0.009108510825214279,-0.023968739097032,0.0072453865392184975,184
log_precipitation,MAM,3,0.6436511875247322,0.6043626473002948,0.6677734144673046,184
log_precipitation,MAM,24,0.024250109648773464,0.0011323514899874772,0.05524446195633248,184
log_precipitation,MAM,48,-0.019974355229559156,-0.032013353927997416,-0.001238966042881587,184
log_precipitation,MAM,72,-0.016096143090783926,-0.03336413259963558,0.009453233716780541,184
log_precipitation,JJA,3,0.627391168540375,0.5702782332342989,0.6578797374386156,184
log_precipitation,JJA,24,0.10241633942887104,0.07189816092670012,0.1602180512300622,184
log_precipitation,JJA,48,0.022329712384255136,-0.004794404716597101,0.051133770422397626,184
log_precipitation,JJA,72,0.004049098340350431,-0.010873064210545402,0.02433407790843984,184
log_precipitation,SON,3,0.6940747959326061,0.6422960185767377,0.7229570597800212,184
log_precipitation,SON,24,0.12217016876263405,0.07986889880460007,0.1627178669968205,184
log_precipitation,SON,48,0.008731251280613205,-0.015638872891176193,0.035957669083677896,184
log_precipitation,SON,72,0.003753656236747633,-0.015661558211291275,0.023438005229761947,184
