feature,lead_hour,median,q25,q75,stations
wind_u,27,0.2284557866264084,0.16944606347807775,0.26420063211255945,184
wind_u,30,0.1745795159389837,0.12594185249792922,0.21163402781261526,184
wind_u,33,0.1344759506551248,0.09171989787761059,0.1691898049348448,184
wind_u,36,0.10614881745155519,0.06964949979383496,0.13707762745386054,184
wind_u,39,0.08355897587794715,0.05384695363269858,0.11069474916211655,184
wind_u,42,0.06835090596427418,0.04151807930193269,0.08994374076817271,184
wind_u,45,0.05465295509590494,0.031904516148520745,0.0754182504937321,184
wind_u,48,0.041201794410087714,0.020279143640414984,0.06084280144156498,184
wind_u,51,0.025744228635521817,0.006231897737229979,0.04809547410185061,184
wind_u,54,0.010547385470564349,-0.003877506308842939,0.03542138091406909,184
wind_u,57,-0.0016747327230843272,-0.014624261688041148,0.02486012916077446,184
wind_u,60,-0.008170087897643829,-0.02869423532118082,0.017347094169736236,184
wind_u,63,-0.016400026101773837,-0.03516664093018737,0.011281864931951668,184
wind_u,66,-0.022303103905831092,-0.04112799131405655,0.008428824075561312,184
wind_u,69,-0.02466657536697405,-0.04550987534206015,0.007052071020137359,184
wind_u,72,-0.027529437524864916,-0.04695602683590217,0.002086063619848941,184
wind_v,3,0.9030107385008361,0.8575154317368772,0.917702767129619,184
wind_v,6,0.7798725795732859,0.6779388892881895,0.8005591372330585,184
wind_v,9,0.6569262640701532,0.5347294102730344,0.6945191366493425,184
wind_v,12,0.5459243863629673,0.4175454291376712,0.5999340109018678,184
wind_v,15,0.44376115864538235,0.32971778968021087,0.5115693361025216,184
wind_v,18,0.3504444528699533,0.25705295523592575,0.43032429165751807,184
wind_v,21,0.2749505408352284,0.21137745237327504,0.3552315446192349,184
wind_v,24,0.2081421774991727,0.15486938911448722,0.28869537287839364,184
wind_v,27,0.14759802440469905,0.096606495509756,0.22137765358644743,184
wind_v,30,0.09742400843154587,0.052184434003766336,0.16394265513832568,184
wind_v,33,0.06077542420707496,0.02415011168925023,0.11877256452633012,184
wind_v,36,0.03655225523014131,0.0026731342691188563,0.08675469323329298,184
wind_v,39,0.023270800045417823,-0.005307357662657335,0.06667709628745128,184
wind_v,42,0.015475105694641798,-0.014323134624267236,0.053040397634335296,184
wind_v,45,0.011563911064525322,-0.024562700630464895,0.04024166123641758,184
wind_v,48,0.0020897666118441264,-0.03075497659520305,0.029697043598548883,184
wind_v,51,-0.007810617279231414,-0.03571432628679024,0.016950240394691604,184
wind_v,54,-0.013688874909040218,-0.03935840279046508,0.005519586457187994,184
wind_v,57,-0.018713777642266054,-0.03858960736079209,0.0027676192999759007,184
wind_v,60,-0.01850652580825928,-0.03721952851852863,0.003055761131409687,184
wind_v,63,-0.014990867282241594,-0.03757342646963588,0.00446214600446003,184
wind_v,66,-0.012900217348606186,-0.037720236213165975,0.0053297246331714555,184
wind_v,69,-0.010185150161432056,-0.03843680534177433,0.005069413436356251,184
wind_v,72,-0.009761279884009363,-0.03873521788443227,0.0010045170062954287,184
pbl,3,0.5908994822024702,0.5596798730639703,0.6300570670888445,184
pbl,6,0.26451076290929976,0.22704268224340277,0.3172608227903505,184
pbl,9,0.11227741440566902,0.06641643221807515,0.17449239063204333,184
pbl,12,0.07678158941465801,0.0349550714552576,0.1391477546275836,184
pbl,15,0.059087189509310245,0.020111723339499663,0.11576992016762885,184
pbl,18,0.12740905163429944,0.08410577353751103,0.1737678446803942,184
pbl,21,0.26316131802234904,0.2255090095144725,0.302353183554389,184
pbl,24,0.35834368066761657,0.3128183131260705,0.387925643078754,184
pbl,27,0.2170421505993707,0.1863357762508422,0.23607821154727107,184
pbl,30,0.0884891910935724,0.07195771950692399,0.1028020838861664,184
pbl,33,0.035739375388107356,0.02036758498916035,0.06090197874750653,184
pbl,36,0.02329814704541651,0.005744820402487903,0.04534041557127713,184
pbl,39,0.016330824346506307,0.001319717149583431,0.03673175033665106,184
pbl,42,0.040370046141673,0.02512163705466614,0.05559297730358301,184
pbl,45,0.09900402989817675,0.08015408420458749,0.11574403387892694,184
pbl,48,0.1421120344107349,0.11123677809950241,0.16205041553417884,184
pbl,51,0.0844998420979581,0.06374539828354925,0.10262494518850893,184
pbl,54,0.027481591623200304,0.018614592189687418,0.04142802558989403,184
pbl,57,0.005175474757794047,-0.0029805978355467084,0.014789236204424478,184
pbl,60,-0.0010865068897742765,-0.009662380500744874,0.007073064401429685,184
pbl,63,-0.004295102044681309,-0.0122103641175343,0.0075794526820488215,184
pbl,66,0.008692758332744462,-0.0012455312025695092,0.023275711938611717,184
pbl,69,0.04785388118231006,0.028846473787529324,0.06825723896244534,184
pbl,72,0.07535628552342763,0.05411077784479554,0.10112369934139359,184
ventilation,3,0.7362142445482049,0.6971568942016825,0.7877752846000896,184
ventilation,6,0.46357641190471466,0.3919133447401835,0.5651612387407438,184
ventilation,9,0.3050157846525827,0.22862259001097857,0.4355826021318342,184
ventilation,12,0.24078229409341068,0.1634080573792866,0.36456185070036423,184
ventilation,15,0.197296668941793,0.12740498304103884,0.3127372216762825,184
ventilation,18,0.1933871591179614,0.13231028274940554,0.29921930035375083,184
ventilation,21,0.23164688994962296,0.17224202348660908,0.3164720992335607,184
ventilation,24,0.24436626088539665,0.1851695603675358,0.31826299295110805,184
ventilation,27,0.1685389453130695,0.12456661958745419,0.23927672996822838,184
ventilation,30,0.09926600878003072,0.06938547483372105,0.1644024185309954,184
ventilation,33,0.06579806373639864,0.03572196630846417,0.1225721541478097,184
ventilation,36,0.05535100494874945,0.027163855056276026,0.09948457101069284,184
ventilation,39,0.0434358517224752,0.022676729240904994,0.07975816992224008,184
ventilation,42,0.04370656256567134,0.024684171879573016,0.07461042703656431,184
ventilation,45,0.05210121048595823,0.03298950787550872,0.0807434997401413,184
ventilation,48,0.05839669614392898,0.03835695320223967,0.07949125489183552,184
ventilation,51,0.03583546188749054,0.0193147792259824,0.049472241603113656,184
ventilation,54,0.01332732836069566,0.0017788097894403812,0.024400258555790505,184
ventilation,57,0.0024062938507085924,-0.006172924614512451,0.01174270109893884,184
ventilation,60,-0.001762650796383331,-0.011678274349757859,0.0072045980999585705,184
ventilation,63,-0.004076872121422546,-0.015571904052674465,0.003916520055724387,184
ventilation,66,-0.005014925403524451,-0.01731228601604158,0.004426030452979823,184
ventilation,69,-0.0007077156774983463,-0.01470278787728929,0.015927402045590407,184
ventilation,72,0.004256854864924669,-0.012449806705071563,0.02461460095000266,184
dewpoint_deficit,3,0.8786369445102469,0.8595069627646076,0.893961187539246,184
dewpoint_deficit,6,0.7022609678629177,0.6496582285637036,0.7504747278686585,184
dewpoint_deficit,9,0.5620130343661507,0.48783767393467453,0.6327249715300833,184
dewpoint_deficit,12,0.48590240725514533,0.4088205056259989,0.55858857080544,184
dewpoint_deficit,15,0.4636794337264598,0.4040918444921682,0.5192020911413621,184
dewpoint_deficit,18,0.4840257284198149,0.4515983573805074,0.5255565674263097,184
dewpoint_deficit,21,0.5287138858897376,0.4907989080104532,0.5599394443004718,184
dewpoint_deficit,24,0.5262217029881978,0.47641415075944543,0.5639693375492554,184
dewpoint_deficit,27,0.45735859483093244,0.41312445938996467,0.49106990677981793,184
dewpoint_deficit,30,0.361105539480527,0.3303865766259198,0.39122218200840564,184
dewpoint_deficit,33,0.28652959674519035,0.25276300111930355,0.3268991761068907,184
dewpoint_deficit,36,0.24769051094402111,0.21290145985534686,0.2935872734132649,184
dewpoint_deficit,39,0.23645815570316936,0.2038987603737003,0.2772238032045776,184
dewpoint_deficit,42,0.2547016762534745,0.22090059967584474,0.2850937557262463,184
dewpoint_deficit,45,0.27489787919294034,0.23571106513591591,0.30600033952844014,184
dewpoint_deficit,48,0.2745209880334456,0.2326753558011458,0.31277803255092435,184
dewpoint_deficit,51,0.24815237833621923,0.20983504256350968,0.2803562741304463,184
dewpoint_deficit,54,0.20361844031996437,0.17377287300818933,0.23765470208558717,184
dewpoint_deficit,57,0.17062102643539154,0.13716603409956069,0.21209309071576804,184
dewpoint_deficit,60,0.15082712032562218,0.12024575600443924,0.19513634556037102,184
dewpoint_deficit,63,0.14754836461721577,0.11814582352466411,0.18849343643520122,184
dewpoint_deficit,66,0.16052186735898316,0.12928167253938364,0.19361952949759004,184
dewpoint_deficit,69,0.17531010779099196,0.14432309432311813,0.20695689561262218,184
dewpoint_deficit,72,0.17977061760920368,0.14762066316033595,0.2121739129914106,184
log_precipitation,3,0.6498645292265768,0.6052783231901764,0.6737457026820097,184
log_precipitation,6,0.4465622441366327,0.3805331830463036,0.4776918115413247,184
log_precipitation,9,0.32307136876867193,0.2520198390804917,0.3558032611331855,184
log_precipitation,12,0.23946571972175845,0.17829585449741558,0.28081716123147554,184
log_precipitation,15,0.18410985826054854,0.12781264272390364,0.2216836706982998,184
log_precipitation,18,0.14561669841961405,0.09981218712644371,0.17867717864105576,184
log_precipitation,21,0.11956893656535772,0.07879408219957476,0.1486856777999656,184
log_precipitation,24,0.09253691377601672,0.061303883928149276,0.12317161063204883,184
log_precipitation,27,0.06427839724981774,0.03956686999577739,0.09384246584576245,184
log_precipitation,30,0.0444400695916193,0.0252875102645618,0.06947942221346469,184
log_precipitation,33,0.031652987086760356,0.014352064592153942,0.05170398321580457,184
log_precipitation,36,0.02326207255547254,0.005119739072292152,0.042980987893351766,184
log_precipitation,39,0.017035695578523642,0.00032208339101868485,0.03634114244350806,184
log_precipitation,42,0.012563685430089833,-0.001851063474779935,0.03308256815871957,184
log_precipitation,45,0.010686950705046341,-0.0028196608512075475,0.03197951505425575,184
log_precipitation,48,0.012955174554583393,-0.004701336017710755,0.02746049970291205,184
log_precipitation,51,0.0104924629326213,-0.004985037633308636,0.022173608318668287,184
log_precipitation,54,0.0056620509703139785,-0.008254603827194566,0.01745059387287369,184
log_precipitation,57,0.004842868114666075,-0.010245374540441322,0.017081239353929804,184
log_precipitation,60,0.004961223587183898,-0.012576632853076428,0.01936732831124536,184
log_precipitation,63,0.002924785657729605,-0.012641590946297406,0.01776419505233968,184
log_precipitation,66,0.0007938113994648934,-0.0144757028279059,0.01621429335689731,184
log_precipitation,69,0.003688760090099597,-0.009992304600565062,0.015923179250321523,184
log_precipitation,72,0.002250973293129721,-0.01112190712909988,0.015727989144068286,184
