feature,representation,predictor,lead_hour,median,q25,q75
pressure_hpa,anomaly,past_72h_mean,12,0.4273307201555032,0.38160241406945905,0.4662005528065352
pressure_hpa,anomaly,last_value,15,0.8020306168029425,0.7716268136797042,0.8195964572567562
pressure_hpa,anomaly,past_72h_mean,15,0.3846099842779843,0.33728322023088264,0.4251348704182992
pressure_hpa,anomaly,last_value,18,0.740927649486731,0.7026389947893014,0.7656301065675614
pressure_hpa,anomaly,past_72h_mean,18,0.3440021005396847,0.2960411088178996,0.3868099002873036
pressure_hpa,anomaly,last_value,21,0.6793552691536814,0.6338831940003729,0.7106531519268531
pressure_hpa,anomaly,past_72h_mean,21,0.3059634927648941,0.2576479511798029,0.3507348517606338
pressure_hpa,anomaly,last_value,24,0.6183179199186419,0.5675031997450622,0.6562803587472938
pressure_hpa,anomaly,past_72h_mean,24,0.2703882900818126,0.22272485600022307,0.3158773919921441
pressure_hpa,anomaly,last_value,27,0.5586706696020709,0.5052230444217398,0.6035371571482168
pressure_hpa,anomaly,past_72h_mean,27,0.2375171482733595,0.19106513752133997,0.2825617128146385
pressure_hpa,anomaly,last_value,30,0.5026525760841987,0.4468322888479255,0.5525310826693115
pressure_hpa,anomaly,past_72h_mean,30,0.20775705370813258,0.16231777788312862,0.253097140627364
pressure_hpa,anomaly,last_value,33,0.4511640640662957,0.3950136401314658,0.5031412433174787
pressure_hpa,anomaly,past_72h_mean,33,0.18013989838377484,0.13604289343213588,0.2237716380440727
pressure_hpa,anomaly,last_value,36,0.4040784453574038,0.3485578913403057,0.4573791982260397
pressure_hpa,anomaly,past_72h_mean,36,0.15488559045357952,0.1124282502477971,0.1981120086404956
pressure_hpa,anomaly,last_value,39,0.3614537775101213,0.3058074055791613,0.4161275020365117
pressure_hpa,anomaly,past_72h_mean,39,0.13202541959489794,0.0912347556547578,0.17454199189934808
pressure_hpa,anomaly,last_value,42,0.323302444721125,0.2672919529685127,0.3790399690960784
pressure_hpa,anomaly,past_72h_mean,42,0.11141926129074431,0.07263306870260028,0.1529449442619749
pressure_hpa,anomaly,last_value,45,0.2888539976843618,0.23447008004579126,0.34465441646745903
pressure_hpa,anomaly,past_72h_mean,45,0.09179292778456247,0.05563256404712486,0.13176191255051933
pressure_hpa,anomaly,last_value,48,0.2573281862433351,0.2043475920190509,0.31184631670189494
pressure_hpa,anomaly,past_72h_mean,48,0.07348424598740055,0.04019987846874186,0.11298587366982221
pressure_hpa,anomaly,last_value,51,0.22916405253057126,0.17683969860048993,0.28038945255624353
pressure_hpa,anomaly,past_72h_mean,51,0.05681678192268827,0.02640877880336681,0.09387150849301433
pressure_hpa,anomaly,last_value,54,0.20337705582029628,0.15187512892186567,0.2525733755659063
pressure_hpa,anomaly,past_72h_mean,54,0.041479694995588165,0.015092612596769021,0.0772995360624464
pressure_hpa,anomaly,last_value,57,0.1791471096607567,0.12939045737891178,0.22758511988668073
pressure_hpa,anomaly,past_72h_mean,57,0.027855019273161193,0.0038211543375848474,0.05981341203532989
pressure_hpa,anomaly,last_value,60,0.15823515638010888,0.11136413781777699,0.20563114482285433
pressure_hpa,anomaly,past_72h_mean,60,0.014491446163065858,-0.0056435361550141745,0.044374560411017595
pressure_hpa,anomaly,last_value,63,0.13946713715667308,0.09530737980228922,0.18350053247649603
pressure_hpa,anomaly,past_72h_mean,63,0.0030085728697130405,-0.013184502659463304,0.029644905377334965
pressure_hpa,anomaly,last_value,66,0.12235320372160098,0.07916955030439177,0.1652093304501489
pressure_hpa,anomaly,past_72h_mean,66,-0.00929961580318952,-0.021666917623704415,0.015241212645117835
pressure_hpa,anomaly,last_value,69,0.10609789408778256,0.06470550919292509,0.14678171009829233
pressure_hpa,anomaly,past_72h_mean,69,-0.02070889343007138,-0.02943512353747745,0.00150458500775336
pressure_hpa,anomaly,last_value,72,0.09084575430240187,0.053325282241863364,0.1304436153879804
pressure_hpa,anomaly,past_72h_mean,72,-0.029945840774726323,-0.03654212175001706,-0.01186526572624584
rh950_percent,raw,last_value,3,0.9274050307212708,0.8933134587775952,0.9436321963878574
rh950_percent,raw,past_72h_mean,3,0.5931039620194198,0.5695767750119636,0.627641979443053
rh950_percent,raw,last_value,6,0.8363935245196026,0.7162998170182722,0.8675745481121252
rh950_percent,raw,past_72h_mean,6,0.5606486525415402,0.529975473238335,0.5935720770138269
rh950_percent,raw,last_value,9,0.7551359745745443,0.559392444312879,0.7996630551725223
rh950_percent,raw,past_72h_mean,9,0.5304730833043422,0.4937650033182952,0.5646784774839381
rh950_percent,raw,last_value,12,0.6906686608283097,0.47973901293616006,0.7467054197110582
rh950_percent,raw,past_72h_mean,12,0.5040172393379719,0.46007693034913183,0.5376786581109825
rh950_percent,raw,last_value,15,0.6375508395989851,0.47949662258009035,0.7015591348022865
rh950_percent,raw,past_72h_mean,15,0.47583308112850664,0.4290713814567879,0.512532060751914
rh950_percent,raw,last_value,18,0.6060237243926692,0.5293439526581034,0.6660100330885
rh950_percent,raw,past_72h_mean,18,0.4522842192823364,0.40105506233224164,0.49435661154634747
rh950_percent,raw,last_value,21,0.618668735534467,0.5673025034374803,0.6547486206296036
rh950_percent,raw,past_72h_mean,21,0.42906991824092433,0.3763413019928042,0.47816630702846613
rh950_percent,raw,last_value,24,0.6149656202790663,0.5531093799306284,0.6573771207050483
rh950_percent,raw,past_72h_mean,24,0.41139720027103244,0.3527222400142598,0.46397934335925145
rh950_percent,raw,last_value,27,0.5412538940878255,0.49405924675254753,0.5872541569991618
rh950_percent,raw,past_72h_mean,27,0.39384616667960487,0.33168784299737064,0.4500588406706905
rh950_percent,raw,last_value,30,0.45169242809188165,0.4066293560342068,0.5074887484563457
rh950_percent,raw,past_72h_mean,30,0.38002224911401505,0.3109422839053277,0.437574628918928
rh950_percent,raw,last_value,33,0.39940698434610417,0.299721090307407,0.45926418036015904
rh950_percent,raw,past_72h_mean,33,0.3647406999696134,0.29565858749947316,0.424986583207105
rh950_percent,raw,last_value,36,0.3662878528896046,0.24156904864791423,0.4260457219427784
rh950_percent,raw,past_72h_mean,36,0.3543299450876951,0.280464982301449,0.41172539774226397
rh950_percent,raw,last_value,39,0.34553776045717915,0.25506814446495424,0.4024957027946299
rh950_percent,raw,past_72h_mean,39,0.3432930755607464,0.26845799769765005,0.40432425909094166
rh950_percent,raw,last_value,42,0.3489103853927059,0.31469738508457323,0.400013999072862
rh950_percent,raw,past_72h_mean,42,0.33074753391522665,0.25464373110143323,0.3962670964385756
rh950_percent,raw,last_value,45,0.3825809079808523,0.3313611839151476,0.42991340995305605
rh950_percent,raw,past_72h_mean,45,0.3233362095555117,0.24611444950908715,0.391460203060612
rh950_percent,raw,last_value,48,0.3833165258182025,0.3293917220088672,0.46418027411894136
rh950_percent,raw,past_72h_mean,48,0.3151468853045224,0.2339096992965211,0.38780582195254865
rh950_percent,raw,last_value,51,0.3483182207112339,0.2979079801486789,0.40256722585165156
rh950_percent,raw,past_72h_mean,51,0.3072897869997303,0.22346069688849157,0.38454447634235334
rh950_percent,raw,last_value,54,0.29697499660847937,0.24650350727874276,0.33495053920879003
rh950_percent,raw,past_72h_mean,54,0.30017481288262715,0.2124829368320718,0.38154305940133737
rh950_percent,raw,last_value,57,0.2513345460209008,0.17713205770389112,0.2971416323523247
rh950_percent,raw,past_72h_mean,57,0.29378723450269856,0.20349319075345806,0.37841433575932215
rh950_percent,raw,last_value,60,0.22709014149339146,0.1416237602143924,0.2835777066904823
rh950_percent,raw,past_72h_mean,60,0.2868013377080973,0.19533142706071355,0.37635417358033585
rh950_percent,raw,last_value,63,0.22780032664172695,0.16265598154009187,0.27770541935510923
rh950_percent,raw,past_72h_mean,63,0.28009480180826946,0.18842487597273383,0.3722833113447467
rh950_percent,raw,last_value,66,0.2621612474284253,0.19483004043496024,0.3010891498396189
rh950_percent,raw,past_72h_mean,66,0.27364789763610087,0.17986623016791964,0.36823680835836614
rh950_percent,raw,last_value,69,0.28715187797558217,0.23377905734972124,0.358619267575887
rh950_percent,raw,past_72h_mean,69,0.26838799249521217,0.17343680513391269,0.36444558778510755
rh950_percent,raw,last_value,72,0.3032962893396603,0.2345470336486239,0.40053729858001436
rh950_percent,raw,past_72h_mean,72,0.2647985151669721,0.16695396320630168,0.3604201908558864
rh950_percent,anomaly,last_value,3,0.9312918317890129,0.9204368683313492,0.9465203510771513
rh950_percent,anomaly,past_72h_mean,3,0.540864272151623,0.4958757658254701,0.5758792787273377
rh950_percent,anomaly,last_value,6,0.8370880739696546,0.8110121431364502,0.8719683119666085
rh950_percent,anomaly,past_72h_mean,6,0.4973836363221388,0.44702725173003516,0.5332196277725877
rh950_percent,anomaly,last_value,9,0.7562819841102022,0.7094724338326386,0.8015918572419466
rh950_percent,anomaly,past_72h_mean,9,0.4572152453178759,0.4048032999541273,0.4953687388646756
rh950_percent,anomaly,last_value,12,0.6892566587015322,0.6298504838085134,0.7405679463679584
rh950_percent,anomaly,past_72h_mean,12,0.4221310021235767,0.3691290120463112,0.4604498667592029
rh950_percent,anomaly,last_value,15,0.630066828737408,0.5665877556131569,0.686601144706557
rh950_percent,anomaly,past_72h_mean,15,0.3900415759065575,0.3383451488815889,0.4281037708617307
rh950_percent,anomaly,last_value,18,0.5840291279309797,0.5176199963346264,0.6413983510311689
rh950_percent,anomaly,past_72h_mean,18,0.35911483777524206,0.30855564906391325,0.39629328553134646
rh950_percent,anomaly,last_value,21,0.5487631051184342,0.4801037763610725,0.6015396898660061
rh950_percent,anomaly,past_72h_mean,21,0.3322685943280954,0.28172461425667733,0.37196560371768916
rh950_percent,anomaly,last_value,24,0.509568534683059,0.4464868048734505,0.5586167488744648
rh950_percent,anomaly,past_72h_mean,24,0.30712983533328475,0.25682214707838935,0.34855560424334486
rh950_percent,anomaly,last_value,27,0.45688774755224837,0.3950408248486449,0.5099429719918294
rh950_percent,anomaly,past_72h_mean,27,0.28409383725750353,0.2357107576330711,0.32831417125154416
rh950_percent,anomaly,last_value,30,0.4090317123365936,0.34086257690408883,0.4622941356028172
rh950_percent,anomaly,past_72h_mean,30,0.2652372018188404,0.21579165484285615,0.307752627141003
rh950_percent,anomaly,last_value,33,0.3671701549942694,0.3022076560893061,0.42214049374254464
rh950_percent,anomaly,past_72h_mean,33,0.24581892027479785,0.19581451014547124,0.29121910358431047
rh950_percent,anomaly,last_value,36,0.3349775074995849,0.2695443274819909,0.3910919934986069
rh950_percent,anomaly,past_72h_mean,36,0.23283105423191774,0.18120033309188271,0.27434792775324734
rh950_percent,anomaly,last_value,39,0.3102435414318231,0.25109033791840196,0.3621851115683976
rh950_percent,anomaly,past_72h_mean,39,0.21659866097273328,0.1645959638552308,0.2593982404486419
rh950_percent,anomaly,last_value,42,0.2873499354691994,0.23002116523558688,0.3327898902467508
rh950_percent,anomaly,past_72h_mean,42,0.2030771064420941,0.15094368705144326,0.24745563659593867
rh950_percent,anomaly,last_value,45,0.26919799188477356,0.2150726984884082,0.3140535942325382
rh950_percent,anomaly,past_72h_mean,45,0.1899875315516249,0.13876807969197136,0.23765429108954456
rh950_percent,anomaly,last_value,48,0.2511426822454158,0.1969011620066767,0.2913436891143464
rh950_percent,anomaly,past_72h_mean,48,0.18177336567392582,0.12891987903875088,0.22723145933289549
rh950_percent,anomaly,last_value,51,0.23143068156124771,0.17853917974035285,0.2688670315537502
rh950_percent,anomaly,past_72h_mean,51,0.17130900898430418,0.11942460350500941,0.21468843482914096
rh950_percent,anomaly,last_value,54,0.21213977369456138,0.1629817622971505,0.25017769609267326
rh950_percent,anomaly,past_72h_mean,54,0.1612985472032688,0.1123713391135876,0.20565223252426276
rh950_percent,anomaly,last_value,57,0.19422481470198186,0.1527061796603955,0.23470440647876564
rh950_percent,anomaly,past_72h_mean,57,0.15285192914691068,0.10380944585437059,0.19832920069900917
rh950_percent,anomaly,last_value,60,0.1850877874526627,0.1412310879050111,0.22153153093230532
rh950_percent,anomaly,past_72h_mean,60,0.14700255403966783,0.09712614975777761,0.19133669061182762
rh950_percent,anomaly,last_value,63,0.17413120825997894,0.13298244875870643,0.2115793780401637
rh950_percent,anomaly,past_72h_mean,63,0.13928750454154742,0.09105150523200847,0.18555700206905823
rh950_percent,anomaly,last_value,66,0.16599794131030154,0.12311265382509327,0.20213703145167905
rh950_percent,anomaly,past_72h_mean,66,0.13193029623095484,0.08512998924357927,0.17825431204976816
rh950_percent,anomaly,last_value,69,0.1565935235274453,0.11626537923629927,0.19314980067217508
rh950_percent,anomaly,past_72h_mean,69,0.1244168285371206,0.07930603683916876,0.1728172881948079
rh950_percent,anomaly,last_value,72,0.14840560740142195,0.1086195804564851,0.18411227679521397
rh950_percent,anomaly,past_72h_mean,72,0.11665141698370307,0.07226504486488354,0.16852670600869857
wind_speed_ms,raw,last_value,3,0.8118276819278243,0.7810109186545238,0.8335235008317772
wind_speed_ms,raw,past_72h_mean,3,0.3346690991401066,0.30198920464872686,0.3573394016014714
wind_speed_ms,raw,last_value,6,0.604142386612911,0.5346373506128176,0.6459716798858686
wind_speed_ms,raw,past_72h_mean,6,0.27774897220414674,0.24467075395557852,0.30144893328588407
wind_speed_ms,raw,last_value,9,0.4478981635654526,0.3624581916173279,0.5032612816234537
wind_speed_ms,raw,past_72h_mean,9,0.23395911135806163,0.2036740842930243,0.2598780291011436
wind_speed_ms,raw,last_value,12,0.3459045076592011,0.26082790063521993,0.4025310207140044
wind_speed_ms,raw,past_72h_mean,12,0.19987711121348983,0.1711253970027483,0.22799243266318217
wind_speed_ms,raw,last_value,15,0.2916109236512183,0.21553948890470861,0.34839168451701413
wind_speed_ms,raw,past_72h_mean,15,0.1750352542279489,0.14223729930274498,0.20594615551544931
wind_speed_ms,raw,last_value,18,0.27903832733741074,0.21482766083563437,0.3284218719883845
wind_speed_ms,raw,past_72h_mean,18,0.1532844886389787,0.12157816121938211,0.18342282295478035
wind_speed_ms,raw,last_value,21,0.28381487562768243,0.22614429243955445,0.32436581187147
wind_speed_ms,raw,past_72h_mean,21,0.13228478709973213,0.10051483988237431,0.16244220480667593
wind_speed_ms,raw,last_value,24,0.27222247533664545,0.22610248644156766,0.3127536602526589
wind_speed_ms,raw,past_72h_mean,24,0.11422003812864465,0.08013368925013652,0.14539660326467713
