feature,past_hour,future_hour,separation_hours,raw_median_station_r,raw_q25_station_r,raw_q75_station_r,anomaly_median_station_r,anomaly_q25_station_r,anomaly_q75_station_r
temperature_c,-57,15,72,0.9069342829536013,0.897572053888041,0.9161144676562865,0.21083762895108096,0.19466828903221692,0.2352586670883626
temperature_c,-57,18,75,0.8788702183023129,0.8724507179567486,0.887638555318144,0.19234320384297376,0.1792000031017668,0.22052851449551716
temperature_c,-57,21,78,0.8264481808652404,0.8172222483272901,0.8367332351058397,0.17197744156141725,0.16180142646784906,0.2025008597566291
temperature_c,-57,24,81,0.7818792572045592,0.7684647159682507,0.7946408720687105,0.15291480434391813,0.14347923573685395,0.18753594748189084
temperature_c,-57,27,84,0.7641382534993577,0.7486611298072582,0.778292058504554,0.13865075385022047,0.12808023404328928,0.174505980273222
temperature_c,-57,30,87,0.7793143597161902,0.7645494285293251,0.792560260719318,0.1268843553116749,0.11766453288890488,0.16376956451142866
temperature_c,-57,33,90,0.8208704728121896,0.8109053626944269,0.8330972501493075,0.12106487687898299,0.11072062295840693,0.15547025185881427
temperature_c,-57,36,93,0.8711150808073327,0.8635061173245351,0.8810433785484253,0.11504595461589917,0.10377149070847536,0.14871298456614646
temperature_c,-57,39,96,0.897601556568737,0.8856214589026012,0.9085709144806401,0.11082331474787285,0.09837156775167902,0.1410663047977957
temperature_c,-57,42,99,0.8696500284811486,0.862479835311204,0.8797409080415058,0.10222555531658843,0.08884611504827819,0.1336565592695434
temperature_c,-57,45,102,0.817703967196121,0.8080582045935525,0.8294537599354552,0.09005854984431495,0.07599638969842334,0.12080820755658457
temperature_c,-57,48,105,0.7739736694307369,0.7601429927634696,0.7875406187503087,0.07926281884806984,0.06344365180388989,0.11205151219654355
temperature_c,-57,51,108,0.7568789224536597,0.7401750433411827,0.7718217877949622,0.06977268138649,0.053528569529872484,0.1019105842107819
temperature_c,-57,54,111,0.7720770635027845,0.7587241721225793,0.7863872568688545,0.0626439161401596,0.04881840502223249,0.09276733510995028
temperature_c,-57,57,114,0.8149397447952623,0.8038895455589892,0.8261790765446339,0.05910540333613676,0.04406597375503032,0.08435691100564663
temperature_c,-57,60,117,0.865478611414554,0.8575842982856917,0.8762455072108108,0.05585688219819979,0.041204016601133014,0.07845523952309869
temperature_c,-57,63,120,0.8918487832231341,0.8788723991158036,0.9035673185221728,0.05289466591742648,0.03616637854940055,0.0724254615276468
temperature_c,-57,66,123,0.8640736955044355,0.8561343997921951,0.8749990393148006,0.04680828465965488,0.028602395732586532,0.06479273818482106
temperature_c,-57,69,126,0.8121330917801162,0.8000817755698397,0.8243474636855718,0.0368875216013164,0.019608998333931045,0.055577721039027986
temperature_c,-57,72,129,0.7684462058135445,0.7518699677558676,0.7822666250454254,0.027201524702384947,0.010863197857714906,0.046160673718198104
temperature_c,-54,3,57,0.7959671212048596,0.779512469440696,0.8068956329694568,0.2769978707013554,0.2607745021496688,0.30252247989015485
temperature_c,-54,6,60,0.7756331415676349,0.7583311914702315,0.7897193542480252,0.2517869094578078,0.2374703299631802,0.28082970778503735
temperature_c,-54,9,63,0.7913130667838788,0.7753936860634251,0.8028967944422462,0.23607596650319174,0.22165145538821476,0.2649670217374126
temperature_c,-54,12,66,0.8316950623444481,0.8220033343672405,0.8423775839517447,0.22662502338403323,0.21120262519787242,0.25331499712512157
temperature_c,-54,15,69,0.8816230305731897,0.875430132824912,0.8894424118769244,0.22013517296567725,0.20298632777523878,0.24385539083625493
temperature_c,-54,18,72,0.9069342829536013,0.897572053888041,0.9161144676562865,0.21083762895108096,0.19466828903221692,0.2352586670883626
temperature_c,-54,21,75,0.8788702183023129,0.8724507179567486,0.887638555318144,0.19234320384297376,0.1792000031017668,0.22052851449551716
temperature_c,-54,24,78,0.8264481808652404,0.8172222483272901,0.8367332351058397,0.17197744156141725,0.16180142646784906,0.2025008597566291
temperature_c,-54,27,81,0.7818792572045592,0.7684647159682507,0.7946408720687105,0.15291480434391813,0.14347923573685395,0.18753594748189084
temperature_c,-54,30,84,0.7641382534993577,0.7486611298072582,0.778292058504554,0.13865075385022047,0.12808023404328928,0.174505980273222
temperature_c,-54,33,87,0.7793143597161902,0.7645494285293251,0.792560260719318,0.1268843553116749,0.11766453288890488,0.16376956451142866
temperature_c,-54,36,90,0.8208704728121896,0.8109053626944269,0.8330972501493075,0.12106487687898299,0.11072062295840693,0.15547025185881427
temperature_c,-54,39,93,0.8711150808073327,0.8635061173245351,0.8810433785484253,0.11504595461589917,0.10377149070847536,0.14871298456614646
temperature_c,-54,42,96,0.897601556568737,0.8856214589026012,0.9085709144806401,0.11082331474787285,0.09837156775167902,0.1410663047977957
temperature_c,-54,45,99,0.8696500284811486,0.862479835311204,0.8797409080415058,0.10222555531658843,0.08884611504827819,0.1336565592695434
temperature_c,-54,48,102,0.817703967196121,0.8080582045935525,0.8294537599354552,0.09005854984431495,0.07599638969842334,0.12080820755658457
temperature_c,-54,51,105,0.7739736694307369,0.7601429927634696,0.7875406187503087,0.07926281884806984,0.06344365180388989,0.11205151219654355
temperature_c,-54,54,108,0.7568789224536597,0.7401750433411827,0.7718217877949622,0.06977268138649,0.053528569529872484,0.1019105842107819
temperature_c,-54,57,111,0.7720770635027845,0.7587241721225793,0.7863872568688545,0.0626439161401596,0.04881840502223249,0.09276733510995028
temperature_c,-54,60,114,0.8149397447952623,0.8038895455589892,0.8261790765446339,0.05910540333613676,0.04406597375503032,0.08435691100564663
temperature_c,-54,63,117,0.865478611414554,0.8575842982856917,0.8762455072108108,0.05585688219819979,0.041204016601133014,0.07845523952309869
temperature_c,-54,66,120,0.8918487832231341,0.8788723991158036,0.9035673185221728,0.05289466591742648,0.03616637854940055,0.0724254615276468
temperature_c,-54,69,123,0.8640736955044355,0.8561343997921951,0.8749990393148006,0.04680828465965488,0.028602395732586532,0.06479273818482106
temperature_c,-54,72,126,0.8121330917801162,0.8000817755698397,0.8243474636855718,0.0368875216013164,0.019608998333931045,0.055577721039027986
temperature_c,-51,3,54,0.8415912494188371,0.8314133242315258,0.8505944817851323,0.31287096310284956,0.2913457038610954,0.33062985313143956
temperature_c,-51,6,57,0.7959671212048596,0.779512469440696,0.8068956329694568,0.2769978707013554,0.2607745021496688,0.30252247989015485
temperature_c,-51,9,60,0.7756331415676349,0.7583311914702315,0.7897193542480252,0.2517869094578078,0.2374703299631802,0.28082970778503735
temperature_c,-51,12,63,0.7913130667838788,0.7753936860634251,0.8028967944422462,0.23607596650319174,0.22165145538821476,0.2649670217374126
temperature_c,-51,15,66,0.8316950623444481,0.8220033343672405,0.8423775839517447,0.22662502338403323,0.21120262519787242,0.25331499712512157
temperature_c,-51,18,69,0.8816230305731897,0.875430132824912,0.8894424118769244,0.22013517296567725,0.20298632777523878,0.24385539083625493
temperature_c,-51,21,72,0.9069342829536013,0.897572053888041,0.9161144676562865,0.21083762895108096,0.19466828903221692,0.2352586670883626
temperature_c,-51,24,75,0.8788702183023129,0.8724507179567486,0.887638555318144,0.19234320384297376,0.1792000031017668,0.22052851449551716
temperature_c,-51,27,78,0.8264481808652404,0.8172222483272901,0.8367332351058397,0.17197744156141725,0.16180142646784906,0.2025008597566291
temperature_c,-51,30,81,0.7818792572045592,0.7684647159682507,0.7946408720687105,0.15291480434391813,0.14347923573685395,0.18753594748189084
temperature_c,-51,33,84,0.7641382534993577,0.7486611298072582,0.778292058504554,0.13865075385022047,0.12808023404328928,0.174505980273222
temperature_c,-51,36,87,0.7793143597161902,0.7645494285293251,0.792560260719318,0.1268843553116749,0.11766453288890488,0.16376956451142866
temperature_c,-51,39,90,0.8208704728121896,0.8109053626944269,0.8330972501493075,0.12106487687898299,0.11072062295840693,0.15547025185881427
temperature_c,-51,42,93,0.8711150808073327,0.8635061173245351,0.8810433785484253,0.11504595461589917,0.10377149070847536,0.14871298456614646
temperature_c,-51,45,96,0.897601556568737,0.8856214589026012,0.9085709144806401,0.11082331474787285,0.09837156775167902,0.1410663047977957
temperature_c,-51,48,99,0.8696500284811486,0.862479835311204,0.8797409080415058,0.10222555531658843,0.08884611504827819,0.1336565592695434
temperature_c,-51,51,102,0.817703967196121,0.8080582045935525,0.8294537599354552,0.09005854984431495,0.07599638969842334,0.12080820755658457
temperature_c,-51,54,105,0.7739736694307369,0.7601429927634696,0.7875406187503087,0.07926281884806984,0.06344365180388989,0.11205151219654355
temperature_c,-51,57,108,0.7568789224536597,0.7401750433411827,0.7718217877949622,0.06977268138649,0.053528569529872484,0.1019105842107819
temperature_c,-51,60,111,0.7720770635027845,0.7587241721225793,0.7863872568688545,0.0626439161401596,0.04881840502223249,0.09276733510995028
temperature_c,-51,63,114,0.8149397447952623,0.8038895455589892,0.8261790765446339,0.05910540333613676,0.04406597375503032,0.08435691100564663
temperature_c,-51,66,117,0.865478611414554,0.8575842982856917,0.8762455072108108,0.05585688219819979,0.041204016601133014,0.07845523952309869
temperature_c,-51,69,120,0.8918487832231341,0.8788723991158036,0.9035673185221728,0.05289466591742648,0.03616637854940055,0.0724254615276468
temperature_c,-51,72,123,0.8640736955044355,0.8561343997921951,0.8749990393148006,0.04680828465965488,0.028602395732586532,0.06479273818482106
temperature_c,-48,3,51,0.8951967996141799,0.891066238878638,0.9016974021038489,0.3505378136761231,0.32695012215944447,0.36731079737147476
temperature_c,-48,6,54,0.8415912494188371,0.8314133242315258,0.8505944817851323,0.31287096310284956,0.2913457038610954,0.33062985313143956
temperature_c,-48,9,57,0.7959671212048596,0.779512469440696,0.8068956329694568,0.2769978707013554,0.2607745021496688,0.30252247989015485
temperature_c,-48,12,60,0.7756331415676349,0.7583311914702315,0.7897193542480252,0.2517869094578078,0.2374703299631802,0.28082970778503735
temperature_c,-48,15,63,0.7913130667838788,0.7753936860634251,0.8028967944422462,0.23607596650319174,0.22165145538821476,0.2649670217374126
temperature_c,-48,18,66,0.8316950623444481,0.8220033343672405,0.8423775839517447,0.22662502338403323,0.21120262519787242,0.25331499712512157
temperature_c,-48,21,69,0.8816230305731897,0.875430132824912,0.8894424118769244,0.22013517296567725,0.20298632777523878,0.24385539083625493
temperature_c,-48,24,72,0.9069342829536013,0.897572053888041,0.9161144676562865,0.21083762895108096,0.19466828903221692,0.2352586670883626
temperature_c,-48,27,75,0.8788702183023129,0.8724507179567486,0.887638555318144,0.19234320384297376,0.1792000031017668,0.22052851449551716
temperature_c,-48,30,78,0.8264481808652404,0.8172222483272901,0.8367332351058397,0.17197744156141725,0.16180142646784906,0.2025008597566291
temperature_c,-48,33,81,0.7818792572045592,0.7684647159682507,0.7946408720687105,0.15291480434391813,0.14347923573685395,0.18753594748189084
temperature_c,-48,36,84,0.7641382534993577,0.7486611298072582,0.778292058504554,0.13865075385022047,0.12808023404328928,0.174505980273222
temperature_c,-48,39,87,0.7793143597161902,0.7645494285293251,0.792560260719318,0.1268843553116749,0.11766453288890488,0.16376956451142866
temperature_c,-48,42,90,0.8208704728121896,0.8109053626944269,0.8330972501493075,0.12106487687898299,0.11072062295840693,0.15547025185881427
temperature_c,-48,45,93,0.8711150808073327,0.8635061173245351,0.8810433785484253,0.11504595461589917,0.10377149070847536,0.14871298456614646
temperature_c,-48,48,96,0.897601556568737,0.8856214589026012,0.9085709144806401,0.11082331474787285,0.09837156775167902,0.1410663047977957
temperature_c,-48,51,99,0.8696500284811486,0.862479835311204,0.8797409080415058,0.10222555531658843,0.08884611504827819,0.1336565592695434
temperature_c,-48,54,102,0.817703967196121,0.8080582045935525,0.8294537599354552,0.09005854984431495,0.07599638969842334,0.12080820755658457
temperature_c,-48,57,105,0.7739736694307369,0.7601429927634696,0.7875406187503087,0.07926281884806984,0.06344365180388989,0.11205151219654355
temperature_c,-48,60,108,0.7568789224536597,0.7401750433411827,0.7718217877949622,0.06977268138649,0.053528569529872484,0.1019105842107819
temperature_c,-48,63,111,0.7720770635027845,0.7587241721225793,0.7863872568688545,0.0626439161401596,0.04881840502223249,0.09276733510995028
temperature_c,-48,66,114,0.8149397447952623,0.8038895455589892,0.8261790765446339,0.05910540333613676,0.04406597375503032,0.08435691100564663
temperature_c,-48,69,117,0.865478611414554,0.8575842982856917,0.8762455072108108,0.05585688219819979,0.041204016601133014,0.07845523952309869
temperature_c,-48,72,120,0.8918487832231341,0.8788723991158036,0.9035673185221728,0.05289466591742648,0.03616637854940055,0.0724254615276468
temperature_c,-45,3,48,0.9240179015413725,0.918641669593572,0.9307551868561645,0.3808581725040748,0.35661937578544034,0.3960068752396232
temperature_c,-45,6,51,0.8951967996141799,0.891066238878638,0.9016974021038489,0.3505378136761231,0.32695012215944447,0.36731079737147476
temperature_c,-45,9,54,0.8415912494188371,0.8314133242315258,0.8505944817851323,0.31287096310284956,0.2913457038610954,0.33062985313143956
temperature_c,-45,12,57,0.7959671212048596,0.779512469440696,0.8068956329694568,0.2769978707013554,0.2607745021496688,0.30252247989015485
temperature_c,-45,15,60,0.7756331415676349,0.7583311914702315,0.7897193542480252,0.2517869094578078,0.2374703299631802,0.28082970778503735
temperature_c,-45,18,63,0.7913130667838788,0.7753936860634251,0.8028967944422462,0.23607596650319174,0.22165145538821476,0.2649670217374126
temperature_c,-45,21,66,0.8316950623444481,0.8220033343672405,0.8423775839517447,0.22662502338403323,0.21120262519787242,0.25331499712512157
temperature_c,-45,24,69,0.8816230305731897,0.875430132824912,0.8894424118769244,0.22013517296567725,0.20298632777523878,0.24385539083625493
temperature_c,-45,27,72,0.9069342829536013,0.897572053888041,0.9161144676562865,0.21083762895108096,0.19466828903221692,0.2352586670883626
temperature_c,-45,30,75,0.8788702183023129,0.8724507179567486,0.887638555318144,0.19234320384297376,0.1792000031017668,0.22052851449551716
temperature_c,-45,33,78,0.8264481808652404,0.8172222483272901,0.8367332351058397,0.17197744156141725,0.16180142646784906,0.2025008597566291
temperature_c,-45,36,81,0.7818792572045592,0.7684647159682507,0.7946408720687105,0.15291480434391813,0.14347923573685395,0.18753594748189084
temperature_c,-45,39,84,0.7641382534993577,0.7486611298072582,0.778292058504554,0.13865075385022047,0.12808023404328928,0.174505980273222
temperature_c,-45,42,87,0.7793143597161902,0.7645494285293251,0.792560260719318,0.1268843553116749,0.11766453288890488,0.16376956451142866
temperature_c,-45,45,90,0.8208704728121896,0.8109053626944269,0.8330972501493075,0.12106487687898299,0.11072062295840693,0.15547025185881427
