source_index,source,target_index,target,distance_km,lead_hour,wind_regime,partial_r_control_target_pm,partial_r_control_target_and_regional_pm,partial_r_add_future_target_weather_controls
9,Langfang,0,Beijing,63.83821400249894,24,downwind,0.05204473678288025,0.03369370901716304,0.05369324840616609
9,Langfang,0,Beijing,63.83821400249894,24,crosswind,0.07435786616897229,0.04572763355698732,0.05283622723048444
9,Langfang,0,Beijing,63.83821400249894,24,upwind,-0.08034953446579945,-0.10111723329363055,-0.09433408142605751
1,Tianjin,0,Beijing,133.6604390359073,24,downwind,0.014407058277293678,-0.015764874029752955,0.02343134409283618
1,Tianjin,0,Beijing,133.6604390359073,24,crosswind,0.06149253409671172,0.02369633678813264,0.04947614047467749
1,Tianjin,0,Beijing,133.6604390359073,24,upwind,-0.020402145100391525,-0.07225458732779313,-0.06956264721185342
6,Baoding,0,Beijing,151.85666506592253,24,downwind,0.10749150043321326,0.06558355060964333,0.0798188752444919
6,Baoding,0,Beijing,151.85666506592253,24,crosswind,0.11605339695232648,0.06714972787962024,0.05067423102770057
6,Baoding,0,Beijing,151.85666506592253,24,upwind,0.06210225791604254,0.022896486925735326,0.0323394395312888
7,Zhangjiakou,0,Beijing,152.13899420222296,24,downwind,0.07701892851997509,0.0623467674655137,0.06893229259716345
7,Zhangjiakou,0,Beijing,152.13899420222296,24,crosswind,-0.09223820376436372,-0.09953663675633125,-0.0700298589217359
7,Zhangjiakou,0,Beijing,152.13899420222296,24,upwind,-0.04942601282267429,-0.059198018079816214,-0.07165047106001096
3,Tangshan,0,Beijing,158.74974074982836,24,downwind,0.08596490000870043,0.06748173418431269,0.09492461578235235
3,Tangshan,0,Beijing,158.74974074982836,24,crosswind,-0.015025540008251738,-0.038520621366341774,-0.007050872834858901
3,Tangshan,0,Beijing,158.74974074982836,24,upwind,-0.03383595644654423,-0.09358381591177406,-0.07099716600870418
9,Langfang,1,Tianjin,72.208496751713,3,downwind,0.4181243569115543,0.41733239100468156,0.397116639020484
9,Langfang,1,Tianjin,72.208496751713,3,crosswind,0.215281548147585,0.2044503724231035,0.21065587712882303
9,Langfang,1,Tianjin,72.208496751713,3,upwind,-0.0040001971306464915,-0.011779964577955224,-0.024440859860931113
10,Cangzhou,1,Tianjin,93.31029278431775,3,downwind,0.209840786399858,0.1850279709454414,0.16655248211060128
10,Cangzhou,1,Tianjin,93.31029278431775,3,crosswind,0.0510488378903509,0.03987780970253726,0.033240001050200745
10,Cangzhou,1,Tianjin,93.31029278431775,3,upwind,-0.054128820197454706,-0.06729449380387711,-0.06333312445624582
3,Tangshan,1,Tianjin,97.23486515706671,3,downwind,0.2732543474420368,0.2697340622272974,0.25860929028900204
3,Tangshan,1,Tianjin,97.23486515706671,3,crosswind,0.09224795267080126,0.07012172113497167,0.050047955621707454
3,Tangshan,1,Tianjin,97.23486515706671,3,upwind,0.03688648347075575,0.012556311774445886,-0.006689488109209853
0,Beijing,1,Tianjin,133.6604390359073,3,downwind,0.46624350599162867,0.4609961750491111,0.4365367485722374
0,Beijing,1,Tianjin,133.6604390359073,3,crosswind,0.24443510045938202,0.236473557327373,0.25391008643763385
0,Beijing,1,Tianjin,133.6604390359073,3,upwind,0.07524148683412753,0.06083597971206773,0.0755576073317961
6,Baoding,1,Tianjin,160.36129517897675,3,downwind,0.27480829650956845,0.2570139765256279,0.19470349326623063
6,Baoding,1,Tianjin,160.36129517897675,3,crosswind,0.18977729618097902,0.16294067524576694,0.11386903330428891
6,Baoding,1,Tianjin,160.36129517897675,3,upwind,0.09669017919020005,0.07498276472207183,0.06944108777092334
9,Langfang,1,Tianjin,72.208496751713,6,downwind,0.32810077543517,0.32711501219709427,0.31523326300959004
9,Langfang,1,Tianjin,72.208496751713,6,crosswind,0.24717764068519515,0.23273515957406854,0.24341018720246854
9,Langfang,1,Tianjin,72.208496751713,6,upwind,0.018260200352519598,0.007143332450455177,-0.004235371167602561
10,Cangzhou,1,Tianjin,93.31029278431775,6,downwind,0.2052184752281401,0.16602315577757698,0.15269011122531617
10,Cangzhou,1,Tianjin,93.31029278431775,6,crosswind,0.058855324176738597,0.037360185857130405,0.04504703560406717
10,Cangzhou,1,Tianjin,93.31029278431775,6,upwind,-0.05407672848012955,-0.07168421517673197,-0.0567187090076494
3,Tangshan,1,Tianjin,97.23486515706671,6,downwind,0.27190241307282803,0.2655897679315199,0.27153269166116717
3,Tangshan,1,Tianjin,97.23486515706671,6,crosswind,0.0916174899365,0.05798415645240043,0.03836047703851764
3,Tangshan,1,Tianjin,97.23486515706671,6,upwind,0.05640657975553538,0.02081377781898521,-0.0007713048258739609
0,Beijing,1,Tianjin,133.6604390359073,6,downwind,0.521276422061252,0.5097942600969827,0.5038680046750691
0,Beijing,1,Tianjin,133.6604390359073,6,crosswind,0.299832141126293,0.2858864480994283,0.3076245029594687
0,Beijing,1,Tianjin,133.6604390359073,6,upwind,0.10367597933486855,0.08416487982122346,0.09284938693848944
6,Baoding,1,Tianjin,160.36129517897675,6,downwind,0.3082444614382106,0.2764004897306619,0.2260992577371827
6,Baoding,1,Tianjin,160.36129517897675,6,crosswind,0.21395574148008842,0.1732520259682773,0.1282264080005573
6,Baoding,1,Tianjin,160.36129517897675,6,upwind,0.10772375865348396,0.0787103102333032,0.08668707342653964
9,Langfang,1,Tianjin,72.208496751713,12,downwind,0.14693725393843649,0.14441620799225832,0.137784338582779
9,Langfang,1,Tianjin,72.208496751713,12,crosswind,0.2060157799014574,0.18867159807441186,0.20371510206067117
9,Langfang,1,Tianjin,72.208496751713,12,upwind,0.052977434219731494,0.03474722467521645,0.019475096886832532
10,Cangzhou,1,Tianjin,93.31029278431775,12,downwind,0.14186557715491438,0.08846627561315207,0.0772044971075459
10,Cangzhou,1,Tianjin,93.31029278431775,12,crosswind,0.045647239371488055,0.017101494016471982,0.03247883726614239
10,Cangzhou,1,Tianjin,93.31029278431775,12,upwind,-0.0379573429446118,-0.05752978267008308,-0.043389083073565794
3,Tangshan,1,Tianjin,97.23486515706671,12,downwind,0.17913671740977236,0.17065980363659614,0.16743688251583325
3,Tangshan,1,Tianjin,97.23486515706671,12,crosswind,0.0745607814713181,0.03360383095505706,0.010459693846045257
3,Tangshan,1,Tianjin,97.23486515706671,12,upwind,0.061979516154844684,0.014389859775784143,-0.005606459300047003
0,Beijing,1,Tianjin,133.6604390359073,12,downwind,0.3489333391546156,0.33122935437566187,0.31725679814270913
0,Beijing,1,Tianjin,133.6604390359073,12,crosswind,0.30059671578529684,0.27681547665790024,0.31383563009345533
0,Beijing,1,Tianjin,133.6604390359073,12,upwind,0.1598562324206288,0.1303835926082166,0.13661493184570628
6,Baoding,1,Tianjin,160.36129517897675,12,downwind,0.26130420427850554,0.21504663772785307,0.17482796176287108
6,Baoding,1,Tianjin,160.36129517897675,12,crosswind,0.2095374612737304,0.16029853952852224,0.13216302990294806
6,Baoding,1,Tianjin,160.36129517897675,12,upwind,0.11575353546932499,0.08280040541822538,0.08041982331061544
9,Langfang,1,Tianjin,72.208496751713,24,downwind,0.01921592711727856,0.01474021695651795,0.01595478409238122
9,Langfang,1,Tianjin,72.208496751713,24,crosswind,0.14337086743479863,0.12825368165385495,0.14272025767043442
9,Langfang,1,Tianjin,72.208496751713,24,upwind,0.07745069372501019,0.054093942851270185,0.024430275792650516
10,Cangzhou,1,Tianjin,93.31029278431775,24,downwind,0.07053121966835067,0.025832639213615855,0.014926917120059158
10,Cangzhou,1,Tianjin,93.31029278431775,24,crosswind,0.02614912430929283,-0.012577932430253073,-0.011710096424350818
10,Cangzhou,1,Tianjin,93.31029278431775,24,upwind,-0.006102195983874682,-0.030088926486371046,-0.035265830180328014
3,Tangshan,1,Tianjin,97.23486515706671,24,downwind,0.08585172206148035,0.07789553771080776,0.08192249553743329
3,Tangshan,1,Tianjin,97.23486515706671,24,crosswind,0.048783708053833676,0.0020317712792589046,-0.02027525973329676
3,Tangshan,1,Tianjin,97.23486515706671,24,upwind,0.08332930794681896,0.03921752511504614,0.023260218465870452
0,Beijing,1,Tianjin,133.6604390359073,24,downwind,0.14631523505778687,0.12320022184510072,0.1235253882241242
0,Beijing,1,Tianjin,133.6604390359073,24,crosswind,0.15662068414213356,0.1320215745766695,0.1522397147745409
0,Beijing,1,Tianjin,133.6604390359073,24,upwind,0.12213657781818306,0.08367480056153134,0.07592722870339508
6,Baoding,1,Tianjin,160.36129517897675,24,downwind,0.22259105220794434,0.18171201177124033,0.1548062888205689
6,Baoding,1,Tianjin,160.36129517897675,24,crosswind,0.205078416329541,0.156488477159096,0.11769532509244851
6,Baoding,1,Tianjin,160.36129517897675,24,upwind,0.146820692131896,0.11074246820274689,0.08431708153679601
69,Yangquan,2,Shijiazhuang,83.86106431330954,3,downwind,0.25126954172526994,0.24611146336492884,0.19584499794044313
69,Yangquan,2,Shijiazhuang,83.86106431330954,3,crosswind,0.17850787789941489,0.17107833206340847,0.12420227141339464
69,Yangquan,2,Shijiazhuang,83.86106431330954,3,upwind,0.010061204509782247,0.006108320901582252,-0.006353764669485961
12,Xingtai,2,Shijiazhuang,106.36778474992234,3,downwind,0.2562746215931476,0.2369423398706269,0.22511332007130716
12,Xingtai,2,Shijiazhuang,106.36778474992234,3,crosswind,0.11546494557710875,0.08658486980142888,0.06071489066330005
12,Xingtai,2,Shijiazhuang,106.36778474992234,3,upwind,0.0022344672620568063,-0.014485149252764673,-0.029573928777794183
11,Hengshui,2,Shijiazhuang,108.66152302088751,3,downwind,0.21063099146511605,0.19544364209080115,0.20404207838433144
11,Hengshui,2,Shijiazhuang,108.66152302088751,3,crosswind,0.06731556395705018,0.030285315034008404,0.028079671610821293
11,Hengshui,2,Shijiazhuang,108.66152302088751,3,upwind,-0.07465918730839886,-0.10239833566349367,-0.11387444454149745
6,Baoding,2,Shijiazhuang,127.4385723658937,3,downwind,0.28649840486112366,0.27407761238891765,0.2733222332912034
6,Baoding,2,Shijiazhuang,127.4385723658937,3,crosswind,0.14990778240225744,0.13585471522676024,0.11452831764795439
6,Baoding,2,Shijiazhuang,127.4385723658937,3,upwind,0.04773778390270896,0.024752563721900912,0.035643623991928
5,Handan,2,Shijiazhuang,158.5488006722822,3,downwind,0.1170142923048729,0.08009270484282716,0.06241830728760121
5,Handan,2,Shijiazhuang,158.5488006722822,3,crosswind,-0.005056740859202677,-0.02564727333069185,-0.041901530297643964
5,Handan,2,Shijiazhuang,158.5488006722822,3,upwind,-0.004591006933649325,-0.027234840686147697,-0.042121776655594946
69,Yangquan,2,Shijiazhuang,83.86106431330954,6,downwind,0.30339579664837296,0.295866857740752,0.2345402067593313
69,Yangquan,2,Shijiazhuang,83.86106431330954,6,crosswind,0.20913165276726187,0.20000144290735708,0.16741748613601912
69,Yangquan,2,Shijiazhuang,83.86106431330954,6,upwind,0.028771860611545255,0.023792105067287794,0.019353835774538402
12,Xingtai,2,Shijiazhuang,106.36778474992234,6,downwind,0.23930313216905494,0.20323949812526776,0.19886649923390376
12,Xingtai,2,Shijiazhuang,106.36778474992234,6,crosswind,0.08978019226668695,0.058801145710072465,0.030545830984423202
12,Xingtai,2,Shijiazhuang,106.36778474992234,6,upwind,0.003582742908842194,-0.027495998937050625,-0.036712184763113165
11,Hengshui,2,Shijiazhuang,108.66152302088751,6,downwind,0.1974204380191607,0.17850215162095528,0.19322488596198292
11,Hengshui,2,Shijiazhuang,108.66152302088751,6,crosswind,0.08263729792655757,0.02659269683837044,0.025974355359782146
11,Hengshui,2,Shijiazhuang,108.66152302088751,6,upwind,-0.05364777466358078,-0.10367945877606713,-0.11416329787291718
6,Baoding,2,Shijiazhuang,127.4385723658937,6,downwind,0.29335744819794274,0.27551127699456,0.2904562089132823
6,Baoding,2,Shijiazhuang,127.4385723658937,6,crosswind,0.14872217179803893,0.12014366305044251,0.10576747897586111
6,Baoding,2,Shijiazhuang,127.4385723658937,6,upwind,0.05533538676010275,0.018921549632692203,0.024394210730495067
5,Handan,2,Shijiazhuang,158.5488006722822,6,downwind,0.13333911962424183,0.07996682110773472,0.07006898110488435
5,Handan,2,Shijiazhuang,158.5488006722822,6,crosswind,-0.032667045113808156,-0.0646343885559138,-0.06942524014056736
5,Handan,2,Shijiazhuang,158.5488006722822,6,upwind,0.00514399946717116,-0.0357983401424562,-0.03951364188801149
69,Yangquan,2,Shijiazhuang,83.86106431330954,12,downwind,0.25025906370800954,0.23975509516011223,0.17981023504480445
69,Yangquan,2,Shijiazhuang,83.86106431330954,12,crosswind,0.1588418613205023,0.14710020189913517,0.10136755727657731
69,Yangquan,2,Shijiazhuang,83.86106431330954,12,upwind,0.07300920447987716,0.06773514882199998,0.05797400677222848
12,Xingtai,2,Shijiazhuang,106.36778474992234,12,downwind,0.11374297986896478,0.06263969689866765,0.0570186489687018
12,Xingtai,2,Shijiazhuang,106.36778474992234,12,crosswind,0.03158410608970907,-0.0130415460117576,-0.01927076486339093
12,Xingtai,2,Shijiazhuang,106.36778474992234,12,upwind,-0.012588703559520797,-0.05980974426056468,-0.05458047151134505
11,Hengshui,2,Shijiazhuang,108.66152302088751,12,downwind,0.07167878897578227,0.04503107932877296,0.0551897441529713
11,Hengshui,2,Shijiazhuang,108.66152302088751,12,crosswind,0.05508983561266095,-0.015174032460331633,-0.01985924466320997
11,Hengshui,2,Shijiazhuang,108.66152302088751,12,upwind,0.013736030041987835,-0.06472135051151835,-0.0588382672121562
6,Baoding,2,Shijiazhuang,127.4385723658937,12,downwind,0.2300021044887408,0.20360539111130785,0.21365843645010232
6,Baoding,2,Shijiazhuang,127.4385723658937,12,crosswind,0.12566963218643934,0.08333932740738655,0.06996023740878675
6,Baoding,2,Shijiazhuang,127.4385723658937,12,upwind,0.08351198714664806,0.039360422528565725,0.04040113298922336
5,Handan,2,Shijiazhuang,158.5488006722822,12,downwind,0.09722742028793037,0.0325569007538328,0.036974542597362124
5,Handan,2,Shijiazhuang,158.5488006722822,12,crosswind,-0.00834926162278832,-0.07080313558072183,-0.05266200567426272
5,Handan,2,Shijiazhuang,158.5488006722822,12,upwind,0.010796651328945738,-0.0444746674158218,-0.039900427178451436
69,Yangquan,2,Shijiazhuang,83.86106431330954,24,downwind,0.0892311501460708,0.07567215288053789,0.03217501975230792
69,Yangquan,2,Shijiazhuang,83.86106431330954,24,crosswind,0.08201783647391622,0.0698874512876718,0.04061138550649621
69,Yangquan,2,Shijiazhuang,83.86106431330954,24,upwind,0.018673619633146135,0.014364808299291671,0.007333537580892803
12,Xingtai,2,Shijiazhuang,106.36778474992234,24,downwind,0.05656053450487273,0.008537552354822108,0.01500118137609941
12,Xingtai,2,Shijiazhuang,106.36778474992234,24,crosswind,0.04648817931983073,0.0013911859208427756,-0.003112131299705169
12,Xingtai,2,Shijiazhuang,106.36778474992234,24,upwind,-0.003633622263465188,-0.04018914174397267,-0.04305784255116529
11,Hengshui,2,Shijiazhuang,108.66152302088751,24,downwind,-0.007875849780686056,-0.03927580948179972,-0.03665666132059419
11,Hengshui,2,Shijiazhuang,108.66152302088751,24,crosswind,0.008628473060796959,-0.05275637959250159,-0.05702708547637612
11,Hengshui,2,Shijiazhuang,108.66152302088751,24,upwind,0.0016552288588900196,-0.07365947277207012,-0.06255707530827091
6,Baoding,2,Shijiazhuang,127.4385723658937,24,downwind,0.12171752607078647,0.0991686786902039,0.10561368439433864
6,Baoding,2,Shijiazhuang,127.4385723658937,24,crosswind,0.10167733528929203,0.07300369301563729,0.05438701816490103
6,Baoding,2,Shijiazhuang,127.4385723658937,24,upwind,0.08487259430517366,0.03864793217584224,0.05608288457646818
5,Handan,2,Shijiazhuang,158.5488006722822,24,downwind,0.03633683320186324,-0.025073700376371574,-0.0038433516778522436
5,Handan,2,Shijiazhuang,158.5488006722822,24,crosswind,0.004978048822513331,-0.049226204425324806,-0.04369253031586868
5,Handan,2,Shijiazhuang,158.5488006722822,24,upwind,0.027712662425315362,-0.018481786873353966,-0.02021835712817809
1,Tianjin,3,Tangshan,97.23486515706671,3,downwind,0.2655877235340394,0.23918249026165492,0.2430665439126001
1,Tianjin,3,Tangshan,97.23486515706671,3,crosswind,0.2339829017526442,0.21161262162784455,0.1976163105286356
1,Tianjin,3,Tangshan,97.23486515706671,3,upwind,0.02814712349284673,0.026857588711793463,-0.00326735604344198
4,Qinhuangdao,3,Tangshan,125.90054307398253,3,downwind,0.13256691616938526,0.13117435917205877,0.14761100490828122
4,Qinhuangdao,3,Tangshan,125.90054307398253,3,crosswind,0.11098005611175145,0.09773722177540056,0.0998014042731871
4,Qinhuangdao,3,Tangshan,125.90054307398253,3,upwind,0.10433856707367771,0.08947972396546217,0.09261471239216924
9,Langfang,3,Tangshan,126.47618856325923,3,downwind,0.33084502826821416,0.31145829468853786,0.28301945668501655
9,Langfang,3,Tangshan,126.47618856325923,3,crosswind,0.35428853434782637,0.3439451250145066,0.2937147513246605
9,Langfang,3,Tangshan,126.47618856325923,3,upwind,0.08531239112512251,0.07639235595971451,0.06482927913577514
8,Chengde,3,Tangshan,148.2762925445811,3,downwind,0.2579861002838974,0.24981453845449395,0.23663409546255992
8,Chengde,3,Tangshan,148.2762925445811,3,crosswind,0.170117283229877,0.1586311488960326,0.13261649724589522
8,Chengde,3,Tangshan,148.2762925445811,3,upwind,0.06901108279593994,0.04762573645567151,0.039963618760941566
0,Beijing,3,Tangshan,158.74974074982836,3,downwind,0.43627073710832814,0.42808680617409306,0.411678442325146
0,Beijing,3,Tangshan,158.74974074982836,3,crosswind,0.2873049623960578,0.27719180560873913,0.25882795109276296
0,Beijing,3,Tangshan,158.74974074982836,3,upwind,0.15673057724774,0.13937018336440193,0.14129729808657845
1,Tianjin,3,Tangshan,97.23486515706671,6,downwind,0.26665434067401894,0.22849946691407141,0.241731042283459
1,Tianjin,3,Tangshan,97.23486515706671,6,crosswind,0.2291465080097821,0.19401730395339775,0.17682872508743838
1,Tianjin,3,Tangshan,97.23486515706671,6,upwind,0.0402720975201179,0.03596150531014549,-0.006682575125734536
4,Qinhuangdao,3,Tangshan,125.90054307398253,6,downwind,0.110144594680334,0.10745383524882757,0.1263124706446643
4,Qinhuangdao,3,Tangshan,125.90054307398253,6,crosswind,0.13461711121542402,0.11665193757036457,0.12613281884639285
4,Qinhuangdao,3,Tangshan,125.90054307398253,6,upwind,0.08767585576632478,0.06610621468956407,0.07298132804085791
9,Langfang,3,Tangshan,126.47618856325923,6,downwind,0.36833324988202754,0.34089166254597264,0.31131414400137913
9,Langfang,3,Tangshan,126.47618856325923,6,crosswind,0.3934569544251711,0.3785930730280039,0.3186781920346441
9,Langfang,3,Tangshan,126.47618856325923,6,upwind,0.10795809755227298,0.09498291188583297,0.08314896405982027
8,Chengde,3,Tangshan,148.2762925445811,6,downwind,0.2576747029896958,0.24377289752912748,0.23691604157598886
8,Chengde,3,Tangshan,148.2762925445811,6,crosswind,0.2159637299128841,0.20079278093098507,0.19319648901517844
8,Chengde,3,Tangshan,148.2762925445811,6,upwind,0.1018207016479931,0.07114134968734928,0.05626494847942103
0,Beijing,3,Tangshan,158.74974074982836,6,downwind,0.49927712145643005,0.4865675259559955,0.48301395884404
0,Beijing,3,Tangshan,158.74974074982836,6,crosswind,0.3600349591338589,0.3438562934400227,0.32816166634927285
0,Beijing,3,Tangshan,158.74974074982836,6,upwind,0.2059195229609444,0.1814490989999226,0.17433591685161956
1,Tianjin,3,Tangshan,97.23486515706671,12,downwind,0.1278419412936585,0.07204914359249164,0.09041890772186693
1,Tianjin,3,Tangshan,97.23486515706671,12,crosswind,0.14779369276036133,0.10528717225854875,0.08475871930823574
1,Tianjin,3,Tangshan,97.23486515706671,12,upwind,0.04068178020869225,0.029404618062070207,-0.0062096423784382395
4,Qinhuangdao,3,Tangshan,125.90054307398253,12,downwind,0.06886532848894437,0.06469302992873084,0.08498174844118615
4,Qinhuangdao,3,Tangshan,125.90054307398253,12,crosswind,0.036394696797529,0.014051306980611052,0.015049049312869506
4,Qinhuangdao,3,Tangshan,125.90054307398253,12,upwind,0.0550455937377776,0.02745311522037915,0.02961510706078689
9,Langfang,3,Tangshan,126.47618856325923,12,downwind,0.25008530524536976,0.2105436754046251,0.18603192057047183
9,Langfang,3,Tangshan,126.47618856325923,12,crosswind,0.34315475508783194,0.32523678244062776,0.25816123826089704
9,Langfang,3,Tangshan,126.47618856325923,12,upwind,0.11113395324949696,0.09003217100010755,0.0767931481173559
8,Chengde,3,Tangshan,148.2762925445811,12,downwind,0.1699834664414051,0.15226131204173196,0.136541759863709
8,Chengde,3,Tangshan,148.2762925445811,12,crosswind,0.1592669159979303,0.1385475969942284,0.1442696401015704
8,Chengde,3,Tangshan,148.2762925445811,12,upwind,0.10695415328988676,0.06462948607541219,0.05467464858404449
0,Beijing,3,Tangshan,158.74974074982836,12,downwind,0.39794667674668743,0.378987839447356,0.36246480929899366
0,Beijing,3,Tangshan,158.74974074982836,12,crosswind,0.3299353752672125,0.3067791841026962,0.301995205007853
0,Beijing,3,Tangshan,158.74974074982836,12,upwind,0.232402362958114,0.20165117112208217,0.191064477638496
1,Tianjin,3,Tangshan,97.23486515706671,24,downwind,-0.031042005964019733,-0.07986020607682806,-0.07983232259423675
1,Tianjin,3,Tangshan,97.23486515706671,24,crosswind,0.04770848041907072,-0.005480465049332626,-0.012108364520288737
1,Tianjin,3,Tangshan,97.23486515706671,24,upwind,-0.05516907203125788,-0.07132784202506698,-0.09004893335775614
4,Qinhuangdao,3,Tangshan,125.90054307398253,24,downwind,0.00041384573846242796,-0.0046194274034365495,0.03574574193693632
4,Qinhuangdao,3,Tangshan,125.90054307398253,24,crosswind,-0.007418014768105896,-0.032611593013486685,-0.03757551003263661
4,Qinhuangdao,3,Tangshan,125.90054307398253,24,upwind,0.0007032557986305865,-0.02444999298436881,-0.03149028283997485
9,Langfang,3,Tangshan,126.47618856325923,24,downwind,0.10580786005391538,0.06697038342898123,0.04584349348004601
9,Langfang,3,Tangshan,126.47618856325923,24,crosswind,0.18715281698647854,0.16702578194916104,0.10980829256514052
9,Langfang,3,Tangshan,126.47618856325923,24,upwind,0.08837484567991374,0.0592363461091025,0.042782838122551924
8,Chengde,3,Tangshan,148.2762925445811,24,downwind,0.04469815112460814,0.024078645970183703,0.017993752461564008
8,Chengde,3,Tangshan,148.2762925445811,24,crosswind,0.0015887173904771572,-0.0202953035975083,-0.03350980957010808
8,Chengde,3,Tangshan,148.2762925445811,24,upwind,0.03233473290828423,-0.006669584279586078,-0.02716459467928743
