feature,event,relative_hour,station_mean_median,station_mean_q25,station_mean_q75,station_mean_n,total_observations,median_events_per_station
pm,clean_persistence,-9,-0.734165735491806,-0.9098121161955218,-0.615826661680266,184,606241,3115.5
pm,onset,-9,-1.1192541088422656,-1.3280993367001965,-0.7602255148886987,168,12323,52.0
pm,polluted_persistence,-9,1.0310119015896855,0.8945350595924978,1.2502849949208399,184,256231,1216.0
pm,clearance,-9,1.0386062196742918,0.8308559220038174,1.2790479691583823,184,28831,138.5
pm,clean_persistence,-3,-0.7439511298881079,-0.9169848121881629,-0.6233745583478683,184,606206,3115.0
pm,onset,-3,-0.7140453072281554,-0.9783620408941633,-0.42125722180923203,168,12322,52.0
pm,polluted_persistence,-3,1.0851247732729599,0.9372923470011946,1.3244513385522536,184,256213,1216.5
pm,clearance,-3,0.46017953882454726,0.1706413163046079,0.7121166323970741,184,28829,138.5
pm,clean_persistence,3,-0.7349874070358265,-0.89946935253461,-0.6064843704445259,184,606189,3115.5
pm,onset,3,0.06129142839866403,-0.17124482715349576,0.3392814577407737,168,12313,52.0
pm,polluted_persistence,3,1.118907612178543,0.9608884315145089,1.3565463024905724,184,256214,1218.0
pm,clearance,3,-0.6921255461149161,-0.9629490042712106,-0.3633372232218413,184,28817,138.5
pm,clean_persistence,9,-0.7125662301072365,-0.8720161840776142,-0.5755885033135781,184,606191,3116.0
pm,onset,9,0.7123288046534015,0.4789825885350918,1.024167499194609,168,12316,52.0
pm,polluted_persistence,9,1.11288953687614,0.9611286594377184,1.333652265557835,184,256241,1219.5
pm,clearance,9,-1.3230336820807649,-1.5410844509076953,-1.0585295953290237,184,28827,138.5
pm,clean_persistence,15,-0.6772851012566456,-0.8240683151617859,-0.5479564040034364,184,606156,3115.5
pm,onset,15,1.0704035647445762,0.7877118313812949,1.35655389028946,168,12321,52.0
pm,polluted_persistence,15,1.0458196375405675,0.902555848802806,1.2379790852205055,184,256240,1219.5
pm,clearance,15,-1.443928347307841,-1.6303558425752418,-1.1913236873397703,184,28831,138.5
pm,clean_persistence,21,-0.6112001649164578,-0.7470258923423296,-0.5025749521423613,184,606026,3114.5
pm,onset,21,1.0738083367604032,0.8810102515879594,1.4079115277612502,168,12316,52.0
pm,polluted_persistence,21,0.8986693217460688,0.7988807683261668,1.0858786194800925,184,256193,1218.0
pm,clearance,21,-1.3143729529488986,-1.485804530260035,-1.0984867889712109,184,28827,138.5
pm,clean_persistence,27,-0.5106555764565681,-0.6149427148013772,-0.405954203916659,184,605815,3113.5
pm,onset,27,0.8419738670522754,0.6582765432642845,1.1241957544970445,168,12311,52.0
pm,polluted_persistence,27,0.7449035401836049,0.648834291781917,0.8724777380029121,184,256104,1217.5
pm,clearance,27,-1.0804242370943733,-1.2381928038938956,-0.8649173338507394,184,28810,138.5
pm,clean_persistence,33,-0.42419417456632347,-0.5040935523185406,-0.3341335542867367,184,605616,3113.0
pm,onset,33,0.6238411276489679,0.46557917633745927,0.8359564479481686,168,12311,52.0
pm,polluted_persistence,33,0.5885492933308426,0.5017591461639037,0.687141421905733,184,256044,1217.5
pm,clearance,33,-0.8709829036671605,-1.0227225866087517,-0.659352851746934,184,28797,138.5
pm,clean_persistence,39,-0.3488067839536169,-0.4313892421068685,-0.26745809132112985,184,605431,3112.5
pm,onset,39,0.4801448228129971,0.35491385585370594,0.6503697215510433,168,12303,52.0
pm,polluted_persistence,39,0.46410481519076774,0.3699876401962807,0.5722485462757552,184,256009,1217.5
pm,clearance,39,-0.6959212866009821,-0.8716971503955786,-0.4781528637879097,184,28792,138.5
pm,clean_persistence,45,-0.29840508613823125,-0.38070168871488114,-0.22166332199164498,184,605313,3111.5
pm,onset,45,0.3937550648183325,0.26090419337596693,0.5319376557271371,168,12302,52.0
pm,polluted_persistence,45,0.376044621974854,0.28775001538040973,0.47261273487238564,184,255972,1217.0
pm,clearance,45,-0.5303848078762086,-0.7153603002153123,-0.35376376777833485,184,28775,138.5
pm,clean_persistence,51,-0.24719094023502242,-0.3407133249848231,-0.17618661128474428,184,605272,3112.0
pm,onset,51,0.31378969220719655,0.1813428589985407,0.451211897107928,168,12304,52.0
pm,polluted_persistence,51,0.3067486721262187,0.21137253995911578,0.40276756322908414,184,255956,1216.0
pm,clearance,51,-0.4083362732746868,-0.5865966980917059,-0.24044062550625228,184,28783,138.5
pm,clean_persistence,57,-0.21256597995435064,-0.29818070896848736,-0.14651998999245713,184,605208,3113.5
pm,onset,57,0.2637425089915638,0.1215602613840851,0.4057237450896526,168,12304,52.0
pm,polluted_persistence,57,0.2528743216404312,0.15488694956383298,0.34110902850564717,184,255917,1215.0
pm,clearance,57,-0.31994899164552326,-0.47873744140818203,-0.14727173244985506,184,28791,138.5
pm,clean_persistence,63,-0.18843961252919944,-0.2701325108845092,-0.12254373880106083,184,605159,3114.5
pm,onset,63,0.2436619074894905,0.08721650780392655,0.3935016840716135,168,12313,52.0
pm,polluted_persistence,63,0.21149461533707528,0.12541742653831736,0.29006368874911564,184,255891,1213.5
pm,clearance,63,-0.20684107460027584,-0.41636337347917973,-0.07356124861960614,184,28788,138.5
pm,clean_persistence,69,-0.16343536010233223,-0.25155563012347215,-0.10342025899121855,184,605094,3115.5
pm,onset,69,0.22419234030604818,0.08180707314394484,0.36857449571026213,168,12304,52.0
pm,polluted_persistence,69,0.17143511883004753,0.09681535147792016,0.2547614004128509,184,255863,1214.0
pm,clearance,69,-0.14016552866256687,-0.33853128252607956,-0.019720205493520153,184,28795,138.5
pm,clean_persistence,72,-0.15056967674141522,-0.24044379548249695,-0.09253823545274692,184,605054,3116.0
pm,onset,72,0.19913842173330698,0.052381035267925674,0.3516172290195414,168,12300,52.0
pm,polluted_persistence,72,0.1562604514011019,0.08051624626860046,0.23742124354114502,184,255862,1215.0
pm,clearance,72,-0.14018040034502993,-0.2978133478026144,0.00964661074147452,184,28798,138.5
temperature,clean_persistence,-69,0.10924709689633712,0.04596235226920562,0.15893051816260276,184,606851,3116.0
temperature,onset,-69,0.05688740636491782,-0.08852372694565586,0.201106124882378,168,12332,52.0
temperature,polluted_persistence,-69,-0.08363270348062939,-0.215973328053092,-0.011538751263232092,184,256353,1220.0
temperature,clearance,-69,0.17874153996158737,0.038019044633464893,0.39647683068729245,184,28853,138.5
temperature,clean_persistence,-63,0.09740008282321269,0.04029331493473462,0.14542069542952576,184,606851,3116.0
temperature,onset,-63,0.063498147969161,-0.11376378210692781,0.21299122326507952,168,12332,52.0
temperature,polluted_persistence,-63,-0.07767543079278028,-0.18934904733066046,0.015557746865211518,184,256353,1220.0
temperature,clearance,-63,0.20536569291109852,0.07835719193861546,0.46140573344592,184,28853,138.5
temperature,clean_persistence,-57,0.08596523597977769,0.03481078420172652,0.13415719095114623,184,606851,3116.0
temperature,onset,-57,0.043968066936027866,-0.09817569437757931,0.2000445239717044,168,12332,52.0
temperature,polluted_persistence,-57,-0.06380545139238569,-0.16387705836808128,0.03708193520485542,184,256353,1220.0
temperature,clearance,-57,0.2528528802047788,0.12934749870824153,0.43270862128160503,184,28853,138.5
temperature,clean_persistence,-51,0.0647427660396692,0.014099855207936756,0.11914525652774924,184,606851,3116.0
temperature,onset,-51,0.02519521723855086,-0.16537709413125662,0.17431852554166816,168,12332,52.0
temperature,polluted_persistence,-51,-0.04388335991360963,-0.12539416854762298,0.06756679380304975,184,256353,1220.0
temperature,clearance,-51,0.28333687193883517,0.16680982877297282,0.4625184352955345,184,28853,138.5
temperature,clean_persistence,-45,0.04144982225725234,-0.010805267858271583,0.09425268780653139,184,606851,3116.0
temperature,onset,-45,-0.017580724830510756,-0.20224208508203256,0.15559717949503737,168,12332,52.0
temperature,polluted_persistence,-45,-0.013989056474278656,-0.08450117733569046,0.10487999265104365,184,256353,1220.0
temperature,clearance,-45,0.35206939798098347,0.19956957070415973,0.5253203200802393,184,28853,138.5
temperature,clean_persistence,-39,0.018411099025318848,-0.046955357504935895,0.06435823767461075,184,606851,3116.0
temperature,onset,-39,-0.05189717212188086,-0.2822415103810638,0.09855122195378124,168,12332,52.0
temperature,polluted_persistence,-39,0.023379907857351785,-0.04062472864049224,0.1506907790665053,184,256353,1220.0
temperature,clearance,-39,0.42923608993271123,0.26484675362177934,0.5670621391008195,184,28853,138.5
temperature,clean_persistence,-33,-0.014417703195118356,-0.0906602046383799,0.026241050755358167,184,606851,3116.0
temperature,onset,-33,-0.12302930419151134,-0.32012588355761135,0.053077189769331096,168,12332,52.0
temperature,polluted_persistence,-33,0.06658896331498167,0.00021538360350834885,0.1957606750717391,184,256353,1220.0
temperature,clearance,-33,0.5062358408640137,0.34039015599268513,0.6643431478299341,184,28853,138.5
temperature,clean_persistence,-27,-0.06086019826934045,-0.13661112450403484,-0.008774956356721512,184,606851,3116.0
temperature,onset,-27,-0.18963477294957398,-0.4229352141436083,-0.02990579901133603,168,12332,52.0
temperature,polluted_persistence,-27,0.11847739171477478,0.04386246165198881,0.23249479285195737,184,256353,1220.0
temperature,clearance,-27,0.5615115523279619,0.4038811508553213,0.7262255468318318,184,28853,138.5
temperature,clean_persistence,-21,-0.10054126930696874,-0.1828598768011767,-0.04434026558120441,184,606851,3116.0
temperature,onset,-21,-0.29591121729765785,-0.5400192166498998,-0.05913669927702144,168,12332,52.0
temperature,polluted_persistence,-21,0.15237294289443343,0.08628127760975017,0.2760831266006089,184,256353,1220.0
temperature,clearance,-21,0.561297134314835,0.4074960346813803,0.7615498653319572,184,28853,138.5
temperature,clean_persistence,-15,-0.14014123721486085,-0.23370083641720021,-0.07892960764096049,184,606851,3116.0
temperature,onset,-15,-0.30985253670256063,-0.5744306895086554,-0.052175703062193865,168,12332,52.0
temperature,polluted_persistence,-15,0.2022272506601493,0.1308004544366227,0.3207724223428188,184,256353,1220.0
temperature,clearance,-15,0.5569372159233954,0.41306195256181455,0.7410658326780872,184,28853,138.5
temperature,clean_persistence,-9,-0.16965861243754846,-0.26689950700458753,-0.111933129422819,184,606851,3116.0
temperature,onset,-9,-0.2719523361978321,-0.5627462312052602,-0.0048871610617365075,168,12332,52.0
temperature,polluted_persistence,-9,0.24368306601762288,0.16519992137988299,0.3684178416233805,184,256353,1220.0
temperature,clearance,-9,0.468127115134876,0.32612296455633216,0.6452992623000204,184,28853,138.5
temperature,clean_persistence,-3,-0.1928704453888984,-0.28237509800981847,-0.12691919368163096,184,606851,3116.0
temperature,onset,-3,-0.27739748169574074,-0.5170322041791799,0.01737697742309962,168,12332,52.0
temperature,polluted_persistence,-3,0.28110970511198474,0.20624015777168236,0.40086170775661767,184,256353,1220.0
temperature,clearance,-3,0.23112632310490117,0.10652138303641824,0.4060079627060533,184,28853,138.5
temperature,clean_persistence,3,-0.20277908449090293,-0.2866691863483311,-0.12761344840803857,184,606851,3116.0
temperature,onset,3,-0.2253767531758178,-0.5229381456402631,0.09430950493744246,168,12332,52.0
temperature,polluted_persistence,3,0.3173118016739559,0.227218861205566,0.44630734259669746,184,256353,1220.0
temperature,clearance,3,-0.08502559403073934,-0.22390613427000067,0.09802364308276298,184,28853,138.5
temperature,clean_persistence,9,-0.19686559632399353,-0.27867159114914575,-0.12292862584117276,184,606851,3116.0
temperature,onset,9,-0.17836839700044888,-0.4234058514530191,0.0777858682355722,168,12332,52.0
temperature,polluted_persistence,9,0.3510528757897674,0.2515438641507964,0.492602441399033,184,256353,1220.0
temperature,clearance,9,-0.3592500340459208,-0.5342867762821075,-0.16450328624824131,184,28853,138.5
temperature,clean_persistence,15,-0.18654219490998747,-0.261521418783571,-0.11238289712507901,184,606851,3116.0
temperature,onset,15,-0.16045130584154535,-0.3681485057348494,0.09466462175947885,168,12332,52.0
temperature,polluted_persistence,15,0.3693411240596862,0.2665501904794906,0.48880207290695826,184,256353,1220.0
temperature,clearance,15,-0.5445731904582254,-0.7062665262071812,-0.3067862080659961,184,28853,138.5
temperature,clean_persistence,21,-0.16823290223630408,-0.23821696829740652,-0.10369801884152303,184,606851,3116.0
temperature,onset,21,-0.13401981867661877,-0.34965788391442365,0.11287928362633365,168,12332,52.0
temperature,polluted_persistence,21,0.3667753761849137,0.2570762492645068,0.47602793301724944,184,256353,1220.0
temperature,clearance,21,-0.6042317513790523,-0.7728112111074076,-0.36128432273344024,184,28853,138.5
temperature,clean_persistence,27,-0.15424494056955168,-0.21571896000475446,-0.08986317439509994,184,606851,3116.0
temperature,onset,27,-0.08090539121780507,-0.29981600670795716,0.11933834175686991,168,12332,52.0
temperature,polluted_persistence,27,0.3482447636885849,0.2361506222433292,0.4334490105927947,184,256353,1220.0
temperature,clearance,27,-0.6010909625229627,-0.7907331819251477,-0.390196727883878,184,28853,138.5
temperature,clean_persistence,33,-0.13022074121383873,-0.18694307832026452,-0.06824120765882587,184,606851,3116.0
temperature,onset,33,-0.053686302801821136,-0.2783833529070358,0.12318142551353692,168,12332,52.0
temperature,polluted_persistence,33,0.3173730393840738,0.20987171866668067,0.3987812666597012,184,256353,1220.0
temperature,clearance,33,-0.5767225978746491,-0.7374809353621112,-0.35936074733065926,184,28853,138.5
temperature,clean_persistence,39,-0.104395114500553,-0.1616203141792671,-0.053111809392226005,184,606851,3116.0
temperature,onset,39,-0.07389713518692598,-0.2662592135830052,0.09465874533610022,168,12332,52.0
temperature,polluted_persistence,39,0.2755803712521071,0.17677350824119842,0.36804207460896093,184,256353,1220.0
temperature,clearance,39,-0.5343172392934818,-0.6948594378526332,-0.32777854524628325,184,28853,138.5
temperature,clean_persistence,45,-0.08138859568320173,-0.14219754004295734,-0.03723547985237608,184,606851,3116.0
temperature,onset,45,-0.07419593864574912,-0.2458935505954552,0.1133415467493441,168,12332,52.0
temperature,polluted_persistence,45,0.23261943438774618,0.1403617557712089,0.3394182005098264,184,256353,1220.0
temperature,clearance,45,-0.4885969566635556,-0.636893006138205,-0.3034039881338766,184,28853,138.5
temperature,clean_persistence,51,-0.0626465884006584,-0.1261862092213373,-0.02362753292403169,184,606851,3116.0
temperature,onset,51,-0.08126046546572427,-0.2902547468407055,0.11566161585092052,168,12332,52.0
temperature,polluted_persistence,51,0.20301316364907207,0.1148664458350152,0.30816357699140784,184,256353,1220.0
temperature,clearance,51,-0.4437175649740454,-0.602299070487976,-0.2871081150543289,184,28853,138.5
temperature,clean_persistence,57,-0.048995095040332046,-0.1015807924218241,-0.01371862084896162,184,606851,3116.0
temperature,onset,57,-0.05352003111560272,-0.29034167721766746,0.10767662982084791,168,12332,52.0
temperature,polluted_persistence,57,0.17948779822071737,0.08147893777413065,0.28569279471494524,184,256353,1220.0
temperature,clearance,57,-0.39331988627219694,-0.5441295892495729,-0.2541029433755329,184,28853,138.5
temperature,clean_persistence,63,-0.037753248217408636,-0.07926138748602361,-0.0011120757406739173,184,606851,3116.0
temperature,onset,63,-0.05224828581506945,-0.262409667051286,0.11965819148846961,168,12332,52.0
temperature,polluted_persistence,63,0.1616770200207882,0.0630501831941648,0.26704465482436285,184,256353,1220.0
temperature,clearance,63,-0.3497035219425063,-0.49392331103561277,-0.2324349149424997,184,28853,138.5
temperature,clean_persistence,69,-0.02435475467344502,-0.06299391308109752,0.012275091108991467,184,606851,3116.0
temperature,onset,69,-0.022740312425890072,-0.21639816973362186,0.13545404644610576,168,12332,52.0
temperature,polluted_persistence,69,0.14272974107775369,0.037611318114372155,0.2503300129903355,184,256353,1220.0
temperature,clearance,69,-0.31815056236047434,-0.4429867539139982,-0.20320814441742654,184,28853,138.5
temperature,clean_persistence,72,-0.016846192730195646,-0.05690995873689106,0.01731592874499049,184,606851,3116.0
temperature,onset,72,-0.019935530204596683,-0.21963584317699963,0.15263750971477247,168,12332,52.0
temperature,polluted_persistence,72,0.14252642970971735,0.03182575894487076,0.23872031712390446,184,256353,1220.0
temperature,clearance,72,-0.311843744657319,-0.41623242782743247,-0.19000482706833194,184,28853,138.5
pressure,clean_persistence,-69,-0.13381360315628504,-0.17987429075469905,-0.09333841502906035,184,606851,3116.0
pressure,onset,-69,-0.061214684203396735,-0.2453517223057374,0.13503579820973566,168,12332,52.0
pressure,polluted_persistence,-69,0.20299364905139966,0.07914914253611693,0.3048404002938247,184,256353,1220.0
pressure,clearance,-69,-0.22150763921283562,-0.3989525713395021,-0.038800478918186956,184,28853,138.5
pressure,clean_persistence,-63,-0.12349200524987677,-0.17757007252810803,-0.08367080986449531,184,606851,3116.0
pressure,onset,-63,-0.07544749116399167,-0.24057933548170282,0.10435888797614923,168,12332,52.0
pressure,polluted_persistence,-63,0.18213273114902406,0.061255966235865315,0.2816487866133111,184,256353,1220.0
pressure,clearance,-63,-0.28623538505327295,-0.4817537390844117,-0.08817662162588727,184,28853,138.5
pressure,clean_persistence,-57,-0.11428057318909979,-0.16953525860778715,-0.0718509374402748,184,606851,3116.0
pressure,onset,-57,-0.062482311273315376,-0.21844209415954635,0.11827586732876355,168,12332,52.0
pressure,polluted_persistence,-57,0.14138307531554628,0.038231024373000855,0.2549016973322247,184,256353,1220.0
pressure,clearance,-57,-0.35988636616542313,-0.5311201716377297,-0.1342906344023883,184,28853,138.5
pressure,clean_persistence,-51,-0.09706890376757105,-0.16204445027582665,-0.05059782456591206,184,606851,3116.0
pressure,onset,-51,-0.04807739650001509,-0.2327769900760018,0.15403523516624448,168,12332,52.0
pressure,polluted_persistence,-51,0.09955212340496236,-0.004510288906837423,0.21057915156946827,184,256353,1220.0
pressure,clearance,-51,-0.4191197436795122,-0.5898958081381168,-0.21599377444957515,184,28853,138.5
pressure,clean_persistence,-45,-0.07932492883598344,-0.15023289075963525,-0.02829079639566713,184,606851,3116.0
pressure,onset,-45,-0.008814885346157441,-0.23733207897695663,0.17503522648350767,168,12332,52.0
pressure,polluted_persistence,-45,0.0440047005475995,-0.039193830436520666,0.16346970240223793,184,256353,1220.0
pressure,clearance,-45,-0.4955723286691821,-0.6513566152349168,-0.3167616140677837,184,28853,138.5
pressure,clean_persistence,-39,-0.05990490618125121,-0.12476315876272334,0.0007599163555903284,184,606851,3116.0
pressure,onset,-39,0.036206049623193716,-0.15659299696471227,0.21912064696685643,168,12332,52.0
pressure,polluted_persistence,-39,-0.006877593795299265,-0.08945464155160447,0.09524364516477747,184,256353,1220.0
pressure,clearance,-39,-0.5804793207111067,-0.7480892446780454,-0.4090434514600583,184,28853,138.5
pressure,clean_persistence,-33,-0.033701135508340224,-0.08908223411811417,0.02844616362396176,184,606851,3116.0
pressure,onset,-33,0.10284554717192265,-0.08456825447521578,0.34114931061353293,168,12332,52.0
pressure,polluted_persistence,-33,-0.06911992027596235,-0.14456894506061768,0.02503400855852319,184,256353,1220.0
pressure,clearance,-33,-0.649258121755274,-0.8240273415387331,-0.5197188694227497,184,28853,138.5
pressure,clean_persistence,-27,0.019789193572430957,-0.03908198822796797,0.06835786703288725,184,606851,3116.0
pressure,onset,-27,0.23127089261331626,-0.06044062948398152,0.4373678602417894,168,12332,52.0
pressure,polluted_persistence,-27,-0.13022024714150893,-0.19770775014303044,-0.04294213355186262,184,256353,1220.0
pressure,clearance,-27,-0.7096873822366714,-0.8712106485643495,-0.5885997575853357,184,28853,138.5
pressure,clean_persistence,-21,0.06280694180681268,-0.003732561536648956,0.11378973848673787,184,606851,3116.0
pressure,onset,-21,0.2848847046638976,-0.09606709964807922,0.5563915656816413,168,12332,52.0
pressure,polluted_persistence,-21,-0.18705962391217418,-0.24421663042357597,-0.11602945467772535,184,256353,1220.0
pressure,clearance,-21,-0.763609860475628,-0.8985531436469736,-0.6057968910444735,184,28853,138.5
pressure,clean_persistence,-15,0.09839875873705242,0.02207856880887341,0.16634609254877808,184,606851,3116.0
pressure,onset,-15,0.2985083093870967,-0.11434572378004035,0.6058405822986558,168,12332,52.0
pressure,polluted_persistence,-15,-0.23202992804284595,-0.2836710933055498,-0.1687717093467494,184,256353,1220.0
pressure,clearance,-15,-0.7141749809797326,-0.9122248803811401,-0.5098376055095986,184,28853,138.5
pressure,clean_persistence,-9,0.12283763735466896,0.05041863042935509,0.1905257292773635,184,606851,3116.0
pressure,onset,-9,0.22410960386272952,-0.1427129725384359,0.534633579867253,168,12332,52.0
pressure,polluted_persistence,-9,-0.2693714111682758,-0.3313810031211224,-0.2086159402415847,184,256353,1220.0
pressure,clearance,-9,-0.5174775576137077,-0.8122996982811325,-0.3060581343782254,184,28853,138.5
pressure,clean_persistence,-3,0.1378628952151821,0.06387334393618253,0.2092597162262788,184,606851,3116.0
pressure,onset,-3,0.14719306452267394,-0.14346324397444138,0.38366132839223077,168,12332,52.0
pressure,polluted_persistence,-3,-0.3097090914797197,-0.37970689797900414,-0.24045800413991478,184,256353,1220.0
pressure,clearance,-3,-0.20858259637435259,-0.552009162445625,0.0012193923297953257,184,28853,138.5
pressure,clean_persistence,3,0.13529748804518366,0.0731690236864701,0.21185276728737096,184,606851,3116.0
pressure,onset,3,0.0677446348321118,-0.1543603056840695,0.3000648621966798,168,12332,52.0
pressure,polluted_persistence,3,-0.34179468030203297,-0.4181745243258353,-0.24972459403463268,184,256353,1220.0
pressure,clearance,3,0.12287867313000689,-0.27094907289581105,0.3018628273803299,184,28853,138.5
pressure,clean_persistence,9,0.13219665876455905,0.08047605610649809,0.2039770636830948,184,606851,3116.0
pressure,onset,9,0.008650312546917881,-0.18926042648690958,0.28612330519587964,168,12332,52.0
pressure,polluted_persistence,9,-0.34226957761052806,-0.44837070730918854,-0.26371618026827,184,256353,1220.0
pressure,clearance,9,0.33732673731545615,0.011498962312633833,0.5483671487734686,184,28853,138.5
pressure,clean_persistence,15,0.12727850644174438,0.07736377192996918,0.18755707326703563,184,606851,3116.0
pressure,onset,15,-0.03020748796441803,-0.2318498565957311,0.2836758699527559,168,12332,52.0
pressure,polluted_persistence,15,-0.3313958316769802,-0.44942653017893147,-0.25614444493921007,184,256353,1220.0
pressure,clearance,15,0.4544373823746408,0.1906291902291565,0.6759987434608336,184,28853,138.5
pressure,clean_persistence,21,0.1202812599839314,0.07549316182738715,0.17288595984538058,184,606851,3116.0
pressure,onset,21,-0.026892381030315847,-0.24649609204716877,0.3199784644264854,168,12332,52.0
pressure,polluted_persistence,21,-0.3047117898596028,-0.41148254964246356,-0.2402027031777373,184,256353,1220.0
pressure,clearance,21,0.49829068768896534,0.25218243618589425,0.6935054571836163,184,28853,138.5
pressure,clean_persistence,27,0.1046431543298584,0.06837183285760833,0.15331708663358962,184,606851,3116.0
pressure,onset,27,0.011068536971240845,-0.2010976404118564,0.31707394440029457,168,12332,52.0
pressure,polluted_persistence,27,-0.2920079612655334,-0.3673435226489196,-0.21538201952855104,184,256353,1220.0
pressure,clearance,27,0.45597680261935625,0.2629025220722866,0.6365548647351648,184,28853,138.5
pressure,clean_persistence,33,0.09433471940017363,0.05795481975783005,0.1347793360202868,184,606851,3116.0
pressure,onset,33,0.02620606149634782,-0.17745055221330772,0.28125565505964695,168,12332,52.0
pressure,polluted_persistence,33,-0.24937163935536422,-0.32367545362432115,-0.18129902348477195,184,256353,1220.0
pressure,clearance,33,0.3923693271075618,0.27996782900584766,0.57775933698632,184,28853,138.5
pressure,clean_persistence,39,0.08190418393199109,0.05086287992933404,0.12200103202615713,184,606851,3116.0
pressure,onset,39,0.031371422134037236,-0.14504246459419162,0.2752030069737226,168,12332,52.0
pressure,polluted_persistence,39,-0.2195628482503697,-0.2978397953906041,-0.15138884745571532,184,256353,1220.0
pressure,clearance,39,0.356960916547733,0.22122295124234273,0.5019944536864944,184,28853,138.5
pressure,clean_persistence,45,0.0699042308703243,0.03293530092886608,0.11108835380771306,184,606851,3116.0
pressure,onset,45,0.06133765867849681,-0.14060489806860335,0.2972989429775043,168,12332,52.0
pressure,polluted_persistence,45,-0.1895495073930945,-0.2816897185118337,-0.12760557691708746,184,256353,1220.0
pressure,clearance,45,0.31365150102226463,0.1415467435672389,0.4648903111854844,184,28853,138.5
